,ZCTA,OWN,RENT
1,ZCTA5 00601,62.3,37.7
2,ZCTA5 00602,78.1,21.9
3,ZCTA5 00603,64.9,35.1
4,ZCTA5 00606,73.4,26.6
5,ZCTA5 00610,76.7,23.3
6,ZCTA5 00612,70.3,29.7
7,ZCTA5 00616,75.1,24.9
8,ZCTA5 00617,78.9,21.1
9,ZCTA5 00622,56.8,43.2
10,ZCTA5 00623,67.9,32.1
11,ZCTA5 00624,77.7,22.3
12,ZCTA5 00627,74.4,25.6
13,ZCTA5 00631,49.0,51.0
14,ZCTA5 00637,76.8,23.2
15,ZCTA5 00638,71.2,28.8
16,ZCTA5 00641,65.7,34.3
17,ZCTA5 00646,80.4,19.6
18,ZCTA5 00647,76.2,23.8
19,ZCTA5 00650,73.0,27.0
20,ZCTA5 00652,78.1,21.9
21,ZCTA5 00653,68.4,31.6
22,ZCTA5 00656,78.1,21.9
23,ZCTA5 00659,71.5,28.5
24,ZCTA5 00660,76.0,24.0
25,ZCTA5 00662,63.1,36.9
26,ZCTA5 00664,71.0,29.0
27,ZCTA5 00667,60.5,39.5
28,ZCTA5 00669,60.9,39.1
29,ZCTA5 00670,66.6,33.4
30,ZCTA5 00674,72.4,27.6
31,ZCTA5 00676,74.6,25.4
32,ZCTA5 00677,78.7,21.3
33,ZCTA5 00678,60.6,39.4
34,ZCTA5 00680,58.4,41.6
35,ZCTA5 00682,59.1,40.9
36,ZCTA5 00683,71.8,28.2
37,ZCTA5 00685,67.5,32.5
38,ZCTA5 00687,77.8,22.2
39,ZCTA5 00688,80.1,19.9
40,ZCTA5 00690,75.0,25.0
41,ZCTA5 00692,78.4,21.6
42,ZCTA5 00693,83.8,16.2
43,ZCTA5 00694,84.7,15.3
44,ZCTA5 00698,77.6,22.4
45,ZCTA5 00703,65.3,34.7
46,ZCTA5 00704,69.5,30.5
47,ZCTA5 00705,79.0,21.0
48,ZCTA5 00707,72.5,27.5
49,ZCTA5 00714,72.0,28.0
50,ZCTA5 00715,75.0,25.0
51,ZCTA5 00716,64.0,36.0
52,ZCTA5 00717,41.5,58.5
53,ZCTA5 00718,75.9,24.1
54,ZCTA5 00719,73.4,26.6
55,ZCTA5 00720,76.1,23.9
56,ZCTA5 00723,75.7,24.3
57,ZCTA5 00725,66.0,34.0
58,ZCTA5 00727,76.9,23.1
59,ZCTA5 00728,75.0,25.0
60,ZCTA5 00729,78.5,21.5
61,ZCTA5 00730,66.3,33.7
62,ZCTA5 00731,77.4,22.6
63,ZCTA5 00735,77.8,22.2
64,ZCTA5 00736,69.9,30.1
65,ZCTA5 00738,74.9,25.1
66,ZCTA5 00739,76.7,23.3
67,ZCTA5 00740,48.8,51.2
68,ZCTA5 00741,79.6,20.4
69,ZCTA5 00745,78.3,21.7
70,ZCTA5 00751,78.8,21.2
71,ZCTA5 00754,70.1,29.9
72,ZCTA5 00757,76.5,23.5
73,ZCTA5 00765,83.2,16.8
74,ZCTA5 00766,76.8,23.2
75,ZCTA5 00767,73.8,26.2
76,ZCTA5 00769,80.6,19.4
77,ZCTA5 00771,72.8,27.2
78,ZCTA5 00772,71.3,28.7
79,ZCTA5 00773,70.7,29.3
80,ZCTA5 00775,72.4,27.6
81,ZCTA5 00777,75.1,24.9
82,ZCTA5 00778,81.1,18.9
83,ZCTA5 00780,78.7,21.3
84,ZCTA5 00782,63.6,36.4
85,ZCTA5 00783,72.5,27.5
86,ZCTA5 00784,71.1,28.9
87,ZCTA5 00786,93.7,6.3
88,ZCTA5 00791,77.3,22.7
89,ZCTA5 00794,67.9,32.1
90,ZCTA5 00795,77.7,22.3
91,ZCTA5 00901,32.0,68.0
92,ZCTA5 00906,100.0,0.0
93,ZCTA5 00907,59.3,40.7
94,ZCTA5 00909,38.6,61.4
95,ZCTA5 00911,53.3,46.7
96,ZCTA5 00912,50.3,49.7
97,ZCTA5 00913,18.4,81.6
98,ZCTA5 00915,43.4,56.6
99,ZCTA5 00917,52.3,47.7
100,ZCTA5 00918,51.1,48.9
101,ZCTA5 00920,59.7,40.3
102,ZCTA5 00921,48.3,51.7
103,ZCTA5 00923,42.1,57.9
104,ZCTA5 00924,54.1,45.9
105,ZCTA5 00925,20.1,79.9
106,ZCTA5 00926,72.5,27.5
107,ZCTA5 00927,59.2,40.8
108,ZCTA5 00934,0.0,100.0
109,ZCTA5 00936,0,0
110,ZCTA5 00949,76.6,23.4
111,ZCTA5 00950,0,0
112,ZCTA5 00951,100.0,0.0
113,ZCTA5 00952,67.1,32.9
114,ZCTA5 00953,81.1,18.9
115,ZCTA5 00956,72.0,28.0
116,ZCTA5 00957,71.1,28.9
117,ZCTA5 00959,66.6,33.4
118,ZCTA5 00960,0,0
119,ZCTA5 00961,70.4,29.6
120,ZCTA5 00962,57.8,42.2
121,ZCTA5 00965,57.5,42.5
122,ZCTA5 00966,80.1,19.9
123,ZCTA5 00968,77.7,22.3
124,ZCTA5 00969,78.0,22.0
125,ZCTA5 00971,69.8,30.2
126,ZCTA5 00976,68.8,31.2
127,ZCTA5 00979,70.9,29.1
128,ZCTA5 00982,68.5,31.5
129,ZCTA5 00983,66.3,33.7
130,ZCTA5 00985,70.1,29.9
131,ZCTA5 00987,77.5,22.5
132,ZCTA5 01001,71.7,28.3
133,ZCTA5 01002,49.3,50.7
134,ZCTA5 01003,0.0,100.0
135,ZCTA5 01005,86.2,13.8
136,ZCTA5 01007,79.2,20.8
137,ZCTA5 01008,96.5,3.5
138,ZCTA5 01009,61.6,38.4
139,ZCTA5 01010,80.4,19.6
140,ZCTA5 01011,87.5,12.5
141,ZCTA5 01012,77.5,22.5
142,ZCTA5 01013,44.7,55.3
143,ZCTA5 01020,64.1,35.9
144,ZCTA5 01022,83.2,16.8
145,ZCTA5 01026,78.9,21.1
146,ZCTA5 01027,63.0,37.0
147,ZCTA5 01028,87.6,12.4
148,ZCTA5 01029,95.2,4.8
149,ZCTA5 01030,80.2,19.8
150,ZCTA5 01031,55.7,44.3
151,ZCTA5 01032,85.3,14.7
152,ZCTA5 01033,83.7,16.3
153,ZCTA5 01034,90.7,9.3
154,ZCTA5 01035,68.3,31.7
155,ZCTA5 01036,92.8,7.2
156,ZCTA5 01037,88.8,11.3
157,ZCTA5 01038,75.6,24.4
158,ZCTA5 01039,80.4,19.6
159,ZCTA5 01040,40.7,59.3
160,ZCTA5 01050,77.4,22.6
161,ZCTA5 01053,77.5,22.5
162,ZCTA5 01054,85.9,14.1
163,ZCTA5 01056,77.1,22.9
164,ZCTA5 01057,81.4,18.6
165,ZCTA5 01060,43.9,56.1
166,ZCTA5 01062,75.7,24.3
167,ZCTA5 01063,0,0
168,ZCTA5 01066,0,0
169,ZCTA5 01068,89.2,10.8
170,ZCTA5 01069,70.0,30.0
171,ZCTA5 01070,89.8,10.2
172,ZCTA5 01071,93.7,6.3
173,ZCTA5 01072,84.7,15.3
174,ZCTA5 01073,82.3,17.7
175,ZCTA5 01074,100.0,0.0
176,ZCTA5 01075,74.9,25.1
177,ZCTA5 01077,80.9,19.1
178,ZCTA5 01079,54.3,45.7
179,ZCTA5 01080,68.5,31.5
180,ZCTA5 01081,88.7,11.3
181,ZCTA5 01082,71.2,28.8
182,ZCTA5 01083,55.1,44.9
183,ZCTA5 01084,95.7,4.3
184,ZCTA5 01085,67.5,32.5
185,ZCTA5 01086,0,0
186,ZCTA5 01088,76.7,23.3
187,ZCTA5 01089,59.1,40.9
188,ZCTA5 01092,65.3,34.7
189,ZCTA5 01093,75.8,24.2
190,ZCTA5 01094,49.5,50.5
191,ZCTA5 01095,90.5,9.5
192,ZCTA5 01096,85.0,15.0
193,ZCTA5 01097,56.0,44.0
194,ZCTA5 01098,86.4,13.6
195,ZCTA5 01103,11.8,88.2
196,ZCTA5 01104,50.2,49.8
197,ZCTA5 01105,8.5,91.5
198,ZCTA5 01106,89.3,10.7
199,ZCTA5 01107,26.1,73.9
200,ZCTA5 01108,41.1,58.9
201,ZCTA5 01109,47.9,52.1
202,ZCTA5 01118,77.6,22.4
203,ZCTA5 01119,74.8,25.2
204,ZCTA5 01128,98.5,1.5
205,ZCTA5 01129,79.3,20.7
206,ZCTA5 01151,40.1,59.9
207,ZCTA5 01199,0,0
208,ZCTA5 01201,61.7,38.3
209,ZCTA5 01220,65.4,34.6
210,ZCTA5 01222,77.5,22.5
211,ZCTA5 01223,88.8,11.2
212,ZCTA5 01224,73.2,26.8
213,ZCTA5 01225,84.6,15.4
214,ZCTA5 01226,77.2,22.8
215,ZCTA5 01229,79.5,20.5
216,ZCTA5 01230,65.5,34.5
217,ZCTA5 01235,89.9,10.1
218,ZCTA5 01236,76.8,23.2
219,ZCTA5 01237,84.6,15.4
220,ZCTA5 01238,74.5,25.5
221,ZCTA5 01240,65.8,34.2
222,ZCTA5 01242,83.8,16.3
223,ZCTA5 01243,93.8,6.2
224,ZCTA5 01244,95.2,4.8
225,ZCTA5 01245,82.6,17.4
226,ZCTA5 01247,57.2,42.8
227,ZCTA5 01253,91.9,8.1
228,ZCTA5 01254,89.3,10.7
229,ZCTA5 01255,88.9,11.1
230,ZCTA5 01256,90.1,9.9
231,ZCTA5 01257,79.7,20.3
232,ZCTA5 01258,88.5,11.5
233,ZCTA5 01259,86.2,13.8
234,ZCTA5 01260,83.3,16.7
235,ZCTA5 01262,62.6,37.4
236,ZCTA5 01264,77.5,22.5
237,ZCTA5 01266,86.1,13.9
238,ZCTA5 01267,77.2,22.8
239,ZCTA5 01270,97.1,2.9
240,ZCTA5 01301,55.5,44.5
241,ZCTA5 01330,84.5,15.5
242,ZCTA5 01331,75.3,24.7
243,ZCTA5 01337,85.8,14.2
244,ZCTA5 01338,93.3,6.7
245,ZCTA5 01339,78.7,21.3
246,ZCTA5 01340,77.6,22.4
247,ZCTA5 01341,92.3,7.7
248,ZCTA5 01342,58.7,41.3
249,ZCTA5 01343,91.4,8.6
250,ZCTA5 01344,75.1,24.9
251,ZCTA5 01346,82.8,17.2
252,ZCTA5 01347,59.2,40.8
253,ZCTA5 01349,78.9,21.1
254,ZCTA5 01350,79.4,20.6
255,ZCTA5 01351,84.3,15.7
256,ZCTA5 01354,86.5,13.5
257,ZCTA5 01355,85.6,14.4
258,ZCTA5 01360,79.6,20.4
259,ZCTA5 01364,70.0,30.0
260,ZCTA5 01366,88.8,11.2
261,ZCTA5 01367,82.4,17.6
262,ZCTA5 01368,86.5,13.5
263,ZCTA5 01370,67.2,32.8
264,ZCTA5 01373,77.9,22.1
265,ZCTA5 01375,48.0,52.0
266,ZCTA5 01376,49.8,50.2
267,ZCTA5 01378,86.0,14.0
268,ZCTA5 01379,79.2,20.8
269,ZCTA5 01420,57.0,43.0
270,ZCTA5 01430,91.6,8.4
271,ZCTA5 01431,93.5,6.5
272,ZCTA5 01432,56.7,43.3
273,ZCTA5 01434,99.1,0.9
274,ZCTA5 01436,76.0,24.0
275,ZCTA5 01438,100.0,0.0
276,ZCTA5 01440,55.7,44.3
277,ZCTA5 01450,86.6,13.4
278,ZCTA5 01451,92.4,7.6
279,ZCTA5 01452,90.5,9.5
280,ZCTA5 01453,56.0,44.0
281,ZCTA5 01460,85.5,14.5
282,ZCTA5 01462,84.0,16.0
283,ZCTA5 01463,78.0,22.0
284,ZCTA5 01464,69.4,30.6
285,ZCTA5 01467,100.0,0.0
286,ZCTA5 01468,84.8,15.2
287,ZCTA5 01469,82.4,17.6
288,ZCTA5 01473,87.4,12.6
289,ZCTA5 01474,81.4,18.6
290,ZCTA5 01475,72.9,27.1
291,ZCTA5 01501,85.9,14.1
292,ZCTA5 01503,85.4,14.6
293,ZCTA5 01504,68.5,31.5
294,ZCTA5 01505,84.7,15.3
295,ZCTA5 01506,81.1,18.9
296,ZCTA5 01507,81.2,18.8
297,ZCTA5 01510,60.7,39.3
298,ZCTA5 01515,83.3,16.7
299,ZCTA5 01516,85.2,14.8
300,ZCTA5 01518,71.0,29.0
301,ZCTA5 01519,74.6,25.4
302,ZCTA5 01520,91.1,8.9
303,ZCTA5 01521,85.7,14.3
304,ZCTA5 01522,83.0,17.0
305,ZCTA5 01523,84.1,15.9
306,ZCTA5 01524,77.1,22.9
307,ZCTA5 01525,80.2,19.8
308,ZCTA5 01527,72.5,27.5
309,ZCTA5 01529,75.6,24.4
310,ZCTA5 01531,87.0,13.0
311,ZCTA5 01532,83.5,16.5
312,ZCTA5 01534,70.3,29.7
313,ZCTA5 01535,68.0,32.0
314,ZCTA5 01536,79.2,20.8
315,ZCTA5 01537,87.4,12.6
316,ZCTA5 01540,76.5,23.5
317,ZCTA5 01541,89.6,10.4
318,ZCTA5 01542,78.6,21.4
319,ZCTA5 01543,88.0,12.0
320,ZCTA5 01545,72.3,27.7
321,ZCTA5 01550,44.8,55.2
322,ZCTA5 01560,56.3,43.7
323,ZCTA5 01561,28.3,71.7
324,ZCTA5 01562,65.1,34.9
325,ZCTA5 01564,87.7,12.3
326,ZCTA5 01566,85.0,15.0
327,ZCTA5 01568,84.5,15.5
328,ZCTA5 01569,81.2,18.8
329,ZCTA5 01570,52.7,47.3
330,ZCTA5 01571,77.2,22.8
331,ZCTA5 01581,62.8,37.2
332,ZCTA5 01583,81.3,18.7
333,ZCTA5 01585,72.0,28.0
334,ZCTA5 01588,61.3,38.7
335,ZCTA5 01590,84.9,15.1
336,ZCTA5 01602,60.9,39.1
337,ZCTA5 01603,49.8,50.2
338,ZCTA5 01604,46.0,54.0
339,ZCTA5 01605,32.7,67.3
340,ZCTA5 01606,70.3,29.7
341,ZCTA5 01607,41.7,58.3
342,ZCTA5 01608,3.9,96.1
343,ZCTA5 01609,39.7,60.3
344,ZCTA5 01610,19.6,80.4
345,ZCTA5 01611,68.7,31.3
346,ZCTA5 01612,95.0,5.0
347,ZCTA5 01701,80.0,20.0
348,ZCTA5 01702,34.1,65.9
349,ZCTA5 01718,89.2,10.8
350,ZCTA5 01719,80.1,19.9
351,ZCTA5 01720,75.1,24.9
352,ZCTA5 01721,81.0,19.0
353,ZCTA5 01730,71.6,28.4
354,ZCTA5 01731,0.0,100.0
355,ZCTA5 01740,89.4,10.6
356,ZCTA5 01741,91.3,8.7
357,ZCTA5 01742,79.5,20.5
358,ZCTA5 01745,100.0,0.0
359,ZCTA5 01746,85.3,14.7
360,ZCTA5 01747,82.6,17.4
361,ZCTA5 01748,89.0,11.0
362,ZCTA5 01749,74.7,25.3
363,ZCTA5 01752,58.5,41.5
364,ZCTA5 01754,65.5,34.5
365,ZCTA5 01756,90.6,9.4
366,ZCTA5 01757,65.3,34.7
367,ZCTA5 01760,73.2,26.8
368,ZCTA5 01770,87.9,12.1
369,ZCTA5 01772,89.8,10.2
370,ZCTA5 01773,85.7,14.3
371,ZCTA5 01775,90.5,9.5
372,ZCTA5 01776,94.4,5.6
373,ZCTA5 01778,89.4,10.6
374,ZCTA5 01801,59.5,40.5
375,ZCTA5 01803,69.9,30.1
376,ZCTA5 01810,79.6,20.4
377,ZCTA5 01821,81.9,18.1
378,ZCTA5 01824,85.9,14.1
379,ZCTA5 01826,80.3,19.7
380,ZCTA5 01827,94.0,6.0
381,ZCTA5 01830,55.0,45.0
382,ZCTA5 01832,66.1,33.9
383,ZCTA5 01833,86.3,13.7
384,ZCTA5 01834,89.1,10.9
385,ZCTA5 01835,68.8,31.2
386,ZCTA5 01840,3.3,96.7
387,ZCTA5 01841,26.6,73.4
388,ZCTA5 01843,40.5,59.5
389,ZCTA5 01844,72.2,27.8
390,ZCTA5 01845,73.9,26.1
391,ZCTA5 01850,56.8,43.2
392,ZCTA5 01851,43.6,56.4
393,ZCTA5 01852,46.2,53.8
394,ZCTA5 01854,39.7,60.3
395,ZCTA5 01860,83.7,16.3
396,ZCTA5 01862,82.7,17.3
397,ZCTA5 01863,76.6,23.4
398,ZCTA5 01864,86.2,13.8
399,ZCTA5 01867,83.1,16.9
400,ZCTA5 01876,86.8,13.2
401,ZCTA5 01879,86.4,13.6
402,ZCTA5 01880,75.6,24.4
403,ZCTA5 01886,91.6,8.4
404,ZCTA5 01887,87.7,12.3
405,ZCTA5 01890,83.5,16.5
406,ZCTA5 01901,9.0,91.0
407,ZCTA5 01902,36.5,63.5
408,ZCTA5 01904,78.6,21.4
409,ZCTA5 01905,45.4,54.6
410,ZCTA5 01906,76.6,23.4
411,ZCTA5 01907,76.3,23.7
412,ZCTA5 01908,65.2,34.8
413,ZCTA5 01913,72.2,27.8
414,ZCTA5 01915,60.9,39.1
415,ZCTA5 01921,97.5,2.5
416,ZCTA5 01922,86.0,14.0
417,ZCTA5 01923,68.8,31.2
418,ZCTA5 01929,65.5,34.5
419,ZCTA5 01930,63.8,36.2
420,ZCTA5 01937,0,0
421,ZCTA5 01938,77.4,22.6
422,ZCTA5 01940,84.9,15.1
423,ZCTA5 01944,70.1,29.9
424,ZCTA5 01945,79.5,20.5
425,ZCTA5 01949,84.8,15.2
426,ZCTA5 01950,70.4,29.6
427,ZCTA5 01951,81.3,18.7
428,ZCTA5 01952,74.7,25.3
429,ZCTA5 01960,63.4,36.6
430,ZCTA5 01966,69.7,30.3
431,ZCTA5 01969,81.3,18.7
432,ZCTA5 01970,47.1,52.9
433,ZCTA5 01982,76.8,23.2
434,ZCTA5 01983,93.4,6.6
435,ZCTA5 01984,88.3,11.7
436,ZCTA5 01985,88.8,11.2
437,ZCTA5 02019,82.2,17.8
438,ZCTA5 02021,76.3,23.7
439,ZCTA5 02025,84.6,15.4
440,ZCTA5 02026,71.0,29.0
441,ZCTA5 02030,94.5,5.5
442,ZCTA5 02032,79.1,20.9
443,ZCTA5 02035,69.0,31.0
444,ZCTA5 02038,79.3,20.7
445,ZCTA5 02043,80.2,19.8
446,ZCTA5 02045,74.6,25.4
447,ZCTA5 02047,25.0,75.0
448,ZCTA5 02048,72.4,27.6
449,ZCTA5 02050,80.8,19.2
450,ZCTA5 02052,90.6,9.4
451,ZCTA5 02053,85.4,14.6
452,ZCTA5 02054,77.6,22.4
453,ZCTA5 02056,93.1,6.9
454,ZCTA5 02061,91.0,9.0
455,ZCTA5 02062,56.5,43.5
456,ZCTA5 02066,84.1,15.9
457,ZCTA5 02067,86.1,13.9
458,ZCTA5 02071,95.6,4.4
459,ZCTA5 02072,75.6,24.4
460,ZCTA5 02081,80.9,19.1
461,ZCTA5 02090,88.3,11.7
462,ZCTA5 02093,84.0,16.0
463,ZCTA5 02108,33.2,66.8
464,ZCTA5 02109,36.2,63.8
465,ZCTA5 02110,54.0,46.0
466,ZCTA5 02111,27.9,72.1
467,ZCTA5 02113,20.3,79.7
468,ZCTA5 02114,27.0,73.0
469,ZCTA5 02115,12.3,87.7
470,ZCTA5 02116,40.0,60.0
471,ZCTA5 02118,32.3,67.7
472,ZCTA5 02119,21.8,78.2
473,ZCTA5 02120,10.3,89.7
474,ZCTA5 02121,23.1,76.9
475,ZCTA5 02122,37.9,62.1
476,ZCTA5 02124,37.3,62.7
477,ZCTA5 02125,30.4,69.6
478,ZCTA5 02126,41.8,58.2
479,ZCTA5 02127,37.6,62.4
480,ZCTA5 02128,27.9,72.1
481,ZCTA5 02129,42.4,57.6
482,ZCTA5 02130,46.8,53.2
483,ZCTA5 02131,51.7,48.3
484,ZCTA5 02132,70.4,29.6
485,ZCTA5 02134,13.2,86.8
486,ZCTA5 02135,24.5,75.5
487,ZCTA5 02136,52.6,47.4
488,ZCTA5 02138,38.8,61.2
489,ZCTA5 02139,33.4,66.6
490,ZCTA5 02140,36.6,63.4
491,ZCTA5 02141,32.6,67.4
492,ZCTA5 02142,12.7,87.3
493,ZCTA5 02143,31.3,68.7
494,ZCTA5 02144,36.0,64.0
495,ZCTA5 02145,36.7,63.3
496,ZCTA5 02148,42.2,57.8
497,ZCTA5 02149,38.8,61.2
498,ZCTA5 02150,27.4,72.6
499,ZCTA5 02151,50.1,49.9
500,ZCTA5 02152,56.0,44.0
501,ZCTA5 02155,57.9,42.1
502,ZCTA5 02163,0.0,100.0
503,ZCTA5 02169,43.3,56.7
504,ZCTA5 02170,53.8,46.2
505,ZCTA5 02171,58.8,41.2
506,ZCTA5 02176,65.6,34.4
507,ZCTA5 02180,69.2,30.8
508,ZCTA5 02184,70.3,29.7
509,ZCTA5 02186,79.6,20.4
510,ZCTA5 02188,59.2,40.8
511,ZCTA5 02189,62.0,38.0
512,ZCTA5 02190,74.4,25.6
513,ZCTA5 02191,81.5,18.5
514,ZCTA5 02199,3.5,96.5
515,ZCTA5 02203,0,0
516,ZCTA5 02210,41.6,58.4
517,ZCTA5 02215,12.0,88.0
518,ZCTA5 02301,49.0,51.0
519,ZCTA5 02302,72.7,27.3
520,ZCTA5 02322,80.2,19.8
521,ZCTA5 02324,78.3,21.7
522,ZCTA5 02330,91.6,8.4
523,ZCTA5 02332,91.1,8.9
524,ZCTA5 02333,85.9,14.1
525,ZCTA5 02338,89.4,10.6
526,ZCTA5 02339,82.6,17.4
527,ZCTA5 02341,88.4,11.6
528,ZCTA5 02343,76.3,23.7
529,ZCTA5 02346,79.4,20.6
530,ZCTA5 02347,88.0,12.0
531,ZCTA5 02351,71.7,28.3
532,ZCTA5 02356,83.2,16.8
533,ZCTA5 02357,0.0,100.0
534,ZCTA5 02359,86.4,13.6
535,ZCTA5 02360,78.9,21.1
536,ZCTA5 02364,84.4,15.6
537,ZCTA5 02366,0,0
538,ZCTA5 02367,95.3,4.7
539,ZCTA5 02368,69.7,30.3
540,ZCTA5 02370,71.6,28.4
541,ZCTA5 02375,85.2,14.8
542,ZCTA5 02379,88.5,11.5
543,ZCTA5 02382,72.2,27.8
544,ZCTA5 02420,90.6,9.4
545,ZCTA5 02421,75.6,24.4
546,ZCTA5 02445,56.4,43.6
547,ZCTA5 02446,41.0,59.0
548,ZCTA5 02451,56.5,43.5
549,ZCTA5 02452,59.1,40.9
550,ZCTA5 02453,41.0,59.0
551,ZCTA5 02457,0.0,100.0
552,ZCTA5 02458,57.6,42.4
553,ZCTA5 02459,81.2,18.8
554,ZCTA5 02460,64.3,35.7
555,ZCTA5 02461,72.9,27.1
556,ZCTA5 02462,58.5,41.5
557,ZCTA5 02464,69.4,30.6
558,ZCTA5 02465,75.7,24.3
559,ZCTA5 02466,48.3,51.7
560,ZCTA5 02467,67.0,33.0
561,ZCTA5 02468,91.3,8.7
562,ZCTA5 02472,53.3,46.7
563,ZCTA5 02474,56.3,43.7
564,ZCTA5 02476,70.4,29.6
565,ZCTA5 02478,63.0,37.0
566,ZCTA5 02481,88.9,11.1
567,ZCTA5 02482,77.0,23.0
568,ZCTA5 02492,87.4,12.6
569,ZCTA5 02493,86.7,13.3
570,ZCTA5 02494,77.5,22.5
571,ZCTA5 02532,80.9,19.1
572,ZCTA5 02534,91.2,8.8
573,ZCTA5 02535,81.9,18.1
574,ZCTA5 02536,82.9,17.1
575,ZCTA5 02537,88.5,11.5
576,ZCTA5 02538,82.7,17.3
577,ZCTA5 02539,80.3,19.7
578,ZCTA5 02540,67.6,32.4
579,ZCTA5 02542,0.6,99.4
580,ZCTA5 02543,69.7,30.3
581,ZCTA5 02553,52.8,47.2
582,ZCTA5 02554,64.5,35.5
583,ZCTA5 02556,86.8,13.2
584,ZCTA5 02557,77.3,22.7
585,ZCTA5 02558,69.7,30.3
586,ZCTA5 02559,76.6,23.4
587,ZCTA5 02561,95.9,4.1
588,ZCTA5 02562,87.7,12.3
589,ZCTA5 02563,85.5,14.5
590,ZCTA5 02564,100.0,0.0
591,ZCTA5 02568,69.4,30.6
592,ZCTA5 02571,73.4,26.6
593,ZCTA5 02575,88.9,11.1
594,ZCTA5 02576,94.9,5.1
595,ZCTA5 02584,0,0
596,ZCTA5 02601,50.1,49.9
597,ZCTA5 02630,90.2,9.8
598,ZCTA5 02631,79.6,20.4
599,ZCTA5 02632,84.4,15.6
600,ZCTA5 02633,82.0,18.0
601,ZCTA5 02635,87.3,12.7
602,ZCTA5 02637,44.4,55.6
603,ZCTA5 02638,88.3,11.7
604,ZCTA5 02639,69.5,30.5
605,ZCTA5 02641,100.0,0.0
606,ZCTA5 02642,88.6,11.4
607,ZCTA5 02643,47.1,52.9
608,ZCTA5 02644,90.7,9.3
609,ZCTA5 02645,81.3,18.7
610,ZCTA5 02646,80.3,19.7
611,ZCTA5 02647,100.0,0.0
612,ZCTA5 02648,90.3,9.7
613,ZCTA5 02649,84.3,15.7
614,ZCTA5 02650,84.5,15.5
615,ZCTA5 02651,100.0,0.0
616,ZCTA5 02652,82.6,17.4
617,ZCTA5 02653,83.3,16.7
618,ZCTA5 02655,84.9,15.1
619,ZCTA5 02657,62.2,37.8
620,ZCTA5 02659,83.9,16.1
621,ZCTA5 02660,76.3,23.7
622,ZCTA5 02663,100.0,0.0
623,ZCTA5 02664,70.2,29.8
624,ZCTA5 02666,81.7,18.3
625,ZCTA5 02667,79.3,20.7
626,ZCTA5 02668,90.9,9.1
627,ZCTA5 02669,95.2,4.8
628,ZCTA5 02670,75.6,24.4
629,ZCTA5 02671,79.9,20.1
630,ZCTA5 02672,100.0,0.0
631,ZCTA5 02673,71.5,28.5
632,ZCTA5 02675,92.5,7.5
633,ZCTA5 02702,84.0,16.0
634,ZCTA5 02703,65.5,34.5
635,ZCTA5 02713,85.0,15.0
636,ZCTA5 02715,90.3,9.7
637,ZCTA5 02717,88.4,11.6
638,ZCTA5 02718,79.9,20.1
639,ZCTA5 02719,72.6,27.4
640,ZCTA5 02720,43.5,56.5
641,ZCTA5 02721,35.0,65.0
642,ZCTA5 02723,28.3,71.7
643,ZCTA5 02724,37.0,63.0
644,ZCTA5 02725,80.5,19.5
645,ZCTA5 02726,82.6,17.4
646,ZCTA5 02738,79.5,20.5
647,ZCTA5 02739,83.9,16.1
648,ZCTA5 02740,41.7,58.3
649,ZCTA5 02743,86.2,13.8
650,ZCTA5 02744,40.6,59.4
651,ZCTA5 02745,57.9,42.1
652,ZCTA5 02746,21.6,78.4
653,ZCTA5 02747,81.2,18.8
654,ZCTA5 02748,77.0,23.0
655,ZCTA5 02760,74.5,25.5
656,ZCTA5 02762,77.3,22.7
657,ZCTA5 02763,91.0,9.0
658,ZCTA5 02764,88.7,11.3
659,ZCTA5 02766,85.3,14.7
660,ZCTA5 02767,75.1,24.9
661,ZCTA5 02769,90.1,9.9
662,ZCTA5 02770,94.3,5.7
663,ZCTA5 02771,89.0,11.0
664,ZCTA5 02777,85.9,14.1
665,ZCTA5 02779,98.0,2.0
666,ZCTA5 02780,60.7,39.3
667,ZCTA5 02790,84.0,16.0
668,ZCTA5 02791,100.0,0.0
669,ZCTA5 02802,38.1,61.9
670,ZCTA5 02804,98.7,1.3
671,ZCTA5 02806,87.6,12.4
672,ZCTA5 02807,76.7,23.3
673,ZCTA5 02808,77.3,22.7
674,ZCTA5 02809,69.3,30.7
675,ZCTA5 02812,95.6,4.4
676,ZCTA5 02813,81.7,18.3
677,ZCTA5 02814,92.5,7.5
678,ZCTA5 02815,100.0,0.0
679,ZCTA5 02816,79.5,20.5
680,ZCTA5 02817,78.4,21.6
681,ZCTA5 02818,76.1,23.9
682,ZCTA5 02822,85.5,14.5
683,ZCTA5 02825,90.1,9.9
684,ZCTA5 02826,68.1,31.9
685,ZCTA5 02827,86.4,13.6
686,ZCTA5 02828,80.5,19.5
687,ZCTA5 02830,70.8,29.2
688,ZCTA5 02831,75.7,24.3
689,ZCTA5 02832,71.3,28.7
690,ZCTA5 02833,76.9,23.1
691,ZCTA5 02835,78.9,21.1
692,ZCTA5 02836,100.0,0.0
693,ZCTA5 02837,80.1,19.9
694,ZCTA5 02838,51.1,48.9
695,ZCTA5 02839,80.8,19.2
696,ZCTA5 02840,43.5,56.5
697,ZCTA5 02841,0,0
698,ZCTA5 02842,52.4,47.6
699,ZCTA5 02852,72.5,27.5
700,ZCTA5 02857,88.1,11.9
701,ZCTA5 02858,85.9,14.1
