,ZCTA,TotalPopulation,85andOver,45to54,55to64,65to74,75to84
30,ZCTA5 00674,44838.0,1.3,12.3,11.7,8.0,4.4
31,ZCTA5 00676,40310.0,1.4,12.7,11.0,7.0,3.0999999999999996
32,ZCTA5 00677,15201.0,1.9,13.3,12.3,10.4,3.8
33,ZCTA5 00678,27733.0,0.9,12.4,11.5,7.7,3.8
34,ZCTA5 00680,57649.0,1.6,11.899999999999999,11.3,8.9,5.2
35,ZCTA5 00682,33510.0,1.3,10.600000000000001,11.2,8.399999999999999,4.4
36,ZCTA5 00683,34123.0,1.9,12.100000000000001,12.1,9.2,4.699999999999999
37,ZCTA5 00685,42753.0,1.8,12.399999999999999,12.5,9.6,4.4
38,ZCTA5 00687,32508.0,1.1,12.5,10.1,6.1,2.9
39,ZCTA5 00688,12311.0,1.7,13.5,9.7,9.8,3.1
40,ZCTA5 00690,6909.0,0.8,9.399999999999999,10.399999999999999,9.0,4.699999999999999
41,ZCTA5 00692,37691.0,1.4,12.7,10.3,7.5,2.9
42,ZCTA5 00693,61208.0,1.0,12.600000000000001,11.0,7.8999999999999995,3.7
43,ZCTA5 00694,199.0,0.0,10.5,29.9,38.7,8.1
44,ZCTA5 00698,42394.0,1.1,12.9,12.0,7.9,4.3
45,ZCTA5 00703,29189.0,1.1,13.0,11.600000000000001,6.699999999999999,3.5
46,ZCTA5 00704,7879.0,0.2,10.0,11.8,6.0,2.5
47,ZCTA5 00705,25665.0,1.4,13.899999999999999,11.0,7.4,3.8
48,ZCTA5 00707,12304.0,2.3,13.2,12.2,8.8,2.9
49,ZCTA5 00714,19601.0,0.9,11.2,11.3,8.100000000000001,3.6
50,ZCTA5 00715,4582.0,3.4,16.299999999999997,11.0,10.6,4.1
51,ZCTA5 00716,33314.0,1.2,11.9,11.5,8.2,2.8
52,ZCTA5 00717,18821.0,1.9,10.7,9.899999999999999,8.1,6.0
53,ZCTA5 00718,26429.0,1.7,10.7,11.0,8.0,3.0999999999999996
54,ZCTA5 00719,30998.0,0.9,13.4,11.0,7.0,3.7
55,ZCTA5 00720,23212.0,1.3,13.4,10.7,6.300000000000001,3.2
56,ZCTA5 00723,19397.0,1.2,13.5,12.7,7.8,3.9000000000000004
57,ZCTA5 00725,92339.0,1.8,11.6,10.8,7.699999999999999,4.2
58,ZCTA5 00727,56000.0,0.9,14.4,10.8,7.9,3.3
59,ZCTA5 00728,43451.0,0.8,12.0,10.7,7.0,3.6
60,ZCTA5 00729,54523.0,1.1,12.1,10.3,6.6,2.8
61,ZCTA5 00730,40412.0,1.7,10.4,11.7,8.1,4.9
62,ZCTA5 00731,13559.0,1.6,12.2,14.100000000000001,10.0,3.9
63,ZCTA5 00735,14088.0,1.0,10.7,11.1,9.5,4.5
64,ZCTA5 00736,51805.0,1.4,13.2,11.399999999999999,7.8999999999999995,3.6
65,ZCTA5 00738,35077.0,1.3,11.4,10.8,9.3,4.6
66,ZCTA5 00739,39479.0,1.1,13.5,11.8,6.5,3.0
67,ZCTA5 00740,2310.0,0.0,1.3,2.9,6.4,9.3
68,ZCTA5 00741,5211.0,0.7,13.7,15.3,6.0,3.3000000000000003
69,ZCTA5 00745,55315.0,1.0,12.5,10.7,8.0,3.2
70,ZCTA5 00751,23467.0,1.7,13.0,11.6,7.9,3.3
71,ZCTA5 00754,40846.0,1.4,13.5,11.2,7.4,3.4000000000000004
72,ZCTA5 00757,23210.0,1.0,11.2,10.0,6.8999999999999995,2.8
73,ZCTA5 00765,9182.0,1.1,13.0,12.9,9.5,4.2
74,ZCTA5 00766,26727.0,0.9,12.3,10.7,6.1,2.9000000000000004
75,ZCTA5 00767,38138.0,1.2,13.4,12.100000000000001,7.4,3.4000000000000004
76,ZCTA5 00769,40179.0,1.0,12.3,10.9,7.2,3.4
77,ZCTA5 00771,38000.0,1.3,11.9,11.3,7.2,3.0
78,ZCTA5 00772,22194.0,0.6,13.7,11.0,7.0,3.4
79,ZCTA5 00773,20106.0,0.8,11.8,11.7,8.9,4.3
80,ZCTA5 00775,1790.0,1.0,12.7,12.7,11.8,4.0
81,ZCTA5 00777,40772.0,0.9,11.7,9.9,6.800000000000001,3.1
82,ZCTA5 00778,44880.0,1.2,12.5,10.0,6.9,2.7
83,ZCTA5 00780,13954.0,1.0,14.299999999999999,11.1,4.3,3.6
84,ZCTA5 00782,18991.0,0.7,13.3,10.1,7.4,3.7
85,ZCTA5 00783,37004.0,0.8,13.1,10.5,7.4,3.7
86,ZCTA5 00784,45043.0,0.9,11.7,10.0,6.5,3.3
87,ZCTA5 00786,346.0,0.0,7.8,17.5,0.0,6.0
88,ZCTA5 00791,53454.0,1.5,12.3,11.8,8.6,3.5
89,ZCTA5 00794,30675.0,1.4,13.1,10.2,5.800000000000001,2.3
90,ZCTA5 00795,48671.0,1.1,12.0,10.6,7.1,3.3
91,ZCTA5 00901,6064.0,2.7,15.5,7.1000000000000005,7.2,4.4
92,ZCTA5 00906,10.0,0.0,0.0,0.0,0.0,0.0
93,ZCTA5 00907,16169.0,2.3,14.6,15.3,12.3,7.199999999999999
94,ZCTA5 00909,5717.0,1.4,13.5,10.100000000000001,9.1,4.7
95,ZCTA5 00911,7772.0,0.6,13.7,12.4,12.3,7.8
96,ZCTA5 00912,6724.0,1.4,13.2,12.399999999999999,6.199999999999999,4.4
97,ZCTA5 00913,9617.0,0.1,10.4,7.199999999999999,4.3,2.6
98,ZCTA5 00915,33413.0,1.2,12.3,11.399999999999999,8.0,4.199999999999999
99,ZCTA5 00917,21779.0,2.5,13.7,14.7,10.9,4.5
100,ZCTA5 00918,17382.0,2.6,12.3,9.3,6.9,5.6
101,ZCTA5 00920,19016.0,2.1,11.7,13.8,8.4,6.9
102,ZCTA5 00921,39489.0,2.6,12.7,9.8,6.0,5.2
103,ZCTA5 00923,30755.0,1.5,12.2,9.9,6.6,3.2
104,ZCTA5 00924,57518.0,1.6,13.600000000000001,9.8,7.4,4.7
105,ZCTA5 00925,6567.0,0.3,12.7,11.1,7.6000000000000005,2.9000000000000004
106,ZCTA5 00926,111275.0,1.3,12.5,11.8,7.5,4.7
107,ZCTA5 00927,15449.0,3.5,15.9,8.8,8.4,4.7
108,ZCTA5 00934,274.0,0.0,20.7,1.4,0.7,0.0
109,ZCTA5 00936,1431.0,3.5,17.8,18.9,21.9,7.699999999999999
110,ZCTA5 00949,82644.0,1.3,12.2,10.6,7.4,3.2
111,ZCTA5 00950,0.0,0,0.0,0.0,0.0,0.0
112,ZCTA5 00951,6.0,0,0.0,0.0,0.0,0.0
113,ZCTA5 00952,10294.0,1.2,13.5,10.3,8.8,3.3
114,ZCTA5 00953,72520.0,0.7,13.6,9.3,5.7,2.4000000000000004
115,ZCTA5 00956,80531.0,1.1,13.2,10.0,7.7,5.2
116,ZCTA5 00957,46777.0,0.9,9.9,10.8,9.3,4.8
117,ZCTA5 00959,48521.0,1.5,13.6,9.2,7.0,6.1
118,ZCTA5 00960,2240.0,0.0,8.5,3.0,1.4,0.0
119,ZCTA5 00961,32703.0,0.7,13.0,12.1,8.2,4.5
120,ZCTA5 00962,22523.0,1.0,13.1,10.7,6.4,4.1
121,ZCTA5 00965,9579.0,0.9,12.3,12.8,6.699999999999999,3.5999999999999996
122,ZCTA5 00966,17696.0,1.8,12.8,10.8,7.4,4.699999999999999
123,ZCTA5 00968,3774.0,7.4,16.0,15.2,13.5,9.7
124,ZCTA5 00969,42066.0,1.6,13.600000000000001,12.3,7.1,3.5
125,ZCTA5 00971,30911.0,1.1,14.2,10.899999999999999,8.100000000000001,4.4
126,ZCTA5 00976,64650.0,1.1,12.2,10.6,6.6,3.1
127,ZCTA5 00979,16836.0,0.7,15.0,11.4,11.1,8.5
128,ZCTA5 00982,16370.0,1.2,13.3,9.5,9.0,7.0
129,ZCTA5 00983,42438.0,1.9,11.399999999999999,9.7,7.7,4.1
130,ZCTA5 00985,38155.0,0.9,10.8,12.600000000000001,9.6,5.2
131,ZCTA5 00987,60789.0,0.7,12.5,11.1,7.199999999999999,2.7
132,ZCTA5 01001,16775.0,3.1,16.7,11.2,6.7,7.4
133,ZCTA5 01002,27684.0,1.0,8.6,10.3,5.5,2.6
134,ZCTA5 01003,11516.0,0.0,0.3,0.0,0.0,0.0
135,ZCTA5 01005,5045.0,1.4,19.7,17.299999999999997,4.8999999999999995,1.6
136,ZCTA5 01007,14479.0,0.9,15.899999999999999,14.899999999999999,6.1,2.2
137,ZCTA5 01008,1196.0,1.0,26.4,19.0,4.0,2.7
138,ZCTA5 01009,663.0,0.0,15.600000000000001,18.2,3.2,0.0
139,ZCTA5 01010,3582.0,0.0,11.100000000000001,26.3,5.4,2.4000000000000004
140,ZCTA5 01011,1331.0,1.9,24.6,17.8,9.0,1.6
141,ZCTA5 01012,509.0,5.5,21.400000000000002,19.1,4.1,0.0
142,ZCTA5 01013,22391.0,0.9,14.0,10.1,5.5,5.0
143,ZCTA5 01020,30225.0,1.4,14.3,15.1,8.8,4.2
144,ZCTA5 01022,2589.0,3.0,10.6,9.7,7.800000000000001,6.5
145,ZCTA5 01026,1100.0,2.9,17.6,13.2,8.7,5.6
146,ZCTA5 01027,17641.0,2.3,20.9,13.8,5.4,3.5
147,ZCTA5 01028,15555.0,2.5,17.7,11.600000000000001,7.699999999999999,4.5
148,ZCTA5 01029,577.0,0.8,26.1,15.3,2.8,7.5
149,ZCTA5 01030,11633.0,1.4,14.6,18.3,7.1,3.0
150,ZCTA5 01031,1524.0,0.8,14.0,11.6,7.9,5.0
151,ZCTA5 01032,681.0,0.0,14.600000000000001,11.0,8.3,4.8
152,ZCTA5 01033,6159.0,1.5,17.4,14.0,6.199999999999999,5.3
153,ZCTA5 01034,1856.0,0.6,14.899999999999999,16.2,10.7,4.6
154,ZCTA5 01035,5209.0,2.1,11.8,20.1,8.1,5.8
155,ZCTA5 01036,5078.0,1.7,23.299999999999997,14.0,11.5,5.7
156,ZCTA5 01037,819.0,0.0,21.799999999999997,16.8,7.6,3.4
157,ZCTA5 01038,2553.0,1.0,23.3,15.7,6.699999999999999,4.199999999999999
158,ZCTA5 01039,1470.0,3.6,18.2,25.2,3.5999999999999996,4.5
159,ZCTA5 01040,39897.0,2.0,15.7,9.8,5.800000000000001,4.3
160,ZCTA5 01050,2656.0,0.7,16.1,21.2,10.3,1.6
161,ZCTA5 01053,1913.0,8.0,18.3,16.1,17.0,3.0
162,ZCTA5 01054,1756.0,1.3,13.2,22.6,15.6,3.7
163,ZCTA5 01056,21131.0,1.6,17.0,12.100000000000001,6.3,4.4
164,ZCTA5 01057,8492.0,1.6,19.3,16.1,8.3,2.8
165,ZCTA5 01060,14984.0,1.9,15.3,12.7,8.7,2.4
166,ZCTA5 01062,11027.0,1.0,16.2,16.6,6.8,2.7
167,ZCTA5 01063,697.0,0.0,0.0,0.0,0.0,0.0
168,ZCTA5 01066,0.0,0,0.0,0.0,0.0,0.0
169,ZCTA5 01068,1822.0,0.0,20.9,17.2,6.4,5.6
170,ZCTA5 01069,8935.0,1.3,15.2,15.8,5.6,4.7
171,ZCTA5 01070,580.0,1.7,16.8,23.9,13.7,6.199999999999999
172,ZCTA5 01071,1619.0,0.3,23.700000000000003,13.6,5.3,3.2
173,ZCTA5 01072,1518.0,0.0,17.200000000000003,21.4,3.6,2.7
174,ZCTA5 01073,5758.0,0.0,16.9,13.7,5.8,6.1
175,ZCTA5 01074,338.0,0.0,21.7,0.0,23.7,19.7
176,ZCTA5 01075,17566.0,2.0,17.5,11.600000000000001,7.9,6.4
177,ZCTA5 01077,9425.0,1.0,20.4,13.8,7.0,5.2
178,ZCTA5 01079,195.0,6.8,0.0,5.1,0.0,6.8
179,ZCTA5 01080,2527.0,1.8,17.7,11.5,6.199999999999999,1.8
180,ZCTA5 01081,1812.0,0.7,13.899999999999999,17.4,11.7,1.6
181,ZCTA5 01082,10175.0,1.2,16.5,14.2,6.3999999999999995,4.9
182,ZCTA5 01083,2928.0,1.2,15.0,16.4,3.4000000000000004,3.8
183,ZCTA5 01084,235.0,6.0,31.0,22.4,8.6,2.6
184,ZCTA5 01085,40212.0,2.2,15.9,11.3,5.6,4.4
185,ZCTA5 01086,1463.0,0.0,0.0,0.0,0.0,0.0
186,ZCTA5 01088,719.0,0.0,26.1,40.6,12.6,10.9
187,ZCTA5 01089,28320.0,0.9,14.7,12.899999999999999,5.9,5.0
188,ZCTA5 01092,1460.0,0.0,22.7,3.4,3.1,2.1
189,ZCTA5 01093,355.0,1.4,16.3,20.2,6.3,0.0
190,ZCTA5 01094,214.0,26.0,43.3,0.0,0.0,19.2
191,ZCTA5 01095,14183.0,3.2,20.1,14.899999999999999,7.5,7.1
192,ZCTA5 01096,2078.0,1.2,19.9,16.2,9.7,3.6
193,ZCTA5 01097,53.0,0.0,0.0,100.0,0.0,0.0
194,ZCTA5 01098,1136.0,2.5,14.600000000000001,29.5,5.800000000000001,5.3
195,ZCTA5 01103,2481.0,1.2,18.2,9.600000000000001,6.9,1.5
196,ZCTA5 01104,23038.0,1.1,13.8,8.8,6.5,4.6
197,ZCTA5 01105,13105.0,0.7,9.2,8.3,2.3,1.9
198,ZCTA5 01106,16087.0,3.1,18.4,13.3,9.2,4.6
199,ZCTA5 01107,11368.0,0.3,6.2,9.0,5.300000000000001,2.4
200,ZCTA5 01108,24808.0,0.3,13.5,10.5,4.1,1.9000000000000001
201,ZCTA5 01109,31134.0,0.6,13.899999999999999,8.0,4.800000000000001,2.5
202,ZCTA5 01118,13754.0,3.6,13.6,12.8,8.9,4.0
203,ZCTA5 01119,15044.0,1.8,15.399999999999999,8.8,7.300000000000001,3.6
204,ZCTA5 01128,2536.0,2.7,14.6,20.1,7.4,3.9000000000000004
205,ZCTA5 01129,7165.0,0.8,13.3,12.899999999999999,7.8,2.1
206,ZCTA5 01151,8244.0,1.3,8.8,12.6,4.1,3.7
207,ZCTA5 01199,0.0,0,0.0,0.0,0.0,0.0
208,ZCTA5 01201,46257.0,1.7,15.399999999999999,14.2,7.8,5.5
209,ZCTA5 01220,8706.0,2.1,17.0,12.600000000000001,8.7,4.7
210,ZCTA5 01222,783.0,0.0,26.8,9.5,0.0,2.9
211,ZCTA5 01223,2358.0,0.4,16.6,23.0,8.4,7.3
212,ZCTA5 01224,249.0,0.0,19.1,5.5,0.0,0.0
213,ZCTA5 01225,3033.0,0.9,16.0,20.299999999999997,8.9,3.4000000000000004
214,ZCTA5 01226,6971.0,1.7,22.6,11.5,6.9,5.4
215,ZCTA5 01229,178.0,0.0,17.1,9.8,0.0,0.0
216,ZCTA5 01230,8697.0,2.9,15.700000000000001,18.6,6.9,7.199999999999999
217,ZCTA5 01235,2861.0,1.9,22.4,13.5,7.6000000000000005,4.3
218,ZCTA5 01236,1323.0,0.0,11.5,20.4,14.399999999999999,6.300000000000001
219,ZCTA5 01237,2544.0,0.9,14.5,16.5,8.5,3.6999999999999997
220,ZCTA5 01238,6209.0,0.8,15.1,15.6,7.8999999999999995,6.300000000000001
221,ZCTA5 01240,4418.0,6.2,11.2,16.799999999999997,10.4,8.3
222,ZCTA5 01242,578.0,0.0,0.3,6.1,6.4,4.1
223,ZCTA5 01243,249.0,0.0,33.8,13.2,15.7,14.1
224,ZCTA5 01244,172.0,0.0,3.9,44.2,0.0,11.7
225,ZCTA5 01245,833.0,1.5,6.1,25.2,22.1,5.0
226,ZCTA5 01247,16213.0,1.6,18.2,8.5,6.699999999999999,5.5
227,ZCTA5 01253,584.0,2.8,19.5,17.4,26.0,4.199999999999999
228,ZCTA5 01254,1187.0,0.7,12.600000000000001,20.9,17.3,8.7
229,ZCTA5 01255,985.0,5.9,22.6,16.3,7.199999999999999,5.1
230,ZCTA5 01256,706.0,1.0,14.2,22.200000000000003,6.8,5.7
231,ZCTA5 01257,2138.0,2.3,16.1,21.3,16.8,6.0
232,ZCTA5 01258,262.0,0.0,24.0,29.1,12.8,6.8
233,ZCTA5 01259,516.0,0.0,18.9,15.0,14.0,4.5
234,ZCTA5 01260,73.0,0.0,50.0,14.0,36.0,0.0
235,ZCTA5 01262,1040.0,3.7,18.2,7.7,13.0,12.5
236,ZCTA5 01264,138.0,6.6,6.6,18.1,37.7,6.6
237,ZCTA5 01266,1686.0,1.2,16.299999999999997,26.799999999999997,12.2,5.1
238,ZCTA5 01267,8035.0,3.5,11.100000000000001,14.1,11.9,6.0
239,ZCTA5 01270,798.0,2.8,17.799999999999997,25.9,4.1,3.8
240,ZCTA5 01301,17822.0,1.6,14.6,15.6,5.8,4.4
241,ZCTA5 01330,1574.0,0.6,19.2,23.9,3.5999999999999996,1.6
242,ZCTA5 01331,13456.0,1.1,13.8,14.5,5.4,4.9
243,ZCTA5 01337,2569.0,2.1,17.799999999999997,12.2,8.8,4.0
244,ZCTA5 01338,245.0,0.0,35.3,3.1,8.5,0.0
245,ZCTA5 01339,1441.0,1.4,15.8,18.0,15.7,4.2
246,ZCTA5 01340,1734.0,2.0,18.8,16.799999999999997,6.699999999999999,5.8
247,ZCTA5 01341,1753.0,3.4,20.4,18.7,5.7,4.7
248,ZCTA5 01342,1234.0,0.0,14.9,31.3,3.5,1.6
249,ZCTA5 01343,113.0,0.0,0.0,10.0,0.0,26.0
250,ZCTA5 01344,1454.0,0.9,10.3,17.3,5.699999999999999,1.6
251,ZCTA5 01346,395.0,0.0,13.7,24.1,12.0,1.6
252,ZCTA5 01347,74.0,0.0,26.599999999999998,2.2,17.8,0.0
253,ZCTA5 01349,980.0,5.4,15.600000000000001,10.7,6.5,1.2
254,ZCTA5 01350,122.0,0.0,13.1,14.700000000000001,3.3,0.0
255,ZCTA5 01351,2407.0,1.8,18.5,13.299999999999999,12.3,6.1
256,ZCTA5 01354,1428.0,0.4,25.7,19.2,12.600000000000001,3.6999999999999997
257,ZCTA5 01355,843.0,0.0,12.3,22.1,7.300000000000001,3.4000000000000004
258,ZCTA5 01360,3034.0,1.8,20.2,16.0,12.5,3.0
259,ZCTA5 01364,7942.0,0.7,15.1,15.6,7.3,4.8
260,ZCTA5 01366,1335.0,1.8,25.299999999999997,12.2,9.100000000000001,3.0
261,ZCTA5 01367,450.0,0.9,9.899999999999999,28.8,13.2,13.7
262,ZCTA5 01368,1058.0,0.0,19.1,16.0,11.2,5.8
263,ZCTA5 01370,4362.0,3.6,16.6,15.299999999999999,6.8,5.4
264,ZCTA5 01373,4770.0,1.1,24.7,11.899999999999999,8.1,2.4
265,ZCTA5 01375,3696.0,3.5,16.6,9.100000000000001,3.3,3.0
266,ZCTA5 01376,5329.0,3.1,17.0,15.4,5.699999999999999,4.4
267,ZCTA5 01378,601.0,1.7,20.0,13.7,17.4,4.0
268,ZCTA5 01379,1042.0,1.9,20.799999999999997,23.6,8.9,2.1
269,ZCTA5 01420,40309.0,1.4,14.0,9.0,5.1,3.5
270,ZCTA5 01430,6033.0,0.5,21.0,13.9,4.2,2.2
271,ZCTA5 01431,3030.0,0.9,23.6,16.1,4.7,4.3
272,ZCTA5 01432,6945.0,0.4,21.1,12.8,3.8,5.0
273,ZCTA5 01434,1607.0,0.9,18.1,13.4,7.300000000000001,0.9
274,ZCTA5 01436,3320.0,0.4,9.7,13.2,10.8,4.0
275,ZCTA5 01438,379.0,0.0,22.5,20.2,6.2,0.0
276,ZCTA5 01440,20479.0,1.8,16.5,13.1,4.9,4.2
277,ZCTA5 01450,10478.0,0.6,18.8,13.6,4.7,3.5
278,ZCTA5 01451,4711.0,0.7,26.2,13.5,6.8,4.5
279,ZCTA5 01452,4341.0,0.4,20.6,14.1,5.1,4.1
280,ZCTA5 01453,41069.0,2.2,17.5,10.2,6.5,4.5
281,ZCTA5 01460,8810.0,0.9,20.3,14.0,7.0,4.1
282,ZCTA5 01462,10034.0,1.7,18.8,13.399999999999999,7.0,2.3
283,ZCTA5 01463,11407.0,0.5,21.5,13.2,4.5,2.5
284,ZCTA5 01464,7235.0,0.5,14.8,12.9,4.0,2.1
285,ZCTA5 01467,590.0,0.0,41.3,14.5,0.0,7.8
286,ZCTA5 01468,4055.0,0.0,24.1,12.3,5.6,1.7000000000000002
287,ZCTA5 01469,6669.0,0.2,20.7,9.9,5.699999999999999,1.3
288,ZCTA5 01473,7250.0,0.4,21.3,14.1,6.9,3.4
289,ZCTA5 01474,2237.0,1.2,23.6,9.5,5.1000000000000005,2.5
290,ZCTA5 01475,10250.0,1.4,19.5,12.600000000000001,6.0,2.2
291,ZCTA5 01501,16025.0,2.1,16.7,12.7,8.0,5.1
292,ZCTA5 01503,2819.0,1.1,20.299999999999997,15.8,9.100000000000001,7.8
293,ZCTA5 01504,9028.0,0.4,18.8,12.5,5.7,3.3
294,ZCTA5 01505,4320.0,0.9,25.7,12.0,5.300000000000001,3.0
295,ZCTA5 01506,3363.0,1.0,16.299999999999997,18.9,10.6,3.9
296,ZCTA5 01507,12827.0,1.4,18.8,10.2,6.1,2.0
297,ZCTA5 01510,13614.0,1.1,16.6,11.0,6.6,2.3
298,ZCTA5 01515,2058.0,0.4,26.0,8.7,8.3,2.0
299,ZCTA5 01516,8372.0,0.2,17.299999999999997,12.0,5.8,1.3
300,ZCTA5 01518,2972.0,0.8,8.8,11.899999999999999,5.1,0.2
301,ZCTA5 01519,6431.0,0.3,19.3,12.6,3.6,1.9
302,ZCTA5 01520,14156.0,1.6,18.0,10.8,7.2,4.2
303,ZCTA5 01521,2595.0,0.0,18.1,17.3,5.6,4.6
304,ZCTA5 01522,3041.0,0.5,23.6,16.6,2.6,4.0
305,ZCTA5 01523,7329.0,0.5,12.5,11.9,7.7,1.2999999999999998
306,ZCTA5 01524,6841.0,2.7,16.0,12.3,3.6,3.4
307,ZCTA5 01525,203.0,0.0,12.2,36.5,0.0,0.0
308,ZCTA5 01527,13216.0,1.0,14.0,14.2,8.1,4.4
309,ZCTA5 01529,3154.0,1.5,22.299999999999997,9.600000000000001,3.3,0.4
310,ZCTA5 01531,1124.0,0.6,17.299999999999997,19.900000000000002,10.399999999999999,1.2999999999999998
311,ZCTA5 01532,14180.0,1.4,18.3,14.0,5.0,2.8
312,ZCTA5 01534,5142.0,4.3,14.3,16.2,2.6,3.8000000000000003
313,ZCTA5 01535,4686.0,0.0,21.9,11.0,7.3,5.1
314,ZCTA5 01536,7063.0,1.0,13.7,12.600000000000001,3.7,5.2
315,ZCTA5 01537,2312.0,0.0,18.7,7.5,4.6,4.800000000000001
316,ZCTA5 01540,11377.0,1.6,15.0,15.3,5.8,2.4
317,ZCTA5 01541,3412.0,0.9,20.6,18.8,7.5,1.6
318,ZCTA5 01542,1744.0,1.2,22.8,10.600000000000001,12.600000000000001,5.7
319,ZCTA5 01543,7812.0,0.0,13.5,12.2,7.1,3.7
320,ZCTA5 01545,35146.0,1.9,16.1,10.4,6.0,3.3
321,ZCTA5 01550,16800.0,1.0,12.899999999999999,14.6,4.2,4.4
322,ZCTA5 01560,4073.0,0.7,13.9,8.0,3.6,1.7
323,ZCTA5 01561,359.0,0.0,8.5,52.5,0.0,0.0
324,ZCTA5 01562,11715.0,0.8,15.899999999999999,13.2,8.4,3.5
325,ZCTA5 01564,7768.0,0.8,25.1,8.4,7.1,3.5
326,ZCTA5 01566,6161.0,1.4,16.299999999999997,14.7,8.9,5.5
327,ZCTA5 01568,7281.0,0.4,20.7,11.6,6.800000000000001,2.2
328,ZCTA5 01569,13171.0,1.2,16.200000000000003,15.6,5.6,3.6999999999999997
329,ZCTA5 01570,16752.0,1.3,15.2,12.4,8.2,4.300000000000001
330,ZCTA5 01571,11276.0,0.6,12.600000000000001,12.100000000000001,4.0,3.8
331,ZCTA5 01581,18285.0,1.9,19.1,9.8,4.1,4.4
332,ZCTA5 01583,7600.0,0.9,11.899999999999999,12.899999999999999,6.199999999999999,3.2
333,ZCTA5 01585,4448.0,2.4,16.2,14.3,14.0,6.1
334,ZCTA5 01588,10262.0,1.2,16.8,9.8,7.8999999999999995,2.6
335,ZCTA5 01590,8808.0,1.4,18.6,16.7,8.3,2.2
336,ZCTA5 01602,22353.0,2.4,14.8,13.8,6.7,5.1
337,ZCTA5 01603,18858.0,1.4,19.0,8.4,4.9,3.7
338,ZCTA5 01604,35564.0,2.2,12.5,10.5,6.1,4.300000000000001
339,ZCTA5 01605,25895.0,1.3,14.8,9.0,4.800000000000001,3.1
340,ZCTA5 01606,20283.0,2.7,16.3,9.4,6.6,3.3
341,ZCTA5 01607,8425.0,1.5,12.0,11.700000000000001,5.5,0.7
342,ZCTA5 01608,3961.0,0.0,10.4,5.699999999999999,3.0,1.6
343,ZCTA5 01609,21346.0,1.7,11.5,11.6,5.4,4.5
344,ZCTA5 01610,24114.0,0.6,11.7,5.9,2.6,1.6
345,ZCTA5 01611,2362.0,0.0,15.2,14.0,8.6,0.9
346,ZCTA5 01612,4767.0,0.4,11.9,19.8,7.7,6.800000000000001
347,ZCTA5 01701,30895.0,1.7,17.700000000000003,14.9,8.4,3.6
348,ZCTA5 01702,36996.0,1.0,13.2,8.1,4.4,3.6
349,ZCTA5 01718,563.0,0.0,5.4,18.8,3.0,0.0
350,ZCTA5 01719,4957.0,0.0,18.4,18.5,5.5,2.4000000000000004
351,ZCTA5 01720,20897.0,1.0,18.799999999999997,12.2,6.699999999999999,2.2
352,ZCTA5 01721,16305.0,1.2,19.8,12.5,5.4,1.7000000000000002
353,ZCTA5 01730,13297.0,3.5,16.799999999999997,14.100000000000001,4.4,7.300000000000001
354,ZCTA5 01731,1883.0,0.0,5.6,0.8,0.0,0.0
