,GEO.display-label,PoorFucks,HC02_EST_VC09,HC02_EST_VC10,RichFucks
1,ZCTA5 00601,73.89999999999999,11.7,8.2,6.2
2,ZCTA5 00602,74.2,12.0,9.0,4.9
3,ZCTA5 00603,67.7,14.2,10.8,7.199999999999999
4,ZCTA5 00606,83.4,14.1,2.4,0.0
5,ZCTA5 00610,76.7,10.7,9.3,3.4
6,ZCTA5 00612,68.2,11.9,13.0,7.0
7,ZCTA5 00616,80.7,10.5,3.1,5.6000000000000005
8,ZCTA5 00617,78.69999999999999,8.6,8.4,4.3
9,ZCTA5 00622,66.2,11.1,11.4,11.3
10,ZCTA5 00623,67.4,12.9,12.1,7.6
11,ZCTA5 00624,79.10000000000001,10.7,7.1,3.0999999999999996
12,ZCTA5 00627,71.0,14.0,9.8,5.300000000000001
13,ZCTA5 00631,84.3,9.7,6.1,0.0
14,ZCTA5 00637,75.6,12.2,9.3,2.9
15,ZCTA5 00638,79.80000000000001,10.3,8.4,1.5
16,ZCTA5 00641,71.8,13.0,10.6,4.5
17,ZCTA5 00646,54.699999999999996,14.9,15.6,14.7
18,ZCTA5 00647,84.49999999999999,8.9,5.0,1.7
19,ZCTA5 00650,79.4,12.6,6.7,1.5
20,ZCTA5 00652,71.3,10.4,9.6,8.7
21,ZCTA5 00653,80.8,12.2,3.0,4.0
22,ZCTA5 00656,76.39999999999999,11.4,8.4,3.8000000000000003
23,ZCTA5 00659,70.39999999999999,12.3,9.5,7.700000000000001
24,ZCTA5 00660,69.6,16.0,9.4,5.0
25,ZCTA5 00662,72.8,15.1,7.7,4.3
26,ZCTA5 00664,82.69999999999999,8.5,7.9,0.8
27,ZCTA5 00667,77.1,14.0,5.6,3.1999999999999997
28,ZCTA5 00669,78.0,11.4,8.0,2.6
29,ZCTA5 00670,77.3,12.8,7.7,2.1
30,ZCTA5 00674,67.0,13.4,11.1,8.4
31,ZCTA5 00676,75.3,12.8,9.0,2.8999999999999995
32,ZCTA5 00677,74.0,15.7,7.5,2.8
33,ZCTA5 00678,69.1,15.0,11.6,4.3
34,ZCTA5 00680,73.49999999999999,12.5,8.5,5.4
35,ZCTA5 00682,64.3,12.2,12.1,11.3
36,ZCTA5 00683,74.4,10.9,8.4,6.199999999999999
37,ZCTA5 00685,78.19999999999999,10.7,7.0,4.0
38,ZCTA5 00687,78.3,12.2,5.8,3.7
39,ZCTA5 00688,79.6,11.4,7.5,1.4
40,ZCTA5 00690,69.80000000000001,12.9,11.5,5.7
41,ZCTA5 00692,68.1,13.2,9.8,9.0
42,ZCTA5 00693,72.30000000000001,11.1,10.3,6.3999999999999995
43,ZCTA5 00694,100.0,0.0,0.0,0.0
44,ZCTA5 00698,75.2,11.6,8.4,4.6
45,ZCTA5 00703,76.6,12.5,6.7,4.1
46,ZCTA5 00704,79.89999999999999,7.6,10.9,1.6
47,ZCTA5 00705,75.0,10.4,12.2,2.4000000000000004
48,ZCTA5 00707,79.3,10.8,8.6,1.3
49,ZCTA5 00714,82.1,9.8,6.7,1.3
50,ZCTA5 00715,82.3,6.8,6.5,4.4
51,ZCTA5 00716,62.6,13.5,11.1,12.799999999999999
52,ZCTA5 00717,64.5,14.3,14.2,7.0
53,ZCTA5 00718,71.3,13.9,11.3,3.4000000000000004
54,ZCTA5 00719,75.8,11.0,8.4,4.699999999999999
55,ZCTA5 00720,80.4,12.1,6.4,0.9999999999999999
56,ZCTA5 00723,78.0,11.6,8.9,1.5
57,ZCTA5 00725,59.8,13.6,14.4,12.2
58,ZCTA5 00727,52.6,13.8,15.2,18.3
59,ZCTA5 00728,69.4,13.0,11.2,6.300000000000001
60,ZCTA5 00729,63.80000000000001,17.0,10.8,8.5
61,ZCTA5 00730,71.7,11.4,7.8,9.1
62,ZCTA5 00731,74.6,13.1,7.1,5.3
