,ZCTA,TotalPopulation,85andOver,45to54,55to64,65to74,75to84
34,ZCTA5 00680,48035.0,2.8,11.3,12.600000000000001,12.2,7.8
35,ZCTA5 00682,32820.0,2.5,10.1,11.6,10.600000000000001,6.5
36,ZCTA5 00683,31627.0,2.2,12.4,12.6,12.4,7.6
37,ZCTA5 00685,38849.0,2.7,12.5,13.7,12.4,6.0
38,ZCTA5 00687,31785.0,1.6,13.5,12.4,8.3,4.0
39,ZCTA5 00688,12360.0,1.2,13.1,14.1,9.8,6.5
40,ZCTA5 00690,5587.0,2.8,11.9,13.9,11.1,7.3
41,ZCTA5 00692,36218.0,1.7,12.7,12.0,9.1,4.9
42,ZCTA5 00693,56327.0,2.5,13.3,12.3,10.399999999999999,5.2
43,ZCTA5 00694,88.0,0.0,0.0,18.2,69.3,12.5
44,ZCTA5 00698,37493.0,2.2,13.2,13.8,11.3,5.9
45,ZCTA5 00703,27137.0,2.2,12.7,12.8,10.2,5.1
46,ZCTA5 00704,7842.0,0.8,13.100000000000001,10.4,7.699999999999999,4.6
47,ZCTA5 00705,23831.0,2.1,14.0,14.1,10.1,5.699999999999999
48,ZCTA5 00707,11240.0,1.9,13.4,13.5,11.7,6.2
49,ZCTA5 00714,18363.0,1.7,12.1,12.100000000000001,10.8,4.800000000000001
50,ZCTA5 00715,3645.0,1.0,10.6,10.7,16.1,6.8999999999999995
51,ZCTA5 00716,29191.0,2.5,10.5,14.0,12.399999999999999,6.8
52,ZCTA5 00717,17285.0,3.8,10.2,12.2,9.9,6.3
53,ZCTA5 00718,26073.0,1.1,11.7,10.7,9.6,5.6
54,ZCTA5 00719,29684.0,2.2,13.600000000000001,13.3,9.5,4.9
55,ZCTA5 00720,21753.0,1.6,13.8,12.7,8.3,4.6
56,ZCTA5 00723,17826.0,1.4,14.2,14.2,11.3,6.3
57,ZCTA5 00725,82822.0,2.2,13.399999999999999,12.4,10.100000000000001,6.6
58,ZCTA5 00727,56023.0,1.8,13.5,11.8,9.9,5.0
59,ZCTA5 00728,40326.0,1.7,11.8,12.7,10.2,5.199999999999999
60,ZCTA5 00729,52244.0,1.5,13.8,12.2,9.1,4.5
61,ZCTA5 00730,32735.0,2.4,13.0,12.100000000000001,11.0,7.4
62,ZCTA5 00731,13862.0,1.4,13.9,12.9,8.9,5.7
63,ZCTA5 00735,12749.0,2.2,12.3,11.9,12.5,6.2
64,ZCTA5 00736,48476.0,2.0,13.399999999999999,13.2,10.899999999999999,5.5
65,ZCTA5 00738,31558.0,2.9,13.0,10.7,11.1,6.4
66,ZCTA5 00739,37380.0,1.4,14.3,12.8,9.100000000000001,4.5
67,ZCTA5 00740,1517.0,0.0,10.1,11.2,9.1,8.0
68,ZCTA5 00741,5168.0,3.7,15.4,10.7,12.5,3.0
69,ZCTA5 00745,52624.0,1.6,13.7,11.7,10.8,5.2
70,ZCTA5 00751,22174.0,2.0,12.2,12.5,11.0,5.4
71,ZCTA5 00754,38636.0,2.1,14.2,13.2,9.5,4.9
72,ZCTA5 00757,22475.0,1.9,12.600000000000001,10.4,9.1,3.7
73,ZCTA5 00765,8721.0,2.6,9.7,14.5,11.6,6.2
74,ZCTA5 00766,23931.0,1.2,13.3,13.4,9.4,4.4
75,ZCTA5 00767,35042.0,2.2,13.7,13.8,10.6,4.8
76,ZCTA5 00769,39605.0,1.4,13.5,13.2,9.8,4.6
77,ZCTA5 00771,37705.0,2.1,12.8,12.2,9.7,4.1
78,ZCTA5 00772,20784.0,1.8,13.1,12.2,8.9,4.5
79,ZCTA5 00773,18952.0,2.2,12.5,12.2,11.3,5.800000000000001
80,ZCTA5 00775,1480.0,3.0,11.1,13.3,9.9,7.1000000000000005
81,ZCTA5 00777,40611.0,1.7,12.5,11.2,8.8,4.0
82,ZCTA5 00778,46852.0,1.2,14.2,11.2,8.399999999999999,4.5
83,ZCTA5 00780,11679.0,1.7,13.7,11.2,9.5,3.6
84,ZCTA5 00782,18196.0,1.9,14.1,12.5,9.4,4.5
85,ZCTA5 00783,34240.0,1.6,13.2,12.5,9.4,4.9
86,ZCTA5 00784,41417.0,1.7,12.5,12.0,9.5,4.9
87,ZCTA5 00786,249.0,0.0,0.0,9.6,54.2,6.8
88,ZCTA5 00791,49551.0,2.0,12.7,13.600000000000001,11.2,5.8
89,ZCTA5 00794,29296.0,1.6,13.4,12.0,8.0,4.0
90,ZCTA5 00795,45573.0,1.4,13.4,12.0,9.3,5.1
91,ZCTA5 00901,6540.0,4.3,13.7,13.0,8.4,6.300000000000001
92,ZCTA5 00906,91.0,0.0,0.0,0.0,6.6,0.0
93,ZCTA5 00907,16819.0,3.8,17.0,12.8,14.5,8.1
94,ZCTA5 00909,5430.0,3.1,12.5,12.2,10.5,5.4
95,ZCTA5 00911,7617.0,4.5,13.4,14.600000000000001,13.0,8.4
96,ZCTA5 00912,5920.0,3.5,11.8,12.5,10.2,8.2
97,ZCTA5 00913,8495.0,1.4,10.8,9.0,5.5,2.7
98,ZCTA5 00915,27534.0,1.7,13.2,13.399999999999999,9.2,5.0
99,ZCTA5 00917,18316.0,3.7,13.5,14.6,12.8,6.9
100,ZCTA5 00918,16595.0,3.5,12.8,11.5,9.9,9.1
101,ZCTA5 00920,16698.0,4.6,13.3,13.8,10.3,8.1
102,ZCTA5 00921,35161.0,3.2,11.7,13.1,8.2,7.0
103,ZCTA5 00923,24754.0,2.2,11.899999999999999,12.8,10.7,5.4
104,ZCTA5 00924,51699.0,3.5,11.8,11.4,9.100000000000001,6.3
105,ZCTA5 00925,6796.0,1.9,11.2,10.3,8.0,5.5
106,ZCTA5 00926,99106.0,2.5,14.3,12.8,10.5,7.3
107,ZCTA5 00927,13503.0,4.6,12.8,13.7,13.100000000000001,7.3
108,ZCTA5 00934,25.0,0.0,44.0,0.0,56.0,0.0
109,ZCTA5 00936,749.0,13.8,3.4,22.1,7.5,32.1
110,ZCTA5 00949,76058.0,2.0,12.8,12.100000000000001,10.2,5.3
111,ZCTA5 00950,0.0,0,0.0,0.0,0.0,0.0
112,ZCTA5 00951,0.0,0,0.0,0.0,0.0,0.0
113,ZCTA5 00952,8467.0,2.3,14.2,13.600000000000001,11.4,5.4
114,ZCTA5 00953,72608.0,1.3,14.8,11.7,7.5,3.4000000000000004
115,ZCTA5 00956,68452.0,2.5,11.8,12.2,10.8,7.3
116,ZCTA5 00957,40738.0,2.0,13.3,11.399999999999999,10.899999999999999,7.9
117,ZCTA5 00959,47849.0,2.7,14.3,12.100000000000001,9.0,6.4
118,ZCTA5 00960,2454.0,0.1,11.600000000000001,3.8,1.4000000000000001,0.4
119,ZCTA5 00961,31017.0,2.8,12.8,14.2,9.3,7.2
120,ZCTA5 00962,19864.0,1.9,12.7,12.399999999999999,8.600000000000001,5.199999999999999
121,ZCTA5 00965,7659.0,2.6,13.5,16.4,10.3,4.9
122,ZCTA5 00966,16169.0,2.2,14.0,14.100000000000001,11.5,8.5
123,ZCTA5 00968,3368.0,5.7,9.3,21.6,21.0,7.5
124,ZCTA5 00969,43216.0,3.1,13.9,12.3,9.5,5.8
125,ZCTA5 00971,27449.0,2.2,14.1,14.3,10.2,6.9
126,ZCTA5 00976,60134.0,2.2,12.7,12.3,10.4,5.0
127,ZCTA5 00979,15203.0,2.2,15.4,17.4,10.5,9.0
128,ZCTA5 00982,14514.0,3.4,12.2,13.6,9.0,11.1
129,ZCTA5 00983,36687.0,3.1,12.4,10.9,11.7,6.300000000000001
130,ZCTA5 00985,32750.0,2.0,12.4,11.4,13.6,7.199999999999999
131,ZCTA5 00987,58583.0,1.9,13.9,10.899999999999999,9.600000000000001,4.7
132,ZCTA5 01001,17537.0,4.8,15.2,12.899999999999999,11.3,7.1
133,ZCTA5 01002,30280.0,1.6,7.800000000000001,8.9,6.1,3.3
134,ZCTA5 01003,11131.0,0.0,0.0,0.4,0.0,0.0
135,ZCTA5 01005,5014.0,2.4,14.2,21.8,9.6,2.7
136,ZCTA5 01007,14906.0,0.6,19.299999999999997,14.899999999999999,9.0,4.6
137,ZCTA5 01008,1272.0,1.1,15.3,18.799999999999997,18.1,3.4000000000000004
138,ZCTA5 01009,384.0,0.0,0.0,14.1,41.5,10.2
139,ZCTA5 01010,3724.0,1.5,19.200000000000003,17.7,12.1,5.3
140,ZCTA5 01011,1507.0,1.7,12.399999999999999,19.8,7.7,3.5
141,ZCTA5 01012,531.0,1.1,7.199999999999999,21.4,14.3,3.8
142,ZCTA5 01013,23026.0,2.5,13.8,10.0,7.6,4.5
143,ZCTA5 01020,30148.0,2.2,14.399999999999999,15.5,11.1,5.7
144,ZCTA5 01022,2604.0,3.9,8.3,9.8,10.399999999999999,9.0
145,ZCTA5 01026,958.0,4.0,15.799999999999999,16.7,11.9,7.8
146,ZCTA5 01027,17870.0,2.3,15.700000000000001,16.6,10.9,4.4
147,ZCTA5 01028,16156.0,4.4,15.6,14.9,11.0,5.6
148,ZCTA5 01029,728.0,1.4,20.8,16.2,9.7,8.5
149,ZCTA5 01030,11211.0,1.9,15.600000000000001,18.200000000000003,10.8,3.5999999999999996
150,ZCTA5 01031,1151.0,0.0,12.9,17.6,14.8,4.0
151,ZCTA5 01032,551.0,0.5,23.8,15.200000000000001,8.9,6.6
152,ZCTA5 01033,6300.0,5.5,17.2,17.4,8.9,3.4000000000000004
153,ZCTA5 01034,2313.0,1.0,19.700000000000003,15.8,12.9,3.3
154,ZCTA5 01035,5301.0,6.0,12.7,13.899999999999999,14.2,6.699999999999999
155,ZCTA5 01036,5193.0,4.2,18.3,17.6,11.2,7.6
156,ZCTA5 01037,772.0,0.0,13.6,20.1,10.9,5.6
157,ZCTA5 01038,2897.0,1.2,17.5,20.200000000000003,16.6,7.3
158,ZCTA5 01039,1129.0,2.3,13.6,29.799999999999997,13.4,3.9000000000000004
159,ZCTA5 01040,40362.0,2.6,12.7,11.6,7.0,4.7
160,ZCTA5 01050,2334.0,0.8,16.5,15.8,11.3,3.7
161,ZCTA5 01053,1658.0,9.4,14.9,17.9,10.9,7.1
162,ZCTA5 01054,1997.0,2.4,12.6,18.200000000000003,15.9,7.8
163,ZCTA5 01056,21331.0,2.5,14.7,17.799999999999997,9.100000000000001,5.0
164,ZCTA5 01057,8801.0,1.2,17.9,16.1,13.5,3.5999999999999996
165,ZCTA5 01060,15729.0,2.6,12.4,11.7,9.0,3.5
166,ZCTA5 01062,10587.0,1.3,14.6,18.9,11.5,4.0
167,ZCTA5 01063,574.0,0.0,0.0,0.0,0.0,0.0
168,ZCTA5 01066,9.0,0.0,0.0,0.0,0.0,100.0
169,ZCTA5 01068,1849.0,2.2,16.9,22.1,8.7,2.8
170,ZCTA5 01069,8919.0,2.7,16.1,19.0,10.1,4.300000000000001
171,ZCTA5 01070,637.0,1.9,18.700000000000003,19.5,13.8,6.0
172,ZCTA5 01071,1206.0,0.6,18.4,18.9,10.600000000000001,6.7
173,ZCTA5 01072,1490.0,0.8,13.5,23.0,10.1,3.2
174,ZCTA5 01073,6090.0,1.8,13.0,15.2,15.8,5.4
175,ZCTA5 01074,477.0,0.0,28.3,10.9,0.0,0.0
176,ZCTA5 01075,17755.0,3.4,12.5,14.100000000000001,8.6,5.5
177,ZCTA5 01077,9711.0,3.8,16.4,16.2,8.0,8.2
178,ZCTA5 01079,480.0,8.1,18.1,7.9,9.2,9.0
179,ZCTA5 01080,2532.0,2.2,10.4,10.2,4.0,6.3
180,ZCTA5 01081,1827.0,2.0,11.600000000000001,17.7,12.100000000000001,4.699999999999999
181,ZCTA5 01082,10637.0,1.3,11.8,16.299999999999997,11.1,5.0
182,ZCTA5 01083,3182.0,5.7,16.4,13.399999999999999,1.8,1.8
183,ZCTA5 01084,183.0,8.7,23.5,19.1,18.1,0.0
184,ZCTA5 01085,41652.0,2.6,11.9,14.6,9.2,4.3
185,ZCTA5 01086,683.0,0.0,0.0,0.0,0.0,0.0
186,ZCTA5 01088,399.0,2.3,20.8,15.8,12.3,10.0
187,ZCTA5 01089,28671.0,3.0,14.6,13.899999999999999,8.0,4.2
188,ZCTA5 01092,1133.0,1.3,29.9,8.399999999999999,6.4,6.3
189,ZCTA5 01093,348.0,1.7,22.1,20.4,17.8,3.1999999999999997
190,ZCTA5 01094,327.0,5.5,11.6,9.1,22.7,10.4
191,ZCTA5 01095,14659.0,3.8,16.0,15.9,12.0,4.9
192,ZCTA5 01096,2607.0,1.1,16.1,15.399999999999999,11.899999999999999,4.1
193,ZCTA5 01097,54.0,0.0,18.5,0.0,7.4,0.0
194,ZCTA5 01098,1186.0,2.0,14.3,23.0,14.3,3.7
195,ZCTA5 01103,2409.0,0.7,14.9,12.7,8.4,1.5
196,ZCTA5 01104,23635.0,2.4,14.7,10.399999999999999,6.7,3.5
197,ZCTA5 01105,11601.0,1.5,10.8,10.0,7.5,1.8
198,ZCTA5 01106,16048.0,4.3,18.0,12.600000000000001,11.4,5.7
199,ZCTA5 01107,11304.0,0.5,9.4,9.399999999999999,5.1,2.4
200,ZCTA5 01108,28925.0,1.3,11.4,10.9,5.699999999999999,2.1
201,ZCTA5 01109,30125.0,1.4,11.9,9.3,6.0,3.6
202,ZCTA5 01118,14774.0,2.0,10.7,13.7,8.8,5.9
203,ZCTA5 01119,13236.0,2.8,11.600000000000001,14.6,6.699999999999999,5.2
204,ZCTA5 01128,2798.0,3.1,17.6,18.9,14.4,3.7
205,ZCTA5 01129,6750.0,2.1,14.700000000000001,14.8,11.4,4.2
206,ZCTA5 01151,8884.0,1.0,11.8,11.3,6.4,3.4
207,ZCTA5 01199,0.0,0,0.0,0.0,0.0,0.0
208,ZCTA5 01201,44775.0,2.7,14.1,15.2,10.9,5.6
209,ZCTA5 01220,8211.0,2.3,15.6,17.1,9.8,5.800000000000001
210,ZCTA5 01222,818.0,3.2,11.4,19.3,17.8,1.9
211,ZCTA5 01223,2351.0,1.6,17.6,21.6,13.5,5.5
212,ZCTA5 01224,209.0,0.0,56.900000000000006,18.2,0.0,0.0
213,ZCTA5 01225,3169.0,0.3,16.5,17.3,10.8,10.0
214,ZCTA5 01226,6839.0,3.7,16.6,19.9,10.6,6.1
215,ZCTA5 01229,86.0,12.8,0.0,31.4,47.7,8.1
216,ZCTA5 01230,8359.0,5.1,15.0,16.7,13.5,5.5
217,ZCTA5 01235,2671.0,2.1,16.8,21.7,10.4,4.3
218,ZCTA5 01236,1197.0,1.9,10.3,14.8,14.3,4.800000000000001
219,ZCTA5 01237,2662.0,1.0,16.2,18.1,13.100000000000001,3.8
220,ZCTA5 01238,5917.0,2.6,12.2,13.5,15.899999999999999,7.800000000000001
221,ZCTA5 01240,4493.0,9.3,11.9,14.1,17.2,12.3
222,ZCTA5 01242,475.0,2.7,11.100000000000001,12.0,4.2,6.9
223,ZCTA5 01243,333.0,0.0,11.399999999999999,45.0,12.0,7.8
224,ZCTA5 01244,108.0,17.6,0.0,30.6,17.6,0.0
225,ZCTA5 01245,803.0,1.7,11.899999999999999,17.9,21.1,9.9
226,ZCTA5 01247,15703.0,3.2,14.7,14.3,10.0,6.0
227,ZCTA5 01253,742.0,2.2,17.4,17.4,22.0,15.4
228,ZCTA5 01254,977.0,3.1,14.7,21.7,19.8,9.1
229,ZCTA5 01255,859.0,4.9,13.5,18.8,11.7,7.800000000000001
230,ZCTA5 01256,764.0,0.5,18.299999999999997,17.799999999999997,12.4,5.1
231,ZCTA5 01257,2138.0,4.4,15.700000000000001,18.3,17.5,7.800000000000001
232,ZCTA5 01258,357.0,9.0,11.7,17.1,10.0,20.700000000000003
233,ZCTA5 01259,506.0,2.2,21.299999999999997,24.1,25.3,9.0
234,ZCTA5 01260,447.0,0.0,24.6,10.3,0.0,3.1
235,ZCTA5 01262,1110.0,3.8,14.6,17.0,18.3,14.3
236,ZCTA5 01264,205.0,5.9,8.3,16.1,22.4,10.3
237,ZCTA5 01266,1360.0,2.4,14.600000000000001,20.8,20.2,7.8
238,ZCTA5 01267,7853.0,4.7,7.300000000000001,12.2,8.9,6.5
239,ZCTA5 01270,813.0,0.6,23.700000000000003,19.799999999999997,16.5,1.1
240,ZCTA5 01301,17715.0,3.4,13.0,15.2,11.399999999999999,5.1
241,ZCTA5 01330,1468.0,2.8,19.4,18.5,13.700000000000001,2.7
242,ZCTA5 01331,13281.0,2.2,14.8,18.3,10.0,4.2
243,ZCTA5 01337,2626.0,3.5,17.0,18.5,11.2,7.1
244,ZCTA5 01338,170.0,0.0,5.9,37.6,18.8,5.9
245,ZCTA5 01339,1472.0,3.6,13.8,16.2,15.8,6.7
246,ZCTA5 01340,1642.0,3.3,11.9,25.0,15.4,3.6999999999999997
247,ZCTA5 01341,1743.0,1.2,19.3,18.5,13.100000000000001,5.8
248,ZCTA5 01342,1759.0,1.8,16.2,14.4,9.7,7.5
249,ZCTA5 01343,46.0,17.4,15.2,52.2,10.8,4.3
250,ZCTA5 01344,1518.0,1.3,15.0,14.600000000000001,12.4,3.8
251,ZCTA5 01346,464.0,1.5,16.4,15.7,18.3,3.5
252,ZCTA5 01347,126.0,5.6,8.7,21.5,7.9,6.3
253,ZCTA5 01349,1231.0,4.3,11.899999999999999,14.4,8.5,2.9000000000000004
254,ZCTA5 01350,86.0,0.0,9.3,23.2,10.5,15.1
255,ZCTA5 01351,2209.0,2.9,19.700000000000003,15.700000000000001,11.6,5.9
256,ZCTA5 01354,1604.0,0.8,15.3,20.5,10.100000000000001,5.6
257,ZCTA5 01355,917.0,1.4,14.8,18.9,16.4,5.5
258,ZCTA5 01360,3012.0,3.6,12.9,21.6,11.1,1.4000000000000001
259,ZCTA5 01364,7819.0,1.1,15.399999999999999,19.2,10.8,4.0
260,ZCTA5 01366,1218.0,5.6,23.2,13.399999999999999,14.8,4.1
261,ZCTA5 01367,605.0,2.1,14.4,12.4,13.4,7.1
262,ZCTA5 01368,1316.0,1.1,18.2,23.0,11.8,6.5
263,ZCTA5 01370,4032.0,2.1,15.8,18.1,16.5,6.1
264,ZCTA5 01373,4160.0,1.7,15.4,21.3,11.7,3.6999999999999997
265,ZCTA5 01375,3662.0,0.5,10.1,11.8,6.0,4.8
266,ZCTA5 01376,5096.0,2.5,12.399999999999999,13.9,12.100000000000001,8.1
267,ZCTA5 01378,744.0,1.2,15.2,29.700000000000003,14.3,7.0
268,ZCTA5 01379,836.0,0.2,12.8,23.5,17.0,3.3
269,ZCTA5 01420,40666.0,2.1,13.0,11.6,7.9,4.2
270,ZCTA5 01430,6210.0,0.5,13.7,18.0,10.5,1.1
271,ZCTA5 01431,3195.0,1.7,19.5,18.0,8.9,3.3
272,ZCTA5 01432,7703.0,1.6,16.6,15.0,6.9,3.3
273,ZCTA5 01434,1712.0,0.5,21.1,10.5,13.4,1.1
274,ZCTA5 01436,3460.0,4.9,17.9,14.3,6.3,5.0
275,ZCTA5 01438,563.0,0.0,7.5,35.6,22.200000000000003,3.4
276,ZCTA5 01440,20496.0,3.3,13.6,14.7,7.5,4.8
277,ZCTA5 01450,11282.0,2.0,18.9,17.4,8.0,4.9
278,ZCTA5 01451,4630.0,1.5,20.9,16.1,11.7,3.7
279,ZCTA5 01452,4581.0,1.9,21.4,16.1,8.2,2.9000000000000004
280,ZCTA5 01453,41446.0,2.5,14.9,12.9,7.4,6.1
281,ZCTA5 01460,9754.0,1.9,15.600000000000001,19.1,7.7,4.9
282,ZCTA5 01462,11150.0,1.5,18.9,14.899999999999999,9.2,4.699999999999999
283,ZCTA5 01463,12049.0,1.5,16.7,17.200000000000003,7.8,3.8
284,ZCTA5 01464,7572.0,1.9,16.3,15.3,7.0,4.0
285,ZCTA5 01467,511.0,2.3,17.2,13.3,21.2,2.9
286,ZCTA5 01468,4124.0,1.9,18.0,13.7,13.1,5.4
287,ZCTA5 01469,7454.0,1.6,15.6,16.3,9.6,1.7999999999999998
288,ZCTA5 01473,7566.0,1.2,16.1,16.9,11.8,3.5
289,ZCTA5 01474,1964.0,0.0,22.5,16.3,5.3,6.0
290,ZCTA5 01475,10738.0,1.7,14.399999999999999,14.899999999999999,9.6,4.6
291,ZCTA5 01501,16412.0,3.4,16.5,15.8,10.399999999999999,5.9
292,ZCTA5 01503,3098.0,3.8,16.3,16.200000000000003,12.600000000000001,3.5
293,ZCTA5 01504,9201.0,1.3,17.200000000000003,15.5,6.9,3.3
294,ZCTA5 01505,4524.0,3.9,18.0,14.0,8.2,3.2
295,ZCTA5 01506,3406.0,1.3,13.3,16.8,13.7,4.7
296,ZCTA5 01507,13379.0,2.3,15.299999999999999,18.7,7.4,2.8
297,ZCTA5 01510,13855.0,2.2,14.399999999999999,12.4,8.1,3.4
298,ZCTA5 01515,2123.0,1.6,14.1,16.8,12.2,2.6
299,ZCTA5 01516,8745.0,0.5,17.8,17.3,6.3,2.8
300,ZCTA5 01518,3490.0,1.4,12.0,11.2,15.5,4.6
301,ZCTA5 01519,6657.0,1.9,18.0,15.7,8.299999999999999,4.0
302,ZCTA5 01520,15061.0,1.6,16.2,15.0,8.6,4.8
303,ZCTA5 01521,2510.0,0.6,19.1,15.3,9.4,4.4
304,ZCTA5 01522,3497.0,2.2,14.3,12.0,9.8,6.1
305,ZCTA5 01523,7735.0,1.7,14.1,13.6,9.7,3.4000000000000004
306,ZCTA5 01524,6702.0,2.3,15.3,17.8,8.7,5.9
307,ZCTA5 01525,227.0,0.0,26.0,14.5,5.3,0.0
308,ZCTA5 01527,13521.0,1.4,18.0,11.3,11.3,5.300000000000001
309,ZCTA5 01529,3237.0,2.0,17.9,15.600000000000001,5.7,2.5
310,ZCTA5 01531,1247.0,1.1,22.6,18.3,8.1,3.1
311,ZCTA5 01532,14918.0,2.4,18.1,12.899999999999999,9.3,4.6
312,ZCTA5 01534,6262.0,3.3,18.0,15.2,6.800000000000001,5.2
313,ZCTA5 01535,4760.0,1.0,18.6,16.3,9.8,3.7
314,ZCTA5 01536,7709.0,1.0,16.299999999999997,12.9,8.8,2.9
315,ZCTA5 01537,2337.0,4.2,4.4,12.2,11.0,2.2
316,ZCTA5 01540,11386.0,1.0,16.8,14.600000000000001,9.0,3.5
317,ZCTA5 01541,3438.0,0.6,18.5,20.200000000000003,12.2,5.3
318,ZCTA5 01542,2299.0,0.5,13.6,21.8,8.5,7.6
319,ZCTA5 01543,8463.0,0.9,19.4,12.0,8.4,2.1
320,ZCTA5 01545,36269.0,2.5,16.5,12.0,9.100000000000001,4.0
321,ZCTA5 01550,16858.0,2.9,13.3,13.8,9.5,3.3
322,ZCTA5 01560,4477.0,1.9,18.4,7.6,6.3,4.2
323,ZCTA5 01561,243.0,14.4,17.7,16.0,15.2,14.0
324,ZCTA5 01562,11856.0,1.5,14.7,17.6,11.2,5.1
325,ZCTA5 01564,8000.0,2.9,18.7,14.600000000000001,9.899999999999999,3.4
326,ZCTA5 01566,6006.0,1.6,17.7,11.3,8.8,4.800000000000001
327,ZCTA5 01568,7706.0,0.8,17.4,15.2,8.1,3.8
328,ZCTA5 01569,13864.0,2.0,17.9,14.200000000000001,7.1,3.0999999999999996
329,ZCTA5 01570,16926.0,3.4,13.0,15.0,8.9,5.4
330,ZCTA5 01571,11637.0,1.7,14.5,13.1,7.1000000000000005,3.1
331,ZCTA5 01581,18836.0,2.0,16.8,12.7,6.5,3.8
332,ZCTA5 01583,7639.0,3.2,14.799999999999999,12.0,10.0,3.0
333,ZCTA5 01585,4661.0,3.9,16.0,16.5,9.4,6.2
334,ZCTA5 01588,9864.0,2.0,14.5,13.6,8.1,3.9
335,ZCTA5 01590,9297.0,1.7,21.3,14.600000000000001,8.9,2.9000000000000004
336,ZCTA5 01602,24166.0,2.5,15.1,14.2,8.4,5.1
337,ZCTA5 01603,19981.0,2.6,14.9,11.3,6.8999999999999995,4.1
338,ZCTA5 01604,36772.0,2.2,12.2,11.5,6.1,3.5
339,ZCTA5 01605,28742.0,3.3,11.8,9.2,6.199999999999999,3.3
340,ZCTA5 01606,19375.0,3.3,15.8,14.7,6.9,4.8
341,ZCTA5 01607,8698.0,0.6,16.0,12.399999999999999,6.800000000000001,3.0
342,ZCTA5 01608,3371.0,1.8,11.2,11.2,4.4,2.1999999999999997
343,ZCTA5 01609,20714.0,3.1,10.2,10.9,7.7,5.199999999999999
344,ZCTA5 01610,23438.0,1.5,11.2,8.5,4.9,1.9000000000000001
345,ZCTA5 01611,2451.0,0.4,19.3,14.5,4.800000000000001,4.800000000000001
346,ZCTA5 01612,4845.0,2.4,13.8,15.6,9.600000000000001,3.9000000000000004
347,ZCTA5 01701,32098.0,3.4,15.0,16.7,10.4,5.5
348,ZCTA5 01702,39226.0,1.9,11.9,10.600000000000001,5.6,3.5
349,ZCTA5 01718,716.0,0.0,7.0,13.4,10.799999999999999,4.4
350,ZCTA5 01719,5546.0,1.3,19.5,15.7,9.0,2.2
351,ZCTA5 01720,22680.0,1.6,19.200000000000003,14.4,7.9,4.5
352,ZCTA5 01721,17478.0,1.4,15.0,15.3,9.6,3.6
353,ZCTA5 01730,14031.0,4.1,17.1,11.899999999999999,6.800000000000001,7.6
354,ZCTA5 01731,2012.0,0.0,6.1,1.2,0.4,0.0
355,ZCTA5 01740,5167.0,1.3,20.1,15.600000000000001,8.1,2.9
