,ZCTA,45to65Total,45to65Highschool,45to65Bachelors,Over65Total,Over65Highschool,Over65Bachelors
16410,ZCTA5 49404,2385,2233,449,1164,862,139
16411,ZCTA5 49405,546,528,63,283,237,42
16412,ZCTA5 49406,322,319,184,210,193,90
16413,ZCTA5 49408,2799,2399,445,1649,1324,579
16414,ZCTA5 49410,620,568,87,421,345,48
16415,ZCTA5 49411,525,490,91,270,212,19
16416,ZCTA5 49412,2933,2763,605,2195,1823,368
16417,ZCTA5 49415,2202,2096,481,987,897,163
16418,ZCTA5 49417,9282,8971,3301,4559,3866,1220
16419,ZCTA5 49418,7393,6988,2296,3937,3402,1042
16420,ZCTA5 49419,2272,2193,453,747,625,175
16421,ZCTA5 49420,1610,1447,241,1149,935,161
16422,ZCTA5 49421,1839,1574,180,1057,822,118
16423,ZCTA5 49423,10399,9261,3032,6149,5160,1868
16424,ZCTA5 49424,11641,10482,3406,5942,4988,1768
16425,ZCTA5 49425,966,850,84,308,250,45
16426,ZCTA5 49426,8558,8170,2746,4153,3541,886
16427,ZCTA5 49428,6800,6603,2047,4242,3623,723
16428,ZCTA5 49431,4840,4641,1228,3709,3299,684
16429,ZCTA5 49434,0,0,0,12,12,8
16430,ZCTA5 49435,1478,1426,406,494,431,24
16431,ZCTA5 49436,528,460,87,462,393,123
16432,ZCTA5 49437,1930,1840,416,1305,1195,284
16433,ZCTA5 49440,220,214,43,147,107,56
16434,ZCTA5 49441,10269,9671,2687,6539,5773,1511
16435,ZCTA5 49442,10037,8594,888,4936,3547,278
16436,ZCTA5 49444,7871,6990,853,3608,2933,493
16437,ZCTA5 49445,6037,5830,1694,3770,3381,865
16438,ZCTA5 49446,784,674,174,327,302,63
16439,ZCTA5 49448,979,875,132,376,270,95
16440,ZCTA5 49449,777,756,305,881,798,310
16441,ZCTA5 49450,890,709,106,321,238,37
16442,ZCTA5 49451,1701,1568,216,734,565,68
16443,ZCTA5 49452,714,642,61,198,166,5
16444,ZCTA5 49453,936,843,369,541,459,246
16445,ZCTA5 49454,1428,1299,202,713,599,174
16446,ZCTA5 49455,1359,1135,317,810,729,218
16447,ZCTA5 49456,5708,5435,1992,3565,3261,1299
16448,ZCTA5 49457,3381,3132,443,1352,1092,338
16449,ZCTA5 49458,29,29,0,27,24,0
16450,ZCTA5 49459,366,317,39,200,134,13
16451,ZCTA5 49460,2284,2139,684,1126,976,348
16452,ZCTA5 49461,2877,2751,756,1463,1300,443
16453,ZCTA5 49464,7232,6675,1903,3385,2692,431
16454,ZCTA5 49503,6717,5521,1885,2774,2180,800
16455,ZCTA5 49504,8676,7650,2267,5153,4399,992
16456,ZCTA5 49505,7299,6380,2080,4726,4047,1135
16457,ZCTA5 49506,7842,7460,5188,3821,3439,1675
16458,ZCTA5 49507,7716,6152,1410,2423,1511,358
16459,ZCTA5 49508,10591,9484,3002,5341,4302,1205
16460,ZCTA5 49509,6651,5170,810,2797,1972,291
16461,ZCTA5 49512,3509,3090,990,1825,1684,337
16462,ZCTA5 49519,6869,6156,1324,2408,1985,475
16463,ZCTA5 49525,8557,8415,3727,4181,3884,1271
16464,ZCTA5 49534,5552,5368,1656,2595,2394,441
16465,ZCTA5 49544,2139,2017,341,1216,1058,199
16466,ZCTA5 49546,8284,8012,4992,6212,5636,2641
16467,ZCTA5 49548,7818,6615,920,2806,2259,378
16468,ZCTA5 49601,6126,5618,1190,3850,3261,686
16469,ZCTA5 49611,110,87,6,46,32,0
16470,ZCTA5 49612,374,350,96,327,306,149
16471,ZCTA5 49613,194,174,41,247,226,125
16472,ZCTA5 49614,945,890,252,692,619,128
16473,ZCTA5 49615,1240,1182,360,1291,1173,437
16474,ZCTA5 49616,581,520,52,442,371,100
16475,ZCTA5 49617,1105,1054,253,874,787,304
16476,ZCTA5 49618,257,244,18,161,116,5
16477,ZCTA5 49619,395,346,34,263,189,10
16478,ZCTA5 49620,682,667,67,301,254,26
16479,ZCTA5 49621,1004,973,354,718,639,226
16480,ZCTA5 49622,858,812,199,556,529,160
16481,ZCTA5 49623,424,340,12,240,189,20
16482,ZCTA5 49625,449,394,52,275,227,18
16483,ZCTA5 49626,162,156,10,101,76,10
16484,ZCTA5 49627,62,62,3,74,74,14
16485,ZCTA5 49628,73,65,2,67,58,14
16486,ZCTA5 49629,601,586,258,755,716,332
16487,ZCTA5 49630,570,564,267,390,372,241
16488,ZCTA5 49631,1786,1617,168,1317,1126,173
16489,ZCTA5 49632,341,301,29,225,164,11
16490,ZCTA5 49633,1168,958,109,736,579,123
16491,ZCTA5 49634,29,20,0,19,14,0
16492,ZCTA5 49635,1130,1071,382,1213,1108,540
16493,ZCTA5 49636,134,134,79,227,224,149
16494,ZCTA5 49637,871,767,178,380,334,122
16495,ZCTA5 49638,332,284,45,171,121,6
16496,ZCTA5 49639,674,613,112,373,298,43
16497,ZCTA5 49640,378,353,93,461,415,104
16498,ZCTA5 49642,213,147,21,221,189,40
16499,ZCTA5 49643,2058,1858,371,865,742,228
16500,ZCTA5 49644,715,602,64,611,521,86
16501,ZCTA5 49645,550,473,62,339,279,61
16502,ZCTA5 49646,2450,2175,175,1498,1241,251
16503,ZCTA5 49648,701,670,309,632,581,331
16504,ZCTA5 49649,2383,2222,284,755,583,87
16505,ZCTA5 49650,878,837,244,375,338,39
16506,ZCTA5 49651,2338,2072,334,1651,1360,243
16507,ZCTA5 49653,582,577,199,485,441,139
16508,ZCTA5 49654,269,259,197,231,196,70
16509,ZCTA5 49655,912,825,118,506,402,43
16510,ZCTA5 49656,515,433,36,357,243,19
16511,ZCTA5 49657,996,933,149,597,466,50
16512,ZCTA5 49659,2085,1727,211,1194,926,155
16513,ZCTA5 49660,4256,3890,980,3046,2660,738
16514,ZCTA5 49663,1713,1510,190,823,660,86
16515,ZCTA5 49664,677,670,217,507,468,170
16516,ZCTA5 49665,1250,1143,143,726,604,66
16517,ZCTA5 49666,39,39,0,0,0,0
16518,ZCTA5 49667,186,164,14,71,58,2
16519,ZCTA5 49668,1004,901,73,545,410,62
16520,ZCTA5 49670,649,625,308,792,774,514
16521,ZCTA5 49674,11,11,4,33,33,11
16522,ZCTA5 49675,351,344,93,291,266,114
16523,ZCTA5 49676,1058,1008,249,787,705,222
16524,ZCTA5 49677,1942,1742,296,1329,1074,124
16525,ZCTA5 49679,453,407,39,289,237,37
16526,ZCTA5 49680,496,447,58,261,233,37
16527,ZCTA5 49682,1348,1331,472,931,883,389
16528,ZCTA5 49683,666,580,103,343,279,62
16529,ZCTA5 49684,11412,11021,3605,7103,6636,2229
16530,ZCTA5 49686,10094,9535,3786,6108,5597,2365
16531,ZCTA5 49688,842,772,140,462,385,66
16532,ZCTA5 49689,532,438,30,343,282,59
16533,ZCTA5 49690,2173,2139,1009,1261,1166,471
16534,ZCTA5 49701,285,267,77,197,179,47
16535,ZCTA5 49705,253,221,46,129,110,17
16536,ZCTA5 49706,1340,1244,241,596,485,126
16537,ZCTA5 49707,6781,6373,1239,4892,4079,743
16538,ZCTA5 49709,1282,1128,96,1137,920,106
16539,ZCTA5 49710,190,174,30,126,110,32
16540,ZCTA5 49712,2608,2480,678,1432,1286,429
16541,ZCTA5 49713,548,515,112,404,350,98
16542,ZCTA5 49715,851,809,155,472,386,112
16543,ZCTA5 49716,235,227,60,182,170,63
16544,ZCTA5 49717,67,67,60,78,78,70
16545,ZCTA5 49718,180,153,12,281,246,30
16546,ZCTA5 49719,512,504,137,385,345,97
16547,ZCTA5 49720,2856,2709,773,2045,1900,881
16548,ZCTA5 49721,4485,4099,755,3449,2912,585
16549,ZCTA5 49722,77,48,0,27,14,14
16550,ZCTA5 49724,352,330,37,142,98,17
16551,ZCTA5 49725,264,239,49,265,236,60
16552,ZCTA5 49726,413,402,72,394,367,137
16553,ZCTA5 49727,2245,2038,447,1438,1197,276
16554,ZCTA5 49728,67,59,10,114,95,14
16555,ZCTA5 49729,460,404,75,270,230,59
16556,ZCTA5 49730,602,549,71,340,253,50
16557,ZCTA5 49733,739,682,150,451,405,74
16558,ZCTA5 49735,5883,5519,1201,3476,3210,624
16559,ZCTA5 49736,126,118,6,233,187,18
16560,ZCTA5 49738,3055,2717,471,2293,1908,468
16561,ZCTA5 49740,2393,2330,1071,1900,1788,817
16562,ZCTA5 49743,253,234,36,191,145,24
16563,ZCTA5 49744,338,317,39,180,147,15
16564,ZCTA5 49745,431,402,81,247,193,38
16565,ZCTA5 49746,1283,1178,140,935,742,141
16566,ZCTA5 49747,576,529,89,581,477,98
16567,ZCTA5 49748,46,38,8,42,38,1
16568,ZCTA5 49749,1283,1162,232,1026,900,332
16569,ZCTA5 49751,651,618,141,486,405,57
16570,ZCTA5 49752,304,200,32,56,40,29
16571,ZCTA5 49753,623,566,89,468,383,34
16572,ZCTA5 49755,580,528,104,472,376,83
16573,ZCTA5 49756,1137,1009,76,1125,860,77
16574,ZCTA5 49757,222,205,51,85,80,33
16575,ZCTA5 49759,517,456,104,523,432,123
16576,ZCTA5 49760,281,244,22,166,153,35
16577,ZCTA5 49762,235,226,17,203,169,56
16578,ZCTA5 49764,58,39,7,5,5,0
16579,ZCTA5 49765,1311,1156,111,915,748,97
16580,ZCTA5 49766,829,782,175,317,251,52
16581,ZCTA5 49768,151,128,38,106,90,22
16582,ZCTA5 49769,519,495,80,185,161,40
16583,ZCTA5 49770,5040,4828,1768,2982,2767,1116
16584,ZCTA5 49774,744,688,121,403,316,49
16585,ZCTA5 49775,34,33,4,41,30,5
16586,ZCTA5 49776,638,601,42,418,284,22
16587,ZCTA5 49777,633,607,154,612,577,175
16588,ZCTA5 49779,1354,1256,219,1316,1052,261
16589,ZCTA5 49780,590,567,123,319,260,34
16590,ZCTA5 49781,1196,1105,284,797,637,111
16591,ZCTA5 49782,193,181,64,201,193,99
16592,ZCTA5 49783,4976,4606,1169,3159,2692,590
16593,ZCTA5 49788,1488,1329,130,220,145,31
16594,ZCTA5 49791,98,98,20,87,75,16
16595,ZCTA5 49793,104,93,14,123,104,32
16596,ZCTA5 49795,753,637,83,372,295,29
16597,ZCTA5 49796,167,155,60,102,96,36
16598,ZCTA5 49799,783,714,121,399,324,36
16599,ZCTA5 49801,3615,3399,961,2105,1847,493
16600,ZCTA5 49802,1861,1728,375,1332,1194,204
16601,ZCTA5 49805,66,66,30,85,72,18
16602,ZCTA5 49806,192,187,98,203,177,75
16603,ZCTA5 49807,1090,1031,144,553,472,101
16604,ZCTA5 49808,88,84,19,62,62,25
16605,ZCTA5 49812,264,236,42,190,148,29
16606,ZCTA5 49814,449,441,64,245,202,26
16607,ZCTA5 49815,164,147,6,134,126,35
16608,ZCTA5 49816,226,218,34,156,131,20
16609,ZCTA5 49817,181,169,22,151,127,27
16610,ZCTA5 49818,384,367,65,234,200,19
16611,ZCTA5 49819,5,5,0,10,10,0
16612,ZCTA5 49820,81,56,8,80,55,10
16613,ZCTA5 49821,472,436,60,321,273,54
16614,ZCTA5 49822,119,119,15,49,47,2
16615,ZCTA5 49825,150,150,60,37,32,0
16616,ZCTA5 49826,104,89,21,42,39,21
16617,ZCTA5 49827,205,193,36,289,238,52
16618,ZCTA5 49829,5037,4723,814,3556,2983,584
16619,ZCTA5 49831,183,180,28,145,128,20
16620,ZCTA5 49833,68,68,53,106,98,71
16621,ZCTA5 49834,93,90,7,40,31,0
16622,ZCTA5 49835,274,257,33,289,239,47
16623,ZCTA5 49836,317,277,31,288,236,29
16624,ZCTA5 49837,3270,3141,675,1817,1581,383
16625,ZCTA5 49838,176,150,13,146,118,23
16626,ZCTA5 49839,146,137,29,201,151,32
16627,ZCTA5 49840,305,278,33,171,155,13
16628,ZCTA5 49841,2066,2008,450,1126,1012,178
16629,ZCTA5 49847,318,313,25,188,133,14
16630,ZCTA5 49848,53,46,2,17,14,0
16631,ZCTA5 49849,4087,3901,806,2164,1896,387
16632,ZCTA5 49852,35,35,3,34,32,2
16633,ZCTA5 49853,362,319,83,369,299,35
16634,ZCTA5 49854,2020,1818,333,1487,1230,215
16635,ZCTA5 49855,8430,8053,3097,4927,4471,1589
16636,ZCTA5 49858,3790,3596,627,2506,2124,388
16637,ZCTA5 49861,152,144,41,186,175,52
16638,ZCTA5 49862,1454,1325,265,1003,939,173
16639,ZCTA5 49863,21,17,0,32,32,9
16640,ZCTA5 49864,32,32,2,24,17,2
16641,ZCTA5 49866,2113,2046,513,1291,1182,209
16642,ZCTA5 49868,1544,1392,196,939,780,131
16643,ZCTA5 49870,1011,989,205,788,708,136
16644,ZCTA5 49871,128,115,15,60,48,3
16645,ZCTA5 49872,44,38,2,28,24,2
16646,ZCTA5 49873,22,22,4,26,15,0
16647,ZCTA5 49874,365,341,50,274,209,41
16648,ZCTA5 49876,313,304,46,199,152,48
16649,ZCTA5 49877,15,13,0,10,6,1
16650,ZCTA5 49878,1087,1036,213,888,809,149
16651,ZCTA5 49879,306,274,40,294,275,63
16652,ZCTA5 49880,396,372,73,194,166,29
16653,ZCTA5 49881,136,122,9,73,64,9
16654,ZCTA5 49883,36,35,0,28,28,3
16655,ZCTA5 49884,135,98,16,96,63,11
16656,ZCTA5 49885,767,730,170,350,266,43
16657,ZCTA5 49886,131,124,24,155,120,0
16658,ZCTA5 49887,804,742,108,652,531,92
16659,ZCTA5 49891,264,250,64,213,186,18
16660,ZCTA5 49892,818,783,199,348,323,53
16661,ZCTA5 49893,732,713,109,290,247,62
16662,ZCTA5 49894,108,108,3,180,139,0
16663,ZCTA5 49895,227,224,60,152,122,28
16664,ZCTA5 49896,447,398,45,166,124,11
16665,ZCTA5 49901,125,121,28,66,47,8
16666,ZCTA5 49902,20,19,0,38,31,8
16667,ZCTA5 49903,46,42,0,31,23,8
16668,ZCTA5 49905,580,509,119,193,145,37
16669,ZCTA5 49908,993,736,81,307,268,56
16670,ZCTA5 49910,94,93,15,145,134,16
16671,ZCTA5 49911,883,862,161,582,530,100
16672,ZCTA5 49912,369,340,43,286,222,19
16673,ZCTA5 49913,2074,1984,493,1290,1013,170
16674,ZCTA5 49915,165,144,15,137,125,17
16675,ZCTA5 49916,666,648,257,505,457,194
16676,ZCTA5 49917,54,46,11,26,16,1
16677,ZCTA5 49918,41,37,1,26,26,15
16678,ZCTA5 49919,61,57,2,71,47,15
16679,ZCTA5 49920,1426,1349,309,1205,1048,215
16680,ZCTA5 49921,107,94,14,88,67,15
16681,ZCTA5 49922,201,192,27,79,75,13
16682,ZCTA5 49925,181,174,37,124,116,37
16683,ZCTA5 49927,134,127,20,115,107,25
16684,ZCTA5 49929,76,68,5,58,50,2
16685,ZCTA5 49930,1591,1488,484,1263,1068,338
16686,ZCTA5 49931,1340,1262,651,1105,1035,388
16687,ZCTA5 49934,230,217,33,159,119,0
16688,ZCTA5 49935,2009,1902,342,1660,1470,349
16689,ZCTA5 49938,2417,2314,545,1588,1420,269
16690,ZCTA5 49942,17,17,0,19,5,0
16691,ZCTA5 49945,865,800,220,573,514,113
16692,ZCTA5 49946,1197,1076,216,970,823,136
16693,ZCTA5 49947,494,390,58,240,222,52
16694,ZCTA5 49948,177,148,17,142,121,8
16695,ZCTA5 49950,373,340,66,394,367,109
16696,ZCTA5 49952,38,38,10,17,11,0
16697,ZCTA5 49953,1034,972,153,812,751,165
16698,ZCTA5 49955,126,126,11,53,40,8
16699,ZCTA5 49958,287,287,92,177,157,55
16700,ZCTA5 49959,80,73,12,105,89,17
16701,ZCTA5 49960,36,31,4,47,44,3
16702,ZCTA5 49961,33,30,2,45,42,8
16703,ZCTA5 49962,40,39,7,75,65,10
16704,ZCTA5 49963,241,241,57,153,95,15
16705,ZCTA5 49965,136,132,17,100,85,22
16706,ZCTA5 49967,215,191,24,169,150,34
16707,ZCTA5 49968,677,641,107,639,577,79
16708,ZCTA5 49969,383,376,95,520,478,121
16709,ZCTA5 49970,98,97,4,63,54,4
16710,ZCTA5 49971,135,120,3,147,132,13
16711,ZCTA5 50001,231,198,28,52,49,6
16712,ZCTA5 50002,402,389,47,258,234,22
16713,ZCTA5 50003,2291,2126,797,1091,1009,261
16714,ZCTA5 50005,261,248,64,168,140,13
16715,ZCTA5 50006,458,390,75,315,282,33
16716,ZCTA5 50007,212,205,74,62,59,19
16717,ZCTA5 50008,204,193,14,207,179,24
16718,ZCTA5 50009,4228,4094,1237,2009,1781,295
16719,ZCTA5 50010,6022,5883,3380,4167,3946,2072
16720,ZCTA5 50011,0,0,0,0,0,0
16721,ZCTA5 50012,7,7,0,0,0,0
16722,ZCTA5 50014,4217,4094,2596,1666,1649,982
16723,ZCTA5 50020,384,355,40,353,331,45
16724,ZCTA5 50021,5604,5463,2211,2678,2513,797
16725,ZCTA5 50022,2347,2193,517,1756,1555,294
16726,ZCTA5 50023,6481,6317,2479,2442,2361,619
16727,ZCTA5 50025,933,899,187,785,645,82
16728,ZCTA5 50026,249,243,67,149,130,9
16729,ZCTA5 50027,83,78,7,85,61,11
16730,ZCTA5 50028,460,436,78,299,256,45
16731,ZCTA5 50029,246,242,64,92,66,1
16732,ZCTA5 50032,15,15,15,17,17,0
16733,ZCTA5 50033,7,7,0,6,2,0
16734,ZCTA5 50034,117,113,19,94,89,12
16735,ZCTA5 50035,1341,1281,419,301,267,31
16736,ZCTA5 50036,4306,4174,1075,2758,2544,627
16737,ZCTA5 50038,54,54,7,21,21,0
16738,ZCTA5 50039,171,165,10,133,133,11
16739,ZCTA5 50041,31,22,0,39,39,0
16740,ZCTA5 50042,118,111,12,46,39,4
16741,ZCTA5 50044,298,278,21,199,152,11
16742,ZCTA5 50046,394,381,120,133,124,7
16743,ZCTA5 50047,1393,1329,363,939,892,121
16744,ZCTA5 50048,265,258,17,158,137,5
16745,ZCTA5 50049,1870,1739,308,1412,1212,131
16746,ZCTA5 50050,159,151,36,173,155,14
16747,ZCTA5 50051,187,176,6,62,62,0
16748,ZCTA5 50052,46,46,11,51,38,1
16749,ZCTA5 50054,887,867,155,346,287,32
16750,ZCTA5 50055,275,263,31,107,102,21
16751,ZCTA5 50056,407,391,99,221,193,38
16752,ZCTA5 50057,39,32,18,16,12,0
16753,ZCTA5 50058,482,463,108,456,398,51
16754,ZCTA5 50060,641,606,109,572,473,81
16755,ZCTA5 50061,702,680,355,228,224,54
16756,ZCTA5 50062,160,148,18,164,111,4
16757,ZCTA5 50063,767,753,201,410,378,82
16758,ZCTA5 50064,34,32,8,7,4,0
16759,ZCTA5 50065,182,158,16,115,100,32
16760,ZCTA5 50066,61,58,1,47,45,2
16761,ZCTA5 50067,67,55,2,33,16,0
16762,ZCTA5 50068,63,57,3,68,51,7
16763,ZCTA5 50069,318,296,43,156,138,11
16764,ZCTA5 50070,465,444,98,192,138,39
16765,ZCTA5 50071,333,324,47,222,189,28
16766,ZCTA5 50072,748,729,252,351,326,90
16767,ZCTA5 50073,336,307,70,86,84,0
16768,ZCTA5 50074,151,149,79,165,157,12
16769,ZCTA5 50075,232,225,70,140,132,22
16770,ZCTA5 50076,426,382,36,381,315,41
16771,ZCTA5 50078,52,45,2,33,27,0
16772,ZCTA5 50101,32,32,12,6,5,0
16773,ZCTA5 50102,23,23,12,9,9,0
16774,ZCTA5 50103,94,87,26,89,75,4
16775,ZCTA5 50104,36,34,9,24,24,2
16776,ZCTA5 50105,355,348,167,76,73,16
16777,ZCTA5 50106,320,268,44,185,178,21
16778,ZCTA5 50107,323,296,46,181,165,12
16779,ZCTA5 50108,118,108,27,137,114,4
16780,ZCTA5 50109,818,807,275,337,288,30
16781,ZCTA5 50111,2791,2676,1271,664,593,119
16782,ZCTA5 50112,2749,2585,831,2083,1904,575
16783,ZCTA5 50115,753,700,182,558,489,48
16784,ZCTA5 50116,55,52,2,40,39,0
16785,ZCTA5 50117,61,56,11,22,16,6
16786,ZCTA5 50118,333,301,25,103,95,18
16787,ZCTA5 50119,233,227,0,76,66,0
16788,ZCTA5 50120,107,98,15,32,26,3
16789,ZCTA5 50122,346,318,53,379,309,50
16790,ZCTA5 50123,235,227,25,209,191,22
16791,ZCTA5 50124,963,945,310,468,356,86
16792,ZCTA5 50125,4887,4764,1567,2964,2740,655
16793,ZCTA5 50126,1911,1877,283,1342,1135,218
16794,ZCTA5 50127,0,0,0,17,0,0
16795,ZCTA5 50128,97,80,14,77,74,9
16796,ZCTA5 50129,1591,1483,491,1139,1008,149
16797,ZCTA5 50130,498,477,153,263,230,57
16798,ZCTA5 50131,5348,5295,3377,2233,2119,727
16799,ZCTA5 50132,131,119,5,60,58,7
16800,ZCTA5 50133,96,77,2,107,87,4
16801,ZCTA5 50134,227,225,91,73,60,18
16802,ZCTA5 50135,520,505,77,425,368,35
16803,ZCTA5 50136,94,83,10,78,67,4
16804,ZCTA5 50138,3141,2959,520,2055,1721,258
16805,ZCTA5 50139,472,461,65,216,194,30
16806,ZCTA5 50140,631,540,212,479,412,117
16807,ZCTA5 50141,203,195,41,71,63,0
16808,ZCTA5 50142,269,267,29,146,132,13
16809,ZCTA5 50143,179,171,54,104,97,52
16810,ZCTA5 50144,684,624,121,526,429,61
16811,ZCTA5 50146,174,141,5,74,54,0
16812,ZCTA5 50147,158,144,6,105,75,7
16813,ZCTA5 50148,147,117,26,74,72,24
16814,ZCTA5 50149,297,266,14,192,154,6
16815,ZCTA5 50150,156,150,4,211,189,22
16816,ZCTA5 50151,220,212,49,138,109,1
16817,ZCTA5 50153,318,310,6,140,112,10
16818,ZCTA5 50154,105,98,27,50,47,4
16819,ZCTA5 50155,110,102,8,50,40,12
16820,ZCTA5 50156,1410,1352,319,680,596,76
16821,ZCTA5 50157,233,213,18,121,106,18
16822,ZCTA5 50158,8116,6664,1766,5419,4724,944
16823,ZCTA5 50160,139,135,7,39,32,0
16824,ZCTA5 50161,681,665,191,314,284,60
16825,ZCTA5 50162,408,389,72,182,172,28
16826,ZCTA5 50163,215,170,37,170,156,12
16827,ZCTA5 50164,139,134,41,95,73,8
16828,ZCTA5 50165,20,20,0,5,5,2
16829,ZCTA5 50166,440,433,62,295,279,65
16830,ZCTA5 50167,185,171,30,104,96,15
16831,ZCTA5 50168,245,228,50,92,87,17
16832,ZCTA5 50169,954,890,161,433,392,112
16833,ZCTA5 50170,748,688,150,432,353,59
16834,ZCTA5 50171,829,769,164,668,624,153
16835,ZCTA5 50173,269,257,12,142,131,13
16836,ZCTA5 50174,397,378,46,245,206,5
16837,ZCTA5 50201,2425,2256,529,1144,1010,242
16838,ZCTA5 50206,107,104,38,72,70,16
16839,ZCTA5 50207,785,742,147,366,320,32
16840,ZCTA5 50208,5766,5499,1123,3816,3138,518
16841,ZCTA5 50210,630,544,105,294,284,20
16842,ZCTA5 50211,3433,3319,1119,1256,1137,205
16843,ZCTA5 50212,1211,1188,358,612,541,57
16844,ZCTA5 50213,1770,1555,276,1187,970,129
16845,ZCTA5 50214,263,263,66,62,62,36
16846,ZCTA5 50216,801,775,228,672,641,210
16847,ZCTA5 50217,156,148,24,125,124,27
16848,ZCTA5 50218,40,32,3,32,29,0
16849,ZCTA5 50219,3355,3142,1057,2057,1762,451
16850,ZCTA5 50220,2059,1641,375,1350,1160,195
16851,ZCTA5 50222,158,151,39,83,75,10
16852,ZCTA5 50223,148,140,22,62,46,2
16853,ZCTA5 50225,676,628,80,497,434,46
16854,ZCTA5 50226,1948,1896,757,558,545,146
16855,ZCTA5 50227,6,6,0,3,3,0
16856,ZCTA5 50228,625,612,101,447,380,41
16857,ZCTA5 50229,247,243,43,140,123,25
16858,ZCTA5 50230,446,400,82,141,129,28
16859,ZCTA5 50231,68,67,10,31,28,11
16860,ZCTA5 50232,154,142,39,84,65,5
16861,ZCTA5 50233,511,480,104,244,220,41
16862,ZCTA5 50234,168,133,20,163,148,34
16863,ZCTA5 50235,109,98,27,72,63,7
16864,ZCTA5 50236,451,445,159,187,175,76
16865,ZCTA5 50237,992,963,184,558,475,115
16866,ZCTA5 50238,360,346,78,229,200,15
16867,ZCTA5 50239,35,30,1,28,27,1
16868,ZCTA5 50240,714,685,163,456,401,70
16869,ZCTA5 50242,109,105,2,19,14,0
16870,ZCTA5 50243,61,55,13,36,28,2
16871,ZCTA5 50244,443,427,162,210,208,68
16872,ZCTA5 50246,262,250,42,138,118,13
16873,ZCTA5 50247,539,514,97,387,342,60
16874,ZCTA5 50248,1244,1143,423,980,882,153
16875,ZCTA5 50249,345,328,54,211,154,24
16876,ZCTA5 50250,609,572,105,512,446,91
16877,ZCTA5 50251,316,309,18,214,167,23
16878,ZCTA5 50252,110,110,30,44,42,0
16879,ZCTA5 50254,87,86,13,49,34,0
16880,ZCTA5 50255,40,38,11,2,2,1
16881,ZCTA5 50256,208,194,28,120,89,0
16882,ZCTA5 50257,272,256,5,173,143,4
16883,ZCTA5 50258,371,365,64,187,156,28
16884,ZCTA5 50261,771,760,305,234,226,46
16885,ZCTA5 50262,129,112,9,49,38,14
16886,ZCTA5 50263,3807,3753,1823,1700,1609,432
16887,ZCTA5 50264,112,97,9,67,67,9
16888,ZCTA5 50265,8519,8201,4018,4186,3953,1372
16889,ZCTA5 50266,5590,5352,3278,2621,2384,1293
16890,ZCTA5 50268,307,270,38,159,129,7
16891,ZCTA5 50271,156,155,22,79,72,3
16892,ZCTA5 50272,32,29,1,21,17,0
16893,ZCTA5 50273,2336,2177,584,1463,1337,198
16894,ZCTA5 50274,90,89,22,99,94,14
16895,ZCTA5 50275,174,158,25,161,146,1
16896,ZCTA5 50276,836,668,169,392,349,48
16897,ZCTA5 50277,130,118,27,96,84,13
16898,ZCTA5 50278,291,289,48,166,142,15
16899,ZCTA5 50309,1453,1141,325,517,422,140
16900,ZCTA5 50310,7886,7169,2834,3694,3298,1031
16901,ZCTA5 50311,2956,2643,1149,1094,1006,499
16902,ZCTA5 50312,4451,4123,2247,2243,2082,965
16903,ZCTA5 50313,4360,3857,657,2311,1826,214
16904,ZCTA5 50314,2300,1831,341,1158,959,199
16905,ZCTA5 50315,8651,7571,1044,4197,3516,616
16906,ZCTA5 50316,3543,2783,366,1697,1265,318
16907,ZCTA5 50317,9259,8116,958,4569,3420,370
16908,ZCTA5 50319,0,0,0,0,0,0
16909,ZCTA5 50320,4747,4170,870,1911,1528,262
16910,ZCTA5 50321,1998,1921,856,1117,1056,423
16911,ZCTA5 50322,9385,9086,4009,4800,4583,1655
16912,ZCTA5 50323,2950,2943,1786,1245,1168,449
16913,ZCTA5 50324,1324,1249,591,957,909,374
16914,ZCTA5 50325,4684,4559,2774,1966,1913,842
16915,ZCTA5 50327,3068,2879,1015,1428,1308,266
16916,ZCTA5 50401,8480,8005,1786,5441,4747,976
16917,ZCTA5 50420,156,142,28,81,74,13
16918,ZCTA5 50421,863,843,147,723,609,58
16919,ZCTA5 50423,835,786,127,655,550,72
16920,ZCTA5 50424,380,366,95,352,318,59
16921,ZCTA5 50426,15,14,6,5,5,0
16922,ZCTA5 50428,2702,2596,727,1947,1787,449
16923,ZCTA5 50430,181,168,38,100,84,16
16924,ZCTA5 50431,93,80,11,20,16,4
16925,ZCTA5 50432,77,76,2,48,45,5
16926,ZCTA5 50433,101,99,14,26,22,5
16927,ZCTA5 50434,137,134,9,86,76,10
16928,ZCTA5 50435,196,177,25,125,107,7
16929,ZCTA5 50436,1838,1776,414,1109,964,157
16930,ZCTA5 50438,1213,1197,342,641,597,118
16931,ZCTA5 50439,124,114,16,42,36,1
16932,ZCTA5 50440,195,191,27,100,85,2
16933,ZCTA5 50441,1462,1332,285,1008,886,103
16934,ZCTA5 50444,128,120,4,39,37,6
16935,ZCTA5 50446,232,231,33,78,67,5
16936,ZCTA5 50447,263,253,62,273,215,31
16937,ZCTA5 50448,228,220,63,151,148,10
16938,ZCTA5 50449,129,123,5,114,93,15
16939,ZCTA5 50450,722,651,133,659,526,86
16940,ZCTA5 50451,187,184,12,105,78,5
16941,ZCTA5 50452,177,155,39,153,128,13
