,ZCTA,TotalPopulation,85andOver,45to54,55to64,65to74,75to84
98,ZCTA5 00915,32368.0,1.2,13.0,12.4,9.0,4.1
99,ZCTA5 00917,21275.0,2.2,15.3,13.9,11.3,5.300000000000001
100,ZCTA5 00918,16890.0,3.5,10.3,9.5,7.6,6.699999999999999
101,ZCTA5 00920,19528.0,2.4,10.5,14.399999999999999,7.5,6.6
102,ZCTA5 00921,38800.0,2.3,13.0,9.5,6.1,5.5
103,ZCTA5 00923,30072.0,1.4,12.899999999999999,9.3,7.2,3.1
104,ZCTA5 00924,57860.0,1.5,13.4,9.8,7.4,4.9
105,ZCTA5 00925,6896.0,1.0,15.600000000000001,10.399999999999999,7.8,2.4
106,ZCTA5 00926,108427.0,1.3,12.5,11.8,7.9,4.8
107,ZCTA5 00927,15769.0,3.1,15.8,9.9,8.5,5.6
108,ZCTA5 00934,266.0,0.0,17.3,0.6,0.6,0.0
109,ZCTA5 00936,1316.0,1.9,11.4,19.4,16.0,8.2
110,ZCTA5 00949,82068.0,1.2,12.3,10.600000000000001,7.6,3.6
111,ZCTA5 00950,0.0,0,0.0,0.0,0.0,0.0
112,ZCTA5 00951,16.0,0.0,0.0,100.0,0.0,0.0
113,ZCTA5 00952,10099.0,1.6,13.0,11.2,9.2,2.4
114,ZCTA5 00953,73159.0,0.6,13.8,9.6,5.9,2.6
115,ZCTA5 00956,79371.0,1.1,13.3,10.2,7.8,5.4
116,ZCTA5 00957,46330.0,1.0,10.5,10.100000000000001,9.6,5.1
117,ZCTA5 00959,48030.0,1.5,13.2,9.3,7.199999999999999,6.4
118,ZCTA5 00960,1585.0,0.0,11.6,2.3,1.0,0.4
119,ZCTA5 00961,33000.0,0.8,12.8,12.3,8.1,4.3
120,ZCTA5 00962,22200.0,1.7,13.0,10.8,6.8,3.4
121,ZCTA5 00965,9256.0,0.8,13.6,10.8,7.5,4.8
122,ZCTA5 00966,17445.0,1.7,12.7,11.1,7.4,5.4
123,ZCTA5 00968,3986.0,8.5,13.899999999999999,14.600000000000001,14.899999999999999,7.7
124,ZCTA5 00969,42731.0,1.5,13.7,13.1,7.5,3.9
125,ZCTA5 00971,30042.0,1.3,14.399999999999999,11.399999999999999,8.0,4.3
126,ZCTA5 00976,64104.0,1.3,12.1,11.0,6.9,3.4
127,ZCTA5 00979,16247.0,1.4,15.9,11.4,13.1,7.7
128,ZCTA5 00982,16656.0,1.6,14.399999999999999,9.0,9.0,6.7
129,ZCTA5 00983,42485.0,1.6,12.4,9.8,8.3,4.3
130,ZCTA5 00985,37382.0,1.4,10.1,12.600000000000001,9.3,5.1
131,ZCTA5 00987,59995.0,0.7,12.1,10.8,7.3,3.1
132,ZCTA5 01001,17380.0,2.5,15.7,12.2,6.6,5.5
133,ZCTA5 01002,28718.0,1.0,8.3,9.6,5.0,2.4
134,ZCTA5 01003,11286.0,0.0,0.2,0.0,0.0,0.0
135,ZCTA5 01005,5120.0,1.5,16.299999999999997,15.9,6.1,1.7
136,ZCTA5 01007,14593.0,0.8,15.0,15.799999999999999,7.199999999999999,2.4
137,ZCTA5 01008,1160.0,1.0,24.4,19.6,5.1,2.9
138,ZCTA5 01009,636.0,0.0,16.9,19.9,6.1,0.0
139,ZCTA5 01010,3610.0,0.5,13.399999999999999,24.200000000000003,5.1,2.7
140,ZCTA5 01011,1326.0,0.8,23.700000000000003,18.700000000000003,9.3,1.9
141,ZCTA5 01012,506.0,2.8,24.799999999999997,21.3,3.5,0.0
142,ZCTA5 01013,21822.0,1.1,14.399999999999999,10.6,5.9,4.6
143,ZCTA5 01020,30893.0,1.3,14.9,15.100000000000001,9.8,5.0
144,ZCTA5 01022,2611.0,3.0,7.5,12.7,6.8,6.8999999999999995
145,ZCTA5 01026,1066.0,3.0,21.7,14.3,8.5,7.3
146,ZCTA5 01027,17622.0,2.1,18.6,16.2,5.6,3.4000000000000004
147,ZCTA5 01028,15710.0,2.5,18.4,12.899999999999999,7.300000000000001,4.8
148,ZCTA5 01029,601.0,0.9,26.200000000000003,22.7,2.6,10.8
149,ZCTA5 01030,11096.0,1.5,14.5,17.0,7.4,3.4
150,ZCTA5 01031,1547.0,0.8,14.2,13.2,7.6000000000000005,4.0
151,ZCTA5 01032,626.0,0.0,15.9,12.7,11.6,6.300000000000001
152,ZCTA5 01033,6197.0,1.8,17.299999999999997,18.1,7.1,3.8000000000000003
153,ZCTA5 01034,1952.0,0.8,14.8,15.700000000000001,10.6,4.9
154,ZCTA5 01035,5239.0,1.7,13.399999999999999,19.700000000000003,8.6,6.800000000000001
155,ZCTA5 01036,5096.0,1.8,22.4,12.799999999999999,12.9,5.1
156,ZCTA5 01037,716.0,0.0,23.7,16.6,14.299999999999999,5.8999999999999995
157,ZCTA5 01038,2676.0,1.4,18.9,15.799999999999999,7.699999999999999,2.3
158,ZCTA5 01039,1532.0,2.9,12.0,30.8,5.6,4.3
159,ZCTA5 01040,39996.0,2.2,14.0,10.0,5.4,4.3
160,ZCTA5 01050,2670.0,0.4,18.3,18.7,10.4,1.2
161,ZCTA5 01053,1926.0,6.8,14.7,15.7,16.9,4.7
162,ZCTA5 01054,1812.0,1.4,13.0,22.4,16.3,2.5
163,ZCTA5 01056,21146.0,1.2,17.4,14.3,6.7,3.9000000000000004
164,ZCTA5 01057,8511.0,1.1,22.5,17.799999999999997,8.6,3.8
165,ZCTA5 01060,15065.0,1.3,15.2,10.5,9.7,1.7
166,ZCTA5 01062,10980.0,0.8,17.1,16.4,7.8,3.5
167,ZCTA5 01063,671.0,0.0,0.0,0.0,0.0,0.0
168,ZCTA5 01066,0.0,0,0.0,0.0,0.0,0.0
169,ZCTA5 01068,1796.0,0.3,17.4,20.2,6.5,5.2
170,ZCTA5 01069,8881.0,1.2,16.0,15.600000000000001,5.6,5.2
171,ZCTA5 01070,529.0,0.8,15.8,27.0,13.9,8.1
172,ZCTA5 01071,1485.0,0.4,25.4,14.1,4.7,2.6
173,ZCTA5 01072,1449.0,0.0,16.8,26.1,4.0,3.0999999999999996
174,ZCTA5 01073,5828.0,0.5,17.4,14.3,7.699999999999999,6.2
175,ZCTA5 01074,271.0,0.0,21.0,0.0,24.6,19.6
176,ZCTA5 01075,17705.0,2.5,19.6,12.4,7.800000000000001,7.0
177,ZCTA5 01077,9496.0,1.3,20.9,12.5,7.8999999999999995,4.0
178,ZCTA5 01079,492.0,0.0,7.6,4.9,0.0,9.4
179,ZCTA5 01080,2329.0,2.1,19.0,10.899999999999999,7.3,2.3
180,ZCTA5 01081,1862.0,0.6,12.399999999999999,15.7,12.2,1.4
181,ZCTA5 01082,10265.0,1.2,17.9,14.3,6.6,4.5
182,ZCTA5 01083,2913.0,1.5,11.3,18.799999999999997,7.3,4.3
183,ZCTA5 01084,239.0,6.9,34.5,24.2,11.2,2.6
184,ZCTA5 01085,40590.0,2.0,15.0,12.0,6.5,3.9
185,ZCTA5 01086,1298.0,0.0,0.0,0.0,0.0,0.0
186,ZCTA5 01088,595.0,0.0,32.8,38.0,13.9,11.9
187,ZCTA5 01089,28411.0,1.1,13.899999999999999,12.899999999999999,6.8,5.0
188,ZCTA5 01092,1440.0,0.0,16.5,10.1,3.4,0.0
189,ZCTA5 01093,298.0,1.7,15.399999999999999,16.6,8.0,0.0
190,ZCTA5 01094,240.0,24.1,44.5,0.0,0.0,17.6
191,ZCTA5 01095,14275.0,2.8,19.6,16.4,8.4,7.2
192,ZCTA5 01096,2220.0,1.1,16.8,16.299999999999997,8.3,3.9
193,ZCTA5 01097,83.0,0.0,0.0,18.2,0.0,0.0
194,ZCTA5 01098,1138.0,2.4,14.8,29.6,7.1,4.8
195,ZCTA5 01103,2340.0,0.9,20.3,10.0,6.199999999999999,4.4
196,ZCTA5 01104,22833.0,1.1,14.6,9.2,6.3,4.6
197,ZCTA5 01105,12664.0,0.5,9.2,9.5,2.1,1.6
198,ZCTA5 01106,16079.0,3.5,18.0,14.3,9.8,4.9
199,ZCTA5 01107,11071.0,0.6,8.7,9.0,5.8,2.7
200,ZCTA5 01108,25551.0,0.5,13.1,10.0,4.800000000000001,2.5
201,ZCTA5 01109,31503.0,0.5,12.8,7.9,4.3,2.7
202,ZCTA5 01118,13762.0,3.6,14.399999999999999,12.8,9.0,3.3
203,ZCTA5 01119,14946.0,2.1,13.6,10.0,6.0,3.2
204,ZCTA5 01128,2347.0,2.3,12.9,22.200000000000003,6.1,3.4000000000000004
205,ZCTA5 01129,7330.0,1.3,14.7,13.299999999999999,7.0,2.6
206,ZCTA5 01151,8655.0,1.6,11.7,8.4,5.199999999999999,3.6999999999999997
207,ZCTA5 01199,0.0,0,0.0,0.0,0.0,0.0
208,ZCTA5 01201,45975.0,2.0,14.7,14.9,8.6,5.300000000000001
209,ZCTA5 01220,8657.0,1.9,17.6,12.3,7.9,4.5
210,ZCTA5 01222,875.0,0.0,28.9,12.9,2.1,8.7
211,ZCTA5 01223,2399.0,0.5,17.8,16.9,12.5,8.0
212,ZCTA5 01224,291.0,0.0,19.1,6.4,0.0,0.0
213,ZCTA5 01225,3036.0,3.6,14.600000000000001,18.1,7.3,3.4000000000000004
214,ZCTA5 01226,7024.0,1.7,20.6,12.7,5.9,5.699999999999999
215,ZCTA5 01229,170.0,0.0,0.0,11.1,0.0,0.0
216,ZCTA5 01230,8486.0,2.8,17.2,19.0,5.8,6.5
217,ZCTA5 01235,2867.0,2.4,23.9,15.9,6.4,4.1
218,ZCTA5 01236,1396.0,0.0,5.9,13.100000000000001,8.9,6.9
219,ZCTA5 01237,2599.0,1.0,14.8,15.6,9.100000000000001,2.6
220,ZCTA5 01238,6190.0,1.3,15.8,16.799999999999997,10.100000000000001,5.6
221,ZCTA5 01240,4442.0,7.0,12.1,17.1,11.1,5.5
222,ZCTA5 01242,569.0,0.0,0.3,7.6,7.1,3.0
223,ZCTA5 01243,267.0,0.0,22.4,14.299999999999999,15.7,13.6
224,ZCTA5 01244,133.0,0.0,0.0,50.8,0.0,18.4
225,ZCTA5 01245,821.0,2.4,17.8,22.5,19.9,4.7
226,ZCTA5 01247,16160.0,1.9,16.2,9.6,7.6,5.1
227,ZCTA5 01253,623.0,1.0,17.1,14.4,22.0,4.3
228,ZCTA5 01254,1120.0,1.3,13.4,19.799999999999997,22.1,7.9
229,ZCTA5 01255,886.0,7.0,18.5,15.4,6.300000000000001,8.3
230,ZCTA5 01256,663.0,1.6,21.0,17.9,6.6,6.0
231,ZCTA5 01257,2072.0,2.1,17.3,19.7,16.9,3.5
232,ZCTA5 01258,321.0,0.0,31.5,16.8,18.9,11.899999999999999
233,ZCTA5 01259,564.0,0.0,22.3,17.5,16.9,2.6
234,ZCTA5 01260,157.0,0.0,31.7,40.0,0.0,0.0
235,ZCTA5 01262,1171.0,0.0,25.6,8.0,15.3,8.1
236,ZCTA5 01264,143.0,6.2,4.6,9.2,43.0,4.6
237,ZCTA5 01266,1600.0,1.6,14.2,26.900000000000002,15.5,5.2
238,ZCTA5 01267,7994.0,4.2,10.5,15.7,12.899999999999999,6.1
239,ZCTA5 01270,776.0,2.8,19.299999999999997,29.3,3.6,3.6
240,ZCTA5 01301,17843.0,1.9,13.2,16.5,6.300000000000001,4.0
241,ZCTA5 01330,1439.0,0.5,21.799999999999997,28.2,4.0,1.5
242,ZCTA5 01331,13520.0,1.1,13.7,14.7,4.6,5.2
243,ZCTA5 01337,2528.0,1.9,19.3,13.7,10.3,4.9
244,ZCTA5 01338,231.0,0.0,37.8,4.2,5.0,0.0
245,ZCTA5 01339,1586.0,1.3,15.7,20.1,14.6,5.4
246,ZCTA5 01340,1671.0,2.5,16.9,20.0,6.4,6.2
247,ZCTA5 01341,1776.0,3.0,21.299999999999997,20.8,6.8999999999999995,4.9
248,ZCTA5 01342,1481.0,0.0,15.9,20.6,4.5,6.4
249,ZCTA5 01343,85.0,0.0,5.9,17.6,0.0,44.1
250,ZCTA5 01344,1471.0,1.3,12.100000000000001,16.9,5.2,1.4000000000000001
251,ZCTA5 01346,426.0,0.0,19.0,21.0,11.899999999999999,1.4
252,ZCTA5 01347,102.0,0.0,22.4,2.0,20.4,0.0
253,ZCTA5 01349,847.0,5.7,16.9,20.700000000000003,7.4,1.4
254,ZCTA5 01350,105.0,0.0,16.3,20.4,6.1,0.0
255,ZCTA5 01351,2367.0,1.5,21.4,10.8,11.0,6.4
256,ZCTA5 01354,1565.0,0.8,23.6,21.799999999999997,11.399999999999999,2.5
257,ZCTA5 01355,895.0,0.7,10.2,22.1,8.100000000000001,1.9
258,ZCTA5 01360,3043.0,2.3,21.0,12.7,11.100000000000001,3.2
259,ZCTA5 01364,7966.0,0.4,16.3,13.600000000000001,7.1,5.6
260,ZCTA5 01366,1301.0,3.0,24.8,12.399999999999999,11.2,2.1
261,ZCTA5 01367,530.0,1.1,11.0,26.200000000000003,13.3,7.6
262,ZCTA5 01368,1051.0,0.0,21.6,15.5,10.3,5.0
263,ZCTA5 01370,4127.0,2.6,17.7,17.2,9.4,4.6
264,ZCTA5 01373,4631.0,1.2,20.6,12.7,10.2,2.6
265,ZCTA5 01375,3690.0,3.0,14.9,10.3,3.9,3.4000000000000004
266,ZCTA5 01376,5432.0,2.5,17.7,15.9,7.300000000000001,3.7
267,ZCTA5 01378,631.0,1.6,23.5,16.8,15.7,4.2
268,ZCTA5 01379,1004.0,1.9,21.200000000000003,24.5,9.7,2.0
269,ZCTA5 01420,40327.0,1.5,14.4,9.3,5.9,3.8
270,ZCTA5 01430,6077.0,0.0,19.5,14.5,5.800000000000001,2.5999999999999996
271,ZCTA5 01431,3066.0,0.8,20.1,17.1,5.8,5.3
272,ZCTA5 01432,7105.0,0.0,20.2,13.1,3.5,3.7
273,ZCTA5 01434,1564.0,1.0,19.9,14.5,7.6,1.0
274,ZCTA5 01436,3641.0,0.6,10.1,14.6,12.100000000000001,1.6
275,ZCTA5 01438,313.0,0.0,46.2,27.9,12.5,0.0
276,ZCTA5 01440,20393.0,1.8,17.1,12.6,5.4,3.9
277,ZCTA5 01450,10687.0,0.8,20.0,14.8,5.5,3.0
278,ZCTA5 01451,4915.0,0.7,24.4,16.4,7.4,3.8
279,ZCTA5 01452,4366.0,0.0,20.8,16.299999999999997,5.6,4.1
280,ZCTA5 01453,41113.0,1.9,18.6,11.5,6.9,4.5
281,ZCTA5 01460,8934.0,0.8,20.4,13.200000000000001,5.5,3.6
282,ZCTA5 01462,10356.0,2.0,19.4,15.0,7.5,3.0
283,ZCTA5 01463,11537.0,0.8,21.0,14.4,5.9,2.1
284,ZCTA5 01464,7352.0,0.0,17.4,10.8,4.1,2.7
285,ZCTA5 01467,401.0,2.0,25.700000000000003,24.200000000000003,0.0,11.9
286,ZCTA5 01468,3880.0,0.0,25.8,12.0,6.199999999999999,1.8
287,ZCTA5 01469,6822.0,0.2,17.9,12.8,7.0,2.0
288,ZCTA5 01473,7282.0,0.5,20.6,14.5,6.6,3.1
289,ZCTA5 01474,2159.0,0.0,25.3,12.5,6.800000000000001,0.0
290,ZCTA5 01475,10333.0,1.6,18.1,16.1,6.0,2.3
291,ZCTA5 01501,16080.0,2.0,17.0,11.3,7.4,5.4
292,ZCTA5 01503,2856.0,1.7,17.4,15.600000000000001,8.600000000000001,5.7
293,ZCTA5 01504,9030.0,0.4,18.799999999999997,13.2,5.699999999999999,2.5
294,ZCTA5 01505,4341.0,1.2,23.9,13.5,5.5,3.5
295,ZCTA5 01506,3378.0,1.0,14.5,17.7,11.399999999999999,2.6
296,ZCTA5 01507,12947.0,2.1,19.9,10.6,6.6,2.1
297,ZCTA5 01510,13618.0,1.3,19.6,10.3,5.7,1.7000000000000002
298,ZCTA5 01515,2152.0,2.6,25.6,11.0,10.2,2.0
299,ZCTA5 01516,8466.0,0.4,17.4,12.600000000000001,4.8,1.8
300,ZCTA5 01518,3089.0,1.2,8.2,12.799999999999999,5.2,0.2
301,ZCTA5 01519,6386.0,0.3,18.2,11.0,3.7,3.0999999999999996
302,ZCTA5 01520,14333.0,1.7,17.1,12.5,7.2,4.6
303,ZCTA5 01521,2477.0,0.0,19.1,16.2,6.0,5.699999999999999
304,ZCTA5 01522,2994.0,0.0,25.5,15.5,2.9,4.2
305,ZCTA5 01523,7395.0,0.9,12.4,12.2,8.8,2.3
306,ZCTA5 01524,7029.0,0.9,16.799999999999997,13.1,4.1,3.9
307,ZCTA5 01525,136.0,0.0,0.0,56.3,0.0,0.0
308,ZCTA5 01527,13257.0,0.9,15.5,13.0,8.7,4.1
309,ZCTA5 01529,3168.0,0.0,21.1,8.899999999999999,4.0,1.2000000000000002
310,ZCTA5 01531,1084.0,1.4,15.6,22.0,9.3,1.7999999999999998
311,ZCTA5 01532,14407.0,1.2,19.6,14.6,5.0,2.9
312,ZCTA5 01534,5168.0,2.0,16.8,16.2,4.0,3.8
313,ZCTA5 01535,4681.0,0.0,20.6,10.7,6.3999999999999995,5.3999999999999995
314,ZCTA5 01536,7156.0,2.1,14.5,12.7,4.2,3.8000000000000003
315,ZCTA5 01537,2334.0,0.0,20.8,6.4,5.6,5.0
316,ZCTA5 01540,11237.0,1.2,16.6,14.399999999999999,6.2,1.8
317,ZCTA5 01541,3423.0,1.3,21.4,15.8,7.9,1.5
318,ZCTA5 01542,1655.0,1.5,11.2,14.7,16.0,4.0
319,ZCTA5 01543,7967.0,0.8,16.1,10.100000000000001,7.199999999999999,2.6
320,ZCTA5 01545,35413.0,1.9,16.5,11.0,6.4,3.3
321,ZCTA5 01550,16775.0,1.2,12.600000000000001,13.9,4.5,4.4
322,ZCTA5 01560,4290.0,0.8,13.5,9.6,3.9,1.9
323,ZCTA5 01561,293.0,0.0,8.6,54.3,0.0,0.0
324,ZCTA5 01562,11713.0,0.8,17.8,13.0,6.9,3.6
325,ZCTA5 01564,7808.0,0.9,25.0,9.600000000000001,8.3,2.5
326,ZCTA5 01566,6141.0,1.0,15.0,16.3,9.5,6.2
327,ZCTA5 01568,7367.0,0.3,19.6,14.8,5.8,2.2
328,ZCTA5 01569,13422.0,1.2,16.6,15.5,6.4,2.9
329,ZCTA5 01570,16760.0,1.4,17.5,11.600000000000001,8.899999999999999,3.7
330,ZCTA5 01571,11401.0,0.6,12.8,11.7,4.699999999999999,4.2
331,ZCTA5 01581,18345.0,1.8,18.1,10.100000000000001,4.9,4.3
332,ZCTA5 01583,7627.0,0.9,10.8,13.4,5.7,3.4
333,ZCTA5 01585,4481.0,1.4,15.600000000000001,14.399999999999999,12.8,6.6
334,ZCTA5 01588,10411.0,1.6,16.0,11.2,9.1,3.1999999999999997
335,ZCTA5 01590,8836.0,0.7,21.0,13.5,10.1,2.9
336,ZCTA5 01602,23185.0,2.7,14.0,13.0,6.300000000000001,5.0
337,ZCTA5 01603,19123.0,1.2,16.799999999999997,10.2,5.5,3.0
338,ZCTA5 01604,35844.0,2.0,11.5,11.399999999999999,5.699999999999999,3.9
339,ZCTA5 01605,26247.0,1.6,13.1,11.2,4.6,2.5
340,ZCTA5 01606,19899.0,2.8,16.2,8.9,6.8,3.5
341,ZCTA5 01607,8265.0,1.6,13.600000000000001,12.2,5.300000000000001,1.5999999999999999
342,ZCTA5 01608,3767.0,0.0,6.3999999999999995,5.6,2.7,0.0
343,ZCTA5 01609,21571.0,1.6,12.6,11.5,4.9,4.1
344,ZCTA5 01610,23826.0,0.5,11.2,6.3,3.1,1.9
345,ZCTA5 01611,2446.0,0.0,17.2,15.7,6.9,3.0999999999999996
346,ZCTA5 01612,4846.0,0.6,14.4,15.5,6.0,5.6
347,ZCTA5 01701,31144.0,2.3,18.5,14.5,8.2,3.6999999999999997
348,ZCTA5 01702,37700.0,0.9,13.6,8.3,4.300000000000001,3.5
349,ZCTA5 01718,367.0,0.0,10.3,9.0,15.4,0.0
350,ZCTA5 01719,5017.0,0.4,20.3,19.3,6.3,1.8
351,ZCTA5 01720,21382.0,1.3,20.1,13.3,6.5,2.4
352,ZCTA5 01721,16587.0,1.1,21.3,13.0,5.0,2.4000000000000004
353,ZCTA5 01730,13515.0,3.3,17.4,13.6,4.5,6.6
