,GEO.display-label,PoorFucks,HC02_EST_VC09,HC02_EST_VC10,RichFucks
233,ZCTA5 01259,12.4,18.1,21.4,47.9
234,ZCTA5 01260,39.5,12.3,19.8,28.4
235,ZCTA5 01262,29.0,3.7,19.3,48.2
236,ZCTA5 01264,23.0,5.8,25.0,46.099999999999994
237,ZCTA5 01266,20.0,9.9,21.2,48.9
238,ZCTA5 01267,14.8,8.0,18.0,59.2
239,ZCTA5 01270,22.6,10.9,17.6,48.900000000000006
240,ZCTA5 01301,19.000000000000004,12.8,24.5,43.8
241,ZCTA5 01330,12.500000000000002,12.0,15.0,60.4
242,ZCTA5 01331,24.0,14.9,19.5,41.400000000000006
243,ZCTA5 01337,19.099999999999998,10.9,23.8,46.199999999999996
244,ZCTA5 01338,35.3,9.8,37.3,17.6
245,ZCTA5 01339,24.599999999999998,16.4,19.4,39.5
246,ZCTA5 01340,27.099999999999998,13.1,27.5,32.2
247,ZCTA5 01341,12.700000000000001,8.9,19.2,59.099999999999994
248,ZCTA5 01342,4.4,29.3,15.2,51.2
249,ZCTA5 01343,25.0,0.0,16.7,58.3
250,ZCTA5 01344,17.1,14.1,25.8,43.1
251,ZCTA5 01346,22.900000000000002,14.9,20.6,41.699999999999996
252,ZCTA5 01347,28.2,28.3,43.5,0.0
253,ZCTA5 01349,28.199999999999996,7.1,27.0,37.8
254,ZCTA5 01350,72.79999999999998,3.0,6.1,18.2
255,ZCTA5 01351,14.7,16.9,7.4,61.0
256,ZCTA5 01354,11.5,13.5,21.5,53.5
257,ZCTA5 01355,17.400000000000002,11.4,23.1,48.2
258,ZCTA5 01360,13.3,13.3,16.7,56.89999999999999
259,ZCTA5 01364,32.2,12.6,21.8,33.4
260,ZCTA5 01366,22.1,12.1,20.0,45.8
261,ZCTA5 01367,39.199999999999996,10.5,20.9,29.599999999999998
262,ZCTA5 01368,16.1,19.2,18.0,46.699999999999996
263,ZCTA5 01370,21.400000000000002,12.1,20.0,46.5
264,ZCTA5 01373,18.5,9.1,16.9,55.5
265,ZCTA5 01375,17.5,9.1,18.3,55.2
266,ZCTA5 01376,22.400000000000006,15.8,22.8,39.199999999999996
267,ZCTA5 01378,29.799999999999997,6.2,23.1,41.0
268,ZCTA5 01379,33.1,18.4,24.6,24.0
269,ZCTA5 01420,21.099999999999998,8.8,19.5,50.6
270,ZCTA5 01430,14.3,7.4,18.1,60.199999999999996
271,ZCTA5 01431,9.600000000000001,11.0,15.6,63.800000000000004
272,ZCTA5 01432,6.9,8.3,19.3,65.30000000000001
273,ZCTA5 01434,0.0,9.2,27.7,63.0
274,ZCTA5 01436,20.5,5.4,12.2,62.0
275,ZCTA5 01438,18.5,0.0,46.7,34.8
276,ZCTA5 01440,20.0,13.7,24.7,41.599999999999994
277,ZCTA5 01450,9.400000000000002,5.5,8.0,77.1
278,ZCTA5 01451,5.4,8.1,4.7,81.80000000000001
279,ZCTA5 01452,11.4,12.0,17.3,59.300000000000004
280,ZCTA5 01453,17.699999999999996,8.6,17.1,56.599999999999994
281,ZCTA5 01460,12.4,4.9,12.6,70.0
282,ZCTA5 01462,17.0,9.8,11.3,62.0
283,ZCTA5 01463,14.3,7.6,14.6,63.5
284,ZCTA5 01464,20.8,4.9,18.6,55.8
285,ZCTA5 01467,6.3,0.0,0.0,93.7
286,ZCTA5 01468,17.7,12.9,22.3,47.099999999999994
287,ZCTA5 01469,8.5,6.8,17.6,67.1
288,ZCTA5 01473,10.700000000000001,5.2,14.1,70.0
289,ZCTA5 01474,10.3,6.1,11.0,72.6
290,ZCTA5 01475,17.700000000000003,17.5,14.8,49.800000000000004
291,ZCTA5 01501,16.4,10.5,17.4,55.7
292,ZCTA5 01503,11.7,8.2,13.9,66.3
293,ZCTA5 01504,8.1,7.5,18.4,66.10000000000001
294,ZCTA5 01505,13.600000000000001,5.1,20.9,60.3
295,ZCTA5 01506,26.5,14.4,15.5,43.599999999999994
296,ZCTA5 01507,12.4,6.2,13.2,68.2
297,ZCTA5 01510,17.3,9.5,15.7,57.6
298,ZCTA5 01515,17.799999999999997,9.4,17.3,55.599999999999994
299,ZCTA5 01516,9.6,5.2,16.9,68.3
300,ZCTA5 01518,18.4,13.5,10.8,57.4
301,ZCTA5 01519,9.6,4.9,11.2,74.4
302,ZCTA5 01520,11.9,6.1,15.5,66.5
303,ZCTA5 01521,16.3,8.6,20.5,54.6
304,ZCTA5 01522,9.2,8.5,10.4,71.9
305,ZCTA5 01523,7.5,14.6,11.5,66.30000000000001
306,ZCTA5 01524,16.0,11.5,19.3,53.3
307,ZCTA5 01525,0.0,0.0,28.9,71.1
308,ZCTA5 01527,20.099999999999998,5.0,19.1,55.800000000000004
309,ZCTA5 01529,12.5,6.0,13.4,68.0
310,ZCTA5 01531,12.299999999999999,7.3,22.1,58.4
311,ZCTA5 01532,8.400000000000002,6.9,12.4,72.30000000000001
312,ZCTA5 01534,7.200000000000001,5.1,10.6,77.19999999999999
313,ZCTA5 01535,15.0,10.9,15.0,59.099999999999994
314,ZCTA5 01536,15.899999999999999,4.9,9.7,69.5
315,ZCTA5 01537,22.4,3.7,16.9,57.1
316,ZCTA5 01540,16.3,12.1,18.4,53.3
317,ZCTA5 01541,8.399999999999999,3.6,13.2,74.80000000000001
318,ZCTA5 01542,10.0,10.9,10.3,68.69999999999999
319,ZCTA5 01543,8.2,8.8,15.8,67.2
320,ZCTA5 01545,9.8,6.0,10.5,73.89999999999999
321,ZCTA5 01550,16.900000000000002,11.5,24.2,47.199999999999996
322,ZCTA5 01560,7.0,6.8,9.9,76.3
323,ZCTA5 01561,0.0,0.0,0.0,100.0
324,ZCTA5 01562,14.0,6.9,18.0,61.099999999999994
325,ZCTA5 01564,9.8,4.1,15.9,70.4
326,ZCTA5 01566,15.099999999999998,4.9,16.0,64.0
327,ZCTA5 01568,6.699999999999999,5.2,5.3,82.80000000000001
328,ZCTA5 01569,12.7,7.3,15.4,64.60000000000001
329,ZCTA5 01570,18.599999999999998,11.5,22.6,47.2
330,ZCTA5 01571,20.8,9.8,18.8,50.5
331,ZCTA5 01581,8.0,4.3,9.7,78.0
332,ZCTA5 01583,13.0,8.5,23.2,55.4
333,ZCTA5 01585,22.8,9.0,22.6,45.7
334,ZCTA5 01588,20.2,8.0,17.7,54.1
335,ZCTA5 01590,8.300000000000002,5.5,14.9,71.3
336,ZCTA5 01602,18.900000000000002,6.6,18.1,56.5
337,ZCTA5 01603,21.2,14.0,15.9,48.9
338,ZCTA5 01604,24.1,11.3,21.5,43.1
339,ZCTA5 01605,23.3,11.5,18.1,47.2
340,ZCTA5 01606,18.2,9.6,18.2,54.0
341,ZCTA5 01607,19.4,12.3,24.1,44.300000000000004
342,ZCTA5 01608,22.8,3.3,35.9,38.0
343,ZCTA5 01609,10.9,8.5,17.6,63.0
344,ZCTA5 01610,27.1,19.7,15.8,37.5
345,ZCTA5 01611,12.0,17.9,11.1,58.900000000000006
346,ZCTA5 01612,8.6,7.5,18.7,65.4
347,ZCTA5 01701,8.9,7.8,10.9,72.5
348,ZCTA5 01702,17.1,7.2,17.1,58.8
349,ZCTA5 01718,0.0,10.1,9.5,80.4
350,ZCTA5 01719,9.1,9.6,14.0,67.4
351,ZCTA5 01720,5.6,4.0,8.3,82.1
352,ZCTA5 01721,9.3,7.3,12.0,71.5
353,ZCTA5 01730,4.1,6.7,9.8,79.3
354,ZCTA5 01731,0.0,0.0,100.0,0.0
355,ZCTA5 01740,7.2,4.0,9.1,79.8
356,ZCTA5 01741,7.9,3.3,8.1,80.80000000000001
357,ZCTA5 01742,9.0,2.6,6.2,82.3
358,ZCTA5 01745,16.3,12.1,0.0,71.69999999999999
359,ZCTA5 01746,5.1000000000000005,6.4,10.2,78.19999999999999
360,ZCTA5 01747,16.7,5.4,17.2,60.5
361,ZCTA5 01748,6.3999999999999995,5.4,5.4,82.8
362,ZCTA5 01749,15.3,6.9,14.3,63.5
363,ZCTA5 01752,13.2,9.1,15.2,62.5
364,ZCTA5 01754,13.5,7.5,10.2,68.8
365,ZCTA5 01756,10.9,2.1,10.2,76.7
366,ZCTA5 01757,13.0,9.0,15.1,62.9
367,ZCTA5 01760,9.700000000000001,7.3,11.5,71.4
368,ZCTA5 01770,9.7,2.6,6.8,80.80000000000001
369,ZCTA5 01772,6.699999999999999,5.4,8.6,79.3
370,ZCTA5 01773,7.3999999999999995,3.5,10.5,78.69999999999999
371,ZCTA5 01775,11.1,4.6,9.1,75.2
372,ZCTA5 01776,5.4,3.7,4.5,86.2
373,ZCTA5 01778,9.4,3.9,5.5,81.19999999999999
374,ZCTA5 01801,13.1,6.9,14.5,65.6
375,ZCTA5 01803,13.799999999999999,7.2,12.4,66.6
376,ZCTA5 01810,6.5,4.9,9.3,79.3
377,ZCTA5 01821,9.799999999999999,8.8,12.4,68.9
378,ZCTA5 01824,10.8,7.0,10.9,71.19999999999999
379,ZCTA5 01826,13.5,8.1,16.1,62.4
380,ZCTA5 01827,8.200000000000001,9.4,8.2,74.3
381,ZCTA5 01830,14.899999999999999,9.3,18.1,57.599999999999994
382,ZCTA5 01832,14.499999999999998,9.3,16.5,59.6
383,ZCTA5 01833,5.8,8.0,12.2,74.1
384,ZCTA5 01834,9.0,10.6,17.0,63.4
385,ZCTA5 01835,11.3,8.0,21.2,59.5
386,ZCTA5 01840,6.3,7.8,42.6,43.300000000000004
387,ZCTA5 01841,24.6,11.9,25.1,38.3
388,ZCTA5 01843,21.599999999999998,10.5,17.5,50.300000000000004
389,ZCTA5 01844,13.700000000000001,10.0,15.2,61.099999999999994
390,ZCTA5 01845,7.8,6.2,11.3,74.7
391,ZCTA5 01850,23.6,14.5,20.3,41.6
392,ZCTA5 01851,19.2,13.2,15.4,52.199999999999996
393,ZCTA5 01852,18.0,9.7,20.0,52.2
394,ZCTA5 01854,20.799999999999997,7.3,15.9,56.0
395,ZCTA5 01860,16.8,7.6,16.4,59.3
396,ZCTA5 01862,16.8,2.9,10.8,69.7
397,ZCTA5 01863,13.099999999999998,8.7,15.9,62.3
398,ZCTA5 01864,9.600000000000001,3.2,12.8,74.5
399,ZCTA5 01867,9.700000000000001,5.3,10.6,74.4
400,ZCTA5 01876,15.399999999999999,6.5,13.4,64.7
401,ZCTA5 01879,10.1,4.8,16.4,68.6
402,ZCTA5 01880,9.299999999999999,7.0,15.2,68.5
403,ZCTA5 01886,7.7,5.5,9.6,77.1
404,ZCTA5 01887,11.299999999999999,5.4,13.2,69.9
405,ZCTA5 01890,7.0,4.3,8.4,80.30000000000001
406,ZCTA5 01901,9.6,0.0,26.0,64.3
407,ZCTA5 01902,21.3,10.9,21.9,45.7
408,ZCTA5 01904,8.8,7.4,15.1,68.6
409,ZCTA5 01905,13.8,9.0,17.3,59.9
410,ZCTA5 01906,14.1,8.4,17.7,59.7
411,ZCTA5 01907,10.1,4.2,11.7,74.0
412,ZCTA5 01908,13.1,13.9,14.9,58.0
413,ZCTA5 01913,9.7,9.4,16.6,64.3
414,ZCTA5 01915,11.999999999999998,6.5,14.2,67.2
415,ZCTA5 01921,4.3,5.3,7.0,83.5
416,ZCTA5 01922,10.7,6.6,22.3,60.4
417,ZCTA5 01923,13.3,7.1,14.3,65.3
418,ZCTA5 01929,10.0,8.1,10.3,71.6
419,ZCTA5 01930,19.5,8.6,15.3,56.599999999999994
420,ZCTA5 01937,0.0,0.0,0.0,0.0
421,ZCTA5 01938,14.799999999999999,8.2,13.9,63.099999999999994
422,ZCTA5 01940,6.7,5.4,12.8,75.0
423,ZCTA5 01944,13.7,7.4,5.8,73.1
424,ZCTA5 01945,11.9,6.9,9.0,72.0
425,ZCTA5 01949,16.7,2.7,11.2,69.6
426,ZCTA5 01950,13.9,5.6,14.2,66.30000000000001
427,ZCTA5 01951,11.2,5.5,16.7,66.7
428,ZCTA5 01952,19.0,15.8,13.7,51.5
429,ZCTA5 01960,18.7,9.3,17.8,54.2
430,ZCTA5 01966,15.0,12.2,16.0,56.7
431,ZCTA5 01969,11.100000000000001,7.0,15.8,66.0
432,ZCTA5 01970,15.4,8.6,17.7,58.300000000000004
433,ZCTA5 01982,11.500000000000002,5.5,9.7,73.4
434,ZCTA5 01983,7.1,6.0,11.3,75.6
435,ZCTA5 01984,15.2,2.6,13.8,68.3
436,ZCTA5 01985,8.6,6.3,10.4,74.8
437,ZCTA5 02019,10.3,10.1,12.8,66.80000000000001
438,ZCTA5 02021,12.700000000000001,5.7,13.5,68.2
439,ZCTA5 02025,5.5,5.3,7.8,81.30000000000001
440,ZCTA5 02026,14.400000000000002,6.7,12.1,66.8
441,ZCTA5 02030,4.9,3.5,8.2,83.5
442,ZCTA5 02032,9.299999999999999,6.6,8.2,75.8
443,ZCTA5 02035,10.4,5.1,12.4,72.30000000000001
444,ZCTA5 02038,7.9,6.4,12.1,73.6
445,ZCTA5 02043,13.9,5.8,6.6,73.8
446,ZCTA5 02045,18.199999999999996,6.1,16.5,59.3
447,ZCTA5 02047,0.0,100.0,0.0,0.0
448,ZCTA5 02048,6.800000000000002,5.0,13.1,75.2
449,ZCTA5 02050,12.9,9.0,13.1,65.0
450,ZCTA5 02052,3.8999999999999995,4.5,6.0,85.6
451,ZCTA5 02053,8.5,6.2,9.9,75.4
452,ZCTA5 02054,11.899999999999999,7.5,13.9,66.7
453,ZCTA5 02056,10.7,4.3,9.1,76.0
454,ZCTA5 02061,9.799999999999999,5.6,14.5,70.2
455,ZCTA5 02062,13.499999999999998,7.5,13.7,65.30000000000001
456,ZCTA5 02066,11.299999999999999,6.3,8.9,73.6
457,ZCTA5 02067,6.0,5.6,8.3,80.2
458,ZCTA5 02071,10.3,0.0,11.7,78.0
459,ZCTA5 02072,13.299999999999999,10.2,15.8,60.7
460,ZCTA5 02081,8.899999999999999,7.3,13.3,70.5
