,GEO.display-label,PoorFucks,HC02_EST_VC09,HC02_EST_VC10,RichFucks
232,ZCTA5 01258,33.7,8.2,31.8,26.099999999999998
233,ZCTA5 01259,15.2,18.7,19.8,46.199999999999996
234,ZCTA5 01260,22.2,16.0,0.0,61.8
235,ZCTA5 01262,49.5,7.4,16.3,26.799999999999997
236,ZCTA5 01264,24.999999999999996,6.6,13.2,55.300000000000004
237,ZCTA5 01266,20.1,10.1,20.2,49.599999999999994
238,ZCTA5 01267,22.9,9.2,15.7,52.0
239,ZCTA5 01270,18.1,11.4,19.9,50.7
240,ZCTA5 01301,36.300000000000004,14.7,18.0,31.1
241,ZCTA5 01330,13.1,19.8,17.6,49.599999999999994
242,ZCTA5 01331,30.8,16.9,15.7,36.6
243,ZCTA5 01337,23.5,12.7,24.5,39.4
244,ZCTA5 01338,19.2,15.1,50.7,15.0
245,ZCTA5 01339,32.6,11.6,18.5,37.2
246,ZCTA5 01340,28.900000000000002,17.0,26.0,27.9
247,ZCTA5 01341,12.599999999999998,6.1,20.5,60.8
248,ZCTA5 01342,16.9,14.2,13.9,55.0
249,ZCTA5 01343,24.0,0.0,16.0,60.0
250,ZCTA5 01344,19.7,15.6,22.4,42.300000000000004
251,ZCTA5 01346,21.1,13.8,27.0,38.099999999999994
252,ZCTA5 01347,28.2,20.5,51.3,0.0
253,ZCTA5 01349,20.3,10.6,28.8,40.199999999999996
254,ZCTA5 01350,65.9,4.3,10.6,19.2
255,ZCTA5 01351,17.3,18.5,9.4,54.7
256,ZCTA5 01354,18.400000000000002,14.9,20.4,46.4
257,ZCTA5 01355,19.099999999999998,13.3,21.2,46.400000000000006
258,ZCTA5 01360,20.500000000000004,11.8,20.3,47.4
259,ZCTA5 01364,42.099999999999994,14.4,15.9,27.700000000000003
260,ZCTA5 01366,25.499999999999996,12.2,19.1,43.2
261,ZCTA5 01367,35.5,10.0,16.0,38.599999999999994
262,ZCTA5 01368,15.9,15.5,19.9,48.6
263,ZCTA5 01370,31.299999999999997,13.9,19.4,35.4
264,ZCTA5 01373,20.7,10.4,19.9,49.099999999999994
265,ZCTA5 01375,39.6,5.8,20.5,34.2
266,ZCTA5 01376,44.1,13.6,15.2,26.900000000000002
267,ZCTA5 01378,32.0,10.1,21.0,37.0
268,ZCTA5 01379,39.4,14.6,24.2,21.9
269,ZCTA5 01420,35.3,13.6,17.6,33.599999999999994
270,ZCTA5 01430,14.700000000000001,8.5,19.4,57.5
271,ZCTA5 01431,12.5,7.7,20.2,59.6
272,ZCTA5 01432,16.5,9.6,19.9,54.0
273,ZCTA5 01434,5.8,42.4,17.8,34.1
274,ZCTA5 01436,28.5,7.6,18.5,45.400000000000006
275,ZCTA5 01438,3.5,0.0,54.1,42.3
276,ZCTA5 01440,36.7,14.2,18.1,31.200000000000003
277,ZCTA5 01450,14.7,6.0,7.8,71.6
278,ZCTA5 01451,10.8,7.4,5.8,76.1
279,ZCTA5 01452,14.5,10.0,13.9,61.6
280,ZCTA5 01453,33.4,12.2,16.0,38.5
281,ZCTA5 01460,16.5,5.9,10.8,66.7
282,ZCTA5 01462,19.8,7.6,11.8,60.8
283,ZCTA5 01463,19.0,8.0,12.3,60.7
284,ZCTA5 01464,20.900000000000002,10.7,23.6,44.8
285,ZCTA5 01467,33.7,0.0,0.0,66.19999999999999
286,ZCTA5 01468,15.100000000000001,19.8,22.0,43.2
287,ZCTA5 01469,13.100000000000001,9.5,18.0,59.3
288,ZCTA5 01473,13.299999999999999,4.1,12.3,70.19999999999999
