,ZCTA,TotalPopulation,85andOver,45to54,55to64,65to74,75to84
36,ZCTA5 00683,32569.0,2.1,12.4,12.3,11.5,5.5
37,ZCTA5 00685,40800.0,2.2,12.5,12.6,10.9,5.0
38,ZCTA5 00687,32294.0,1.5,13.100000000000001,11.600000000000001,7.300000000000001,3.3000000000000003
39,ZCTA5 00688,12870.0,0.5,11.2,11.9,10.899999999999999,4.5
40,ZCTA5 00690,5565.0,2.5,10.3,9.6,9.8,5.699999999999999
41,ZCTA5 00692,36777.0,1.4,12.1,11.0,8.7,3.9000000000000004
42,ZCTA5 00693,58615.0,2.0,13.1,11.2,9.100000000000001,4.0
43,ZCTA5 00694,77.0,0.0,0.0,22.6,77.4,0.0
44,ZCTA5 00698,39395.0,1.9,13.0,13.2,9.600000000000001,4.2
45,ZCTA5 00703,28165.0,1.1,12.2,11.9,8.8,5.1
46,ZCTA5 00704,8007.0,0.5,9.2,11.9,7.300000000000001,2.7
47,ZCTA5 00705,24717.0,2.0,14.2,12.3,8.399999999999999,3.8000000000000003
48,ZCTA5 00707,11701.0,1.0,13.7,12.6,10.3,5.6
49,ZCTA5 00714,18988.0,1.2,11.399999999999999,11.600000000000001,9.5,4.1
50,ZCTA5 00715,3586.0,0.5,11.9,12.399999999999999,13.3,6.1
51,ZCTA5 00716,30876.0,1.3,9.7,12.9,9.6,4.9
52,ZCTA5 00717,17704.0,2.9,10.899999999999999,9.399999999999999,8.1,5.1
53,ZCTA5 00718,26547.0,1.7,11.0,10.600000000000001,9.2,3.3
54,ZCTA5 00719,30588.0,2.5,13.6,12.100000000000001,8.3,3.0
55,ZCTA5 00720,22676.0,0.7,13.8,12.0,7.2,4.3
56,ZCTA5 00723,18441.0,1.4,14.0,13.2,9.899999999999999,4.5
57,ZCTA5 00725,86276.0,1.6,13.0,11.4,8.3,5.2
58,ZCTA5 00727,56503.0,1.1,13.3,10.9,9.2,4.1
59,ZCTA5 00728,41337.0,0.8,10.600000000000001,11.399999999999999,7.8,4.3
60,ZCTA5 00729,53439.0,1.1,13.2,10.8,8.0,3.9
61,ZCTA5 00730,34965.0,1.9,13.6,11.3,9.7,6.3
62,ZCTA5 00731,14382.0,0.9,12.8,13.1,10.2,5.3
63,ZCTA5 00735,13063.0,1.4,11.7,10.8,11.3,6.3
64,ZCTA5 00736,50335.0,1.7,13.4,12.100000000000001,9.5,4.4
65,ZCTA5 00738,33205.0,1.9,12.3,10.2,10.5,4.9
66,ZCTA5 00739,37970.0,0.9,14.3,12.600000000000001,8.3,3.6
67,ZCTA5 00740,1515.0,0.0,5.9,3.5,3.4,14.2
68,ZCTA5 00741,5514.0,1.4,19.9,10.5,8.6,3.3
69,ZCTA5 00745,53797.0,0.9,13.0,10.7,9.4,4.5
70,ZCTA5 00751,22777.0,1.4,13.1,11.7,9.2,4.4
71,ZCTA5 00754,39651.0,1.8,14.0,12.100000000000001,8.6,4.0
72,ZCTA5 00757,22913.0,1.5,11.9,10.100000000000001,8.399999999999999,2.9000000000000004
73,ZCTA5 00765,8993.0,1.1,13.8,13.6,10.3,5.800000000000001
74,ZCTA5 00766,24875.0,0.9,12.8,12.2,8.0,3.5999999999999996
75,ZCTA5 00767,36340.0,1.4,13.8,12.9,9.5,4.0
76,ZCTA5 00769,39670.0,1.2,13.0,12.2,8.7,3.7
77,ZCTA5 00771,38340.0,1.6,12.0,11.6,8.7,3.6
78,ZCTA5 00772,21478.0,1.2,12.9,12.100000000000001,7.5,3.1
79,ZCTA5 00773,19497.0,1.6,12.3,11.8,10.600000000000001,4.9
80,ZCTA5 00775,1554.0,1.4,7.0,13.7,10.1,5.4
81,ZCTA5 00777,40570.0,0.9,11.8,10.4,7.9,3.7
82,ZCTA5 00778,46765.0,0.9,13.5,10.3,7.8,3.7
83,ZCTA5 00780,13016.0,0.2,14.7,10.3,8.3,2.9000000000000004
84,ZCTA5 00782,18530.0,1.0,14.3,11.7,8.3,4.0
85,ZCTA5 00783,35151.0,1.1,13.3,11.399999999999999,8.7,4.0
86,ZCTA5 00784,42625.0,1.4,12.0,10.3,8.100000000000001,3.7
87,ZCTA5 00786,288.0,0.0,0.0,18.2,44.599999999999994,12.8
88,ZCTA5 00791,50809.0,1.7,11.7,12.7,10.100000000000001,4.5
89,ZCTA5 00794,30215.0,1.3,13.100000000000001,11.2,6.8,3.0
90,ZCTA5 00795,46450.0,0.7,12.399999999999999,11.5,8.8,4.5
91,ZCTA5 00901,6132.0,2.9,14.8,12.2,6.9,5.7
92,ZCTA5 00906,73.0,0.0,0.0,0.0,12.0,0.0
93,ZCTA5 00907,17382.0,2.2,15.9,11.8,11.1,6.5
94,ZCTA5 00909,5616.0,1.5,10.899999999999999,11.1,11.0,2.2
95,ZCTA5 00911,7444.0,0.7,14.4,12.4,12.7,9.3
96,ZCTA5 00912,5979.0,1.1,15.7,10.399999999999999,10.1,5.8
97,ZCTA5 00913,8122.0,0.2,9.4,11.899999999999999,5.199999999999999,1.5
98,ZCTA5 00915,29387.0,1.4,12.8,12.6,8.9,4.699999999999999
99,ZCTA5 00917,19086.0,3.0,15.3,11.399999999999999,11.2,5.4
100,ZCTA5 00918,16552.0,4.0,11.6,10.7,8.0,8.7
101,ZCTA5 00920,17995.0,3.2,13.2,14.3,7.8,6.2
102,ZCTA5 00921,37696.0,2.4,13.0,10.7,7.5,5.8
103,ZCTA5 00923,26591.0,0.8,12.3,11.8,8.4,4.0
104,ZCTA5 00924,54584.0,1.9,11.7,11.3,7.800000000000001,5.0
105,ZCTA5 00925,6899.0,1.2,13.3,9.4,7.4,2.6
106,ZCTA5 00926,104645.0,1.7,13.9,12.2,9.0,5.0
107,ZCTA5 00927,14447.0,3.9,14.399999999999999,11.399999999999999,8.5,5.8
108,ZCTA5 00934,67.0,0.0,0.0,0.0,0.0,0.0
109,ZCTA5 00936,731.0,4.8,6.7,13.700000000000001,27.8,16.3
110,ZCTA5 00949,78552.0,1.4,12.2,10.6,8.6,4.3
111,ZCTA5 00950,0.0,0,0.0,0.0,0.0,0.0
112,ZCTA5 00951,15.0,0.0,0.0,100.0,0.0,0.0
113,ZCTA5 00952,9363.0,2.2,13.8,11.7,10.0,3.4
114,ZCTA5 00953,73099.0,0.8,14.100000000000001,10.600000000000001,6.5,3.0
115,ZCTA5 00956,74529.0,1.6,12.3,10.399999999999999,8.3,6.199999999999999
116,ZCTA5 00957,43336.0,1.1,12.5,10.9,10.1,5.6
117,ZCTA5 00959,48168.0,1.9,13.1,10.9,8.3,6.1
118,ZCTA5 00960,2355.0,0.1,12.0,2.4,0.7999999999999999,0.2
119,ZCTA5 00961,30978.0,1.7,13.3,12.2,8.6,4.9
120,ZCTA5 00962,20975.0,1.7,13.3,11.7,7.8999999999999995,3.4
121,ZCTA5 00965,8483.0,0.4,15.399999999999999,11.899999999999999,6.4,5.2
122,ZCTA5 00966,16058.0,1.7,12.0,11.3,9.899999999999999,6.699999999999999
123,ZCTA5 00968,3492.0,8.2,15.600000000000001,13.0,18.9,7.6
124,ZCTA5 00969,43021.0,1.7,14.2,12.3,7.5,4.699999999999999
125,ZCTA5 00971,29095.0,2.0,13.2,14.3,8.899999999999999,4.9
126,ZCTA5 00976,61762.0,1.5,12.399999999999999,10.8,8.7,4.1
127,ZCTA5 00979,15234.0,2.4,18.700000000000003,13.1,12.3,6.4
128,ZCTA5 00982,15029.0,2.5,14.3,9.600000000000001,8.1,8.2
129,ZCTA5 00983,39407.0,1.9,12.4,10.9,10.3,5.4
130,ZCTA5 00985,33653.0,1.8,11.5,11.2,11.1,5.6
131,ZCTA5 00987,60377.0,1.0,12.2,10.1,7.3,4.0
132,ZCTA5 01001,17438.0,2.5,16.4,13.0,8.7,5.199999999999999
133,ZCTA5 01002,29780.0,0.9,8.0,8.7,5.8,2.8
134,ZCTA5 01003,11241.0,0.0,0.2,0.0,0.0,0.0
135,ZCTA5 01005,5201.0,1.6,12.7,14.7,8.3,3.0
136,ZCTA5 01007,14838.0,0.5,18.4,15.0,8.3,3.3
137,ZCTA5 01008,1171.0,1.5,17.7,22.2,13.2,1.0
138,ZCTA5 01009,429.0,0.0,25.7,18.700000000000003,36.2,0.0
139,ZCTA5 01010,3695.0,0.5,15.899999999999999,20.8,9.6,3.1
140,ZCTA5 01011,1506.0,0.8,15.399999999999999,18.700000000000003,7.1,2.4
141,ZCTA5 01012,539.0,1.1,26.4,18.3,8.6,1.5
142,ZCTA5 01013,22394.0,1.8,13.8,9.0,7.199999999999999,3.5
143,ZCTA5 01020,30952.0,1.6,14.9,16.1,9.6,4.699999999999999
144,ZCTA5 01022,2840.0,1.0,11.9,8.0,4.7,4.7
145,ZCTA5 01026,1036.0,4.0,26.700000000000003,14.8,6.300000000000001,5.7
146,ZCTA5 01027,17787.0,1.2,16.7,15.700000000000001,9.1,5.300000000000001
147,ZCTA5 01028,16017.0,3.8,17.2,15.2,10.2,4.6
148,ZCTA5 01029,717.0,0.0,27.6,25.700000000000003,9.2,9.7
149,ZCTA5 01030,11250.0,1.0,15.6,17.1,10.7,3.0
150,ZCTA5 01031,1369.0,1.0,12.2,14.8,13.200000000000001,6.7
151,ZCTA5 01032,611.0,0.0,24.4,12.600000000000001,11.9,7.6
152,ZCTA5 01033,6304.0,0.7,14.100000000000001,23.6,5.8,4.2
153,ZCTA5 01034,2190.0,1.0,18.0,14.8,12.4,3.9
154,ZCTA5 01035,5324.0,3.1,18.1,12.2,10.0,6.800000000000001
155,ZCTA5 01036,5179.0,1.2,16.0,18.4,12.9,8.5
156,ZCTA5 01037,731.0,0.0,16.8,20.3,14.899999999999999,2.2
157,ZCTA5 01038,2794.0,0.7,17.299999999999997,17.6,9.100000000000001,9.4
158,ZCTA5 01039,1236.0,0.9,10.5,31.5,10.9,5.2
159,ZCTA5 01040,40342.0,2.1,13.2,10.3,4.7,4.3
160,ZCTA5 01050,2513.0,1.0,18.5,15.600000000000001,8.2,3.0
161,ZCTA5 01053,1772.0,2.7,17.6,11.3,12.1,8.399999999999999
162,ZCTA5 01054,1993.0,1.9,10.6,16.8,16.1,6.4
163,ZCTA5 01056,21348.0,1.9,14.5,17.5,7.6,4.4
164,ZCTA5 01057,8712.0,1.3,21.9,17.200000000000003,9.6,4.1
165,ZCTA5 01060,15229.0,2.2,14.6,12.2,8.2,2.1
166,ZCTA5 01062,11029.0,0.6,13.2,16.2,10.8,4.300000000000001
167,ZCTA5 01063,572.0,0.0,0.0,0.0,0.0,0.0
168,ZCTA5 01066,10.0,0.0,0.0,0.0,0.0,100.0
169,ZCTA5 01068,1803.0,1.4,13.2,25.200000000000003,7.7,3.2
170,ZCTA5 01069,8976.0,1.2,17.3,15.8,7.4,4.1
171,ZCTA5 01070,565.0,1.7,15.5,27.6,9.799999999999999,6.4
172,ZCTA5 01071,1318.0,0.0,27.0,15.899999999999999,9.6,6.0
173,ZCTA5 01072,1465.0,0.8,15.100000000000001,22.1,9.299999999999999,2.2
174,ZCTA5 01073,6022.0,3.4,16.7,18.4,12.3,2.4
175,ZCTA5 01074,247.0,0.0,16.7,0.0,0.0,0.0
176,ZCTA5 01075,17781.0,2.4,13.8,16.8,9.8,5.7
177,ZCTA5 01077,9640.0,3.4,20.4,13.8,8.3,3.7
178,ZCTA5 01079,593.0,0.0,20.2,7.4,3.2,9.3
179,ZCTA5 01080,2286.0,1.5,15.0,10.5,5.1,4.7
180,ZCTA5 01081,1720.0,1.7,13.5,13.9,11.1,4.3
181,ZCTA5 01082,10460.0,1.5,15.9,14.3,10.5,2.7
182,ZCTA5 01083,2960.0,0.7,16.9,11.6,7.8,2.0
183,ZCTA5 01084,155.0,4.5,24.2,47.0,24.299999999999997,0.0
184,ZCTA5 01085,41509.0,1.6,13.1,13.4,7.800000000000001,3.7
185,ZCTA5 01086,685.0,0.0,0.0,0.0,0.0,0.0
186,ZCTA5 01088,493.0,0.0,22.8,13.3,26.9,6.8
187,ZCTA5 01089,28600.0,1.5,12.4,14.3,7.5,3.5999999999999996
188,ZCTA5 01092,1291.0,2.2,30.799999999999997,9.3,1.3,1.7
189,ZCTA5 01093,307.0,2.0,25.2,23.1,14.299999999999999,2.0
190,ZCTA5 01094,336.0,0.0,21.0,4.5,29.3,11.5
191,ZCTA5 01095,14514.0,3.1,17.7,16.0,12.8,5.1
192,ZCTA5 01096,2494.0,0.9,18.4,14.9,8.899999999999999,4.1
193,ZCTA5 01097,31.0,0.0,0.0,0.0,0.0,0.0
194,ZCTA5 01098,1149.0,3.5,10.5,27.0,11.2,4.5
195,ZCTA5 01103,2564.0,0.0,17.0,9.8,6.0,2.4
196,ZCTA5 01104,23485.0,1.9,17.6,8.7,5.9,2.2
197,ZCTA5 01105,12027.0,0.5,9.5,9.8,6.5,1.3
198,ZCTA5 01106,16007.0,3.7,19.7,14.4,9.6,5.3
199,ZCTA5 01107,11224.0,0.6,11.2,9.4,5.9,2.3
200,ZCTA5 01108,27342.0,0.5,9.600000000000001,11.6,5.800000000000001,2.1
201,ZCTA5 01109,30541.0,0.4,10.3,9.6,4.5,3.3
202,ZCTA5 01118,14453.0,2.2,11.7,13.0,8.8,4.1
203,ZCTA5 01119,13269.0,2.7,11.5,12.4,6.2,4.1
204,ZCTA5 01128,2498.0,3.2,16.5,21.6,13.2,2.5
205,ZCTA5 01129,7377.0,1.0,16.4,13.6,8.5,2.4
206,ZCTA5 01151,9037.0,0.8,12.4,9.2,4.8,2.3
207,ZCTA5 01199,0.0,0,0.0,0.0,0.0,0.0
208,ZCTA5 01201,45328.0,2.2,14.600000000000001,14.1,10.0,4.5
209,ZCTA5 01220,8391.0,2.0,16.4,13.6,9.7,3.8
210,ZCTA5 01222,812.0,0.0,22.6,11.100000000000001,11.7,7.300000000000001
211,ZCTA5 01223,2294.0,1.1,17.2,22.4,16.1,5.4
212,ZCTA5 01224,138.0,0.0,62.2,21.6,0.0,0.0
213,ZCTA5 01225,3124.0,2.4,15.7,19.3,10.9,7.4
214,ZCTA5 01226,6892.0,2.7,21.299999999999997,13.5,6.4,6.9
215,ZCTA5 01229,114.0,0.0,0.0,40.0,35.0,0.0
216,ZCTA5 01230,8048.0,2.7,14.2,18.3,10.5,5.5
217,ZCTA5 01235,2866.0,1.6,19.2,19.7,7.699999999999999,4.1
218,ZCTA5 01236,1538.0,0.0,5.6,13.9,13.600000000000001,3.4
219,ZCTA5 01237,2841.0,0.3,13.2,15.5,8.0,1.4
220,ZCTA5 01238,5950.0,2.9,15.399999999999999,17.4,12.3,6.3
221,ZCTA5 01240,4603.0,9.0,10.5,16.799999999999997,15.3,7.199999999999999
222,ZCTA5 01242,394.0,0.0,15.2,17.0,9.4,5.8
223,ZCTA5 01243,374.0,0.0,9.899999999999999,26.4,23.1,9.3
224,ZCTA5 01244,115.0,0.0,0.0,50.0,0.0,19.700000000000003
225,ZCTA5 01245,950.0,3.5,14.100000000000001,25.7,14.1,5.5
226,ZCTA5 01247,15737.0,1.9,15.5,15.100000000000001,8.600000000000001,5.800000000000001
227,ZCTA5 01253,708.0,1.5,18.3,11.0,21.5,10.4
228,ZCTA5 01254,954.0,3.7,14.200000000000001,22.1,21.4,9.8
229,ZCTA5 01255,852.0,7.4,12.3,18.6,9.8,11.200000000000001
230,ZCTA5 01256,796.0,1.3,18.4,18.4,6.300000000000001,5.6
231,ZCTA5 01257,2203.0,4.0,16.8,16.0,18.0,4.5
232,ZCTA5 01258,334.0,5.3,21.6,29.2,14.6,17.0
233,ZCTA5 01259,563.0,0.0,29.1,21.4,17.2,4.6
234,ZCTA5 01260,485.0,0.0,49.0,18.7,0.0,0.0
235,ZCTA5 01262,1239.0,0.0,25.6,15.299999999999999,15.600000000000001,11.100000000000001
236,ZCTA5 01264,153.0,1.4,14.1,9.8,35.2,14.100000000000001
237,ZCTA5 01266,1430.0,3.2,14.2,23.2,17.7,8.2
238,ZCTA5 01267,7884.0,3.5,8.3,13.5,8.5,5.9
239,ZCTA5 01270,789.0,2.2,20.0,21.2,13.100000000000001,1.7
240,ZCTA5 01301,17766.0,1.9,12.5,16.7,10.4,4.0
241,ZCTA5 01330,1432.0,1.5,20.200000000000003,21.6,9.2,1.2
242,ZCTA5 01331,13290.0,1.1,13.2,17.9,9.2,4.5
243,ZCTA5 01337,2593.0,3.6,16.2,16.5,13.2,5.5
244,ZCTA5 01338,196.0,0.0,13.7,29.4,19.6,0.0
245,ZCTA5 01339,1378.0,2.1,10.3,18.0,14.600000000000001,8.7
246,ZCTA5 01340,1686.0,2.4,16.2,18.9,11.600000000000001,4.699999999999999
247,ZCTA5 01341,1711.0,3.3,20.6,19.299999999999997,9.6,4.0
248,ZCTA5 01342,1616.0,0.0,20.9,12.1,8.6,4.4
249,ZCTA5 01343,46.0,0.0,26.3,57.900000000000006,5.3,10.6
250,ZCTA5 01344,1559.0,1.1,15.600000000000001,15.4,6.8,3.9000000000000004
251,ZCTA5 01346,496.0,1.3,20.5,18.8,15.5,3.3
252,ZCTA5 01347,143.0,0.0,13.3,33.3,0.0,0.0
253,ZCTA5 01349,1078.0,5.0,15.7,27.5,8.9,1.4
254,ZCTA5 01350,104.0,0.0,9.6,28.6,4.8,2.4
255,ZCTA5 01351,2212.0,1.5,19.6,12.5,13.3,3.7
256,ZCTA5 01354,1641.0,1.2,17.7,22.7,6.6,5.2
257,ZCTA5 01355,925.0,1.4,14.2,21.2,15.700000000000001,1.6
258,ZCTA5 01360,3022.0,2.3,17.6,14.4,10.5,2.3
259,ZCTA5 01364,7880.0,0.5,18.3,15.0,8.7,4.9
260,ZCTA5 01366,1167.0,4.9,31.4,13.5,12.7,2.5
261,ZCTA5 01367,666.0,1.1,14.5,13.5,13.2,3.6999999999999997
262,ZCTA5 01368,1336.0,0.9,21.4,20.9,8.899999999999999,2.9
263,ZCTA5 01370,3990.0,1.2,17.4,17.7,13.899999999999999,5.800000000000001
264,ZCTA5 01373,4355.0,0.7,17.2,23.4,8.5,2.3
265,ZCTA5 01375,3680.0,2.0,9.3,13.899999999999999,2.4,0.9
266,ZCTA5 01376,5275.0,2.0,12.2,13.399999999999999,10.4,5.1
267,ZCTA5 01378,726.0,2.0,17.6,23.6,11.9,9.1
268,ZCTA5 01379,843.0,0.0,13.3,26.099999999999998,14.0,4.4
269,ZCTA5 01420,40462.0,1.3,13.399999999999999,11.0,6.3,4.0
270,ZCTA5 01430,6160.0,0.0,16.299999999999997,16.1,10.1,0.8
271,ZCTA5 01431,3177.0,2.4,21.799999999999997,16.6,6.9,3.0999999999999996
272,ZCTA5 01432,7489.0,0.0,16.4,16.2,6.800000000000001,4.0
273,ZCTA5 01434,1658.0,0.0,20.7,13.8,9.0,2.2
274,ZCTA5 01436,3897.0,5.5,13.4,14.799999999999999,11.9,2.0
275,ZCTA5 01438,553.0,0.0,11.1,34.9,31.2,9.0
276,ZCTA5 01440,20320.0,1.9,14.9,12.9,7.300000000000001,4.1
277,ZCTA5 01450,11120.0,1.5,19.8,15.3,7.800000000000001,2.5999999999999996
278,ZCTA5 01451,4758.0,1.5,19.5,19.3,11.100000000000001,2.7
279,ZCTA5 01452,4474.0,1.8,21.8,12.7,7.1000000000000005,2.2
280,ZCTA5 01453,41206.0,2.2,17.0,12.9,7.2,4.6
281,ZCTA5 01460,9359.0,0.7,18.5,17.7,5.7,3.9000000000000004
282,ZCTA5 01462,11029.0,2.6,24.0,14.4,7.4,3.5
283,ZCTA5 01463,11953.0,1.0,19.0,15.899999999999999,7.699999999999999,2.8
284,ZCTA5 01464,7436.0,0.3,20.1,13.3,4.7,3.3
285,ZCTA5 01467,472.0,2.7,23.0,15.7,0.0,3.1
286,ZCTA5 01468,3717.0,0.0,24.7,10.8,11.4,3.4
287,ZCTA5 01469,7348.0,0.9,16.6,15.6,10.6,1.0
288,ZCTA5 01473,7414.0,2.3,16.7,18.3,8.6,0.9
289,ZCTA5 01474,1934.0,0.0,22.8,17.5,5.1,2.3
290,ZCTA5 01475,10542.0,1.6,16.6,13.3,7.199999999999999,4.1
291,ZCTA5 01501,16208.0,2.1,17.4,12.3,9.2,4.9
292,ZCTA5 01503,2957.0,3.4,17.0,14.2,10.1,5.3
293,ZCTA5 01504,9078.0,0.9,17.0,17.8,5.7,2.9
294,ZCTA5 01505,4432.0,2.3,19.0,15.3,6.7,4.199999999999999
295,ZCTA5 01506,3405.0,0.5,12.600000000000001,15.5,10.4,3.4
296,ZCTA5 01507,13215.0,2.1,19.6,14.7,7.5,2.3
297,ZCTA5 01510,13727.0,1.4,16.8,11.899999999999999,6.8,2.3
298,ZCTA5 01515,2198.0,4.1,18.7,13.4,14.100000000000001,1.6
299,ZCTA5 01516,8650.0,0.3,13.600000000000001,15.6,7.1,2.8000000000000003
300,ZCTA5 01518,2951.0,2.2,15.5,18.7,11.100000000000001,1.7
301,ZCTA5 01519,6301.0,1.9,19.5,12.8,7.2,3.7
302,ZCTA5 01520,14929.0,1.4,14.8,15.600000000000001,6.9,4.0
303,ZCTA5 01521,2498.0,0.0,17.200000000000003,17.9,8.5,4.9
304,ZCTA5 01522,3089.0,2.4,21.4,13.3,9.1,1.8
305,ZCTA5 01523,7877.0,1.1,12.600000000000001,12.0,8.899999999999999,3.0
306,ZCTA5 01524,6827.0,1.2,14.8,18.8,6.0,3.7
307,ZCTA5 01525,138.0,0.0,18.6,0.0,20.0,0.0
308,ZCTA5 01527,13391.0,1.6,18.5,13.0,10.4,4.1
309,ZCTA5 01529,3208.0,0.0,21.1,12.6,4.8,1.8
310,ZCTA5 01531,1133.0,0.7,23.5,22.0,5.3,2.4
311,ZCTA5 01532,14814.0,1.2,17.7,12.0,8.100000000000001,4.3
312,ZCTA5 01534,6378.0,0.9,25.3,13.899999999999999,3.9,3.7
313,ZCTA5 01535,4734.0,0.4,18.7,17.0,5.9,6.5
314,ZCTA5 01536,7634.0,1.4,15.600000000000001,13.9,6.1,1.4
315,ZCTA5 01537,2444.0,0.0,8.5,15.2,4.2,2.4
316,ZCTA5 01540,11112.0,0.4,20.8,13.7,9.2,1.8
317,ZCTA5 01541,3456.0,0.6,16.7,20.4,8.1,2.0
318,ZCTA5 01542,2110.0,0.0,8.3,18.4,15.0,4.199999999999999
319,ZCTA5 01543,8316.0,0.9,17.2,12.2,8.399999999999999,0.7
320,ZCTA5 01545,35963.0,1.7,16.4,12.0,6.8,3.4
321,ZCTA5 01550,16802.0,2.0,13.5,11.6,6.199999999999999,4.2
322,ZCTA5 01560,4558.0,0.7,15.6,9.899999999999999,5.1,3.0
323,ZCTA5 01561,141.0,0.0,0.0,0.0,58.3,0.0
324,ZCTA5 01562,11773.0,0.9,15.299999999999999,16.700000000000003,8.8,3.6999999999999997
325,ZCTA5 01564,7896.0,1.1,24.0,11.7,9.0,1.6
326,ZCTA5 01566,6469.0,1.2,16.5,14.6,6.6,3.9
327,ZCTA5 01568,7468.0,0.7,18.9,17.3,6.9,2.5
328,ZCTA5 01569,13828.0,0.3,16.7,13.7,6.5,1.6
329,ZCTA5 01570,16827.0,2.8,16.4,14.399999999999999,9.2,4.5
330,ZCTA5 01571,11515.0,0.7,13.4,13.9,6.8,3.8
331,ZCTA5 01581,18611.0,1.3,19.4,11.9,6.6,3.5
332,ZCTA5 01583,7442.0,1.0,12.0,11.2,7.5,2.7
333,ZCTA5 01585,4664.0,1.5,17.0,16.3,13.899999999999999,3.3
334,ZCTA5 01588,9668.0,1.3,12.8,16.4,10.6,3.2
335,ZCTA5 01590,9080.0,1.8,21.8,13.3,8.100000000000001,3.9
336,ZCTA5 01602,23709.0,1.8,14.4,13.2,6.4,5.0
337,ZCTA5 01603,20053.0,2.0,16.5,12.0,6.2,2.7
338,ZCTA5 01604,35441.0,2.1,11.7,11.5,5.4,2.9
339,ZCTA5 01605,28242.0,2.1,12.5,10.4,5.2,2.4
340,ZCTA5 01606,19209.0,1.8,16.6,11.2,6.3,2.7
341,ZCTA5 01607,9288.0,1.4,13.0,13.7,4.9,2.1
342,ZCTA5 01608,3275.0,3.4,13.299999999999999,7.800000000000001,4.2,0.5
343,ZCTA5 01609,20916.0,1.6,11.399999999999999,10.5,6.5,5.1
344,ZCTA5 01610,23912.0,0.4,10.6,9.3,3.5,2.0
345,ZCTA5 01611,2548.0,0.0,22.2,10.7,4.4,5.4
346,ZCTA5 01612,4895.0,1.8,15.3,12.8,9.6,2.5999999999999996
347,ZCTA5 01701,31949.0,2.4,16.4,14.399999999999999,8.5,4.8
348,ZCTA5 01702,38573.0,1.0,12.4,10.9,5.199999999999999,2.5
349,ZCTA5 01718,415.0,0.0,0.0,16.2,7.0,6.5
350,ZCTA5 01719,5137.0,1.4,20.4,15.600000000000001,7.4,2.0
351,ZCTA5 01720,22436.0,1.0,19.9,15.2,5.9,2.7
352,ZCTA5 01721,17159.0,0.8,19.0,12.9,7.1,3.2
353,ZCTA5 01730,13847.0,2.8,18.700000000000003,13.2,4.7,7.9
354,ZCTA5 01731,2082.0,0.0,3.9,0.9,0.0,0.0
