,ZCTA,marriedPercent
1,ZCTA5 00601,0.503527270337758
2,ZCTA5 00602,0.5824088494575046
3,ZCTA5 00603,0.5256810093675764
4,ZCTA5 00606,0.46193053143452595
5,ZCTA5 00610,0.5346998152462045
6,ZCTA5 00612,0.4835966377632278
7,ZCTA5 00616,0.5419362160046958
8,ZCTA5 00617,0.4752058353317346
9,ZCTA5 00622,0.49187984306032373
10,ZCTA5 00623,0.4528723808518499
11,ZCTA5 00624,0.5352618052653573
12,ZCTA5 00627,0.6074784757981462
13,ZCTA5 00631,0.46175636363636363
14,ZCTA5 00637,0.4679871518334428
15,ZCTA5 00638,0.5265585609243697
16,ZCTA5 00641,0.5431063748373767
17,ZCTA5 00646,0.5941738038508596
18,ZCTA5 00647,0.5120578788892607
19,ZCTA5 00650,0.6069335180055402
20,ZCTA5 00652,0.456554
21,ZCTA5 00653,0.44791994237497434
22,ZCTA5 00656,0.49144180550632166
23,ZCTA5 00659,0.5746070618185843
24,ZCTA5 00660,0.4705652331920049
25,ZCTA5 00662,0.5157879137164498
26,ZCTA5 00664,0.5314769581501384
27,ZCTA5 00667,0.5208386070507309
28,ZCTA5 00669,0.5570167597765363
29,ZCTA5 00670,0.6067876765083441
30,ZCTA5 00674,0.4865230381963445
31,ZCTA5 00676,0.5628008253968254
32,ZCTA5 00677,0.4874487642321577
33,ZCTA5 00678,0.5519815791749546
34,ZCTA5 00680,0.4510903541991535
35,ZCTA5 00682,0.4555351136028327
36,ZCTA5 00683,0.44994924130522357
37,ZCTA5 00685,0.5640371459694989
38,ZCTA5 00687,0.539194133967499
39,ZCTA5 00688,0.5893712727272727
40,ZCTA5 00690,0.5123628419452887
41,ZCTA5 00692,0.4810641882673943
42,ZCTA5 00693,0.5154832356770833
43,ZCTA5 00694,0.39773863636363643
44,ZCTA5 00698,0.4714336913445524
45,ZCTA5 00703,0.5200913844834977
46,ZCTA5 00704,0.5341151704940849
47,ZCTA5 00705,0.5264823486372782
48,ZCTA5 00707,0.5525649189704481
49,ZCTA5 00714,0.487421059533176
50,ZCTA5 00715,0.43807281553398053
51,ZCTA5 00716,0.4666032169594544
52,ZCTA5 00717,0.38614209809264305
53,ZCTA5 00718,0.5076234512835761
54,ZCTA5 00719,0.5387924221292423
55,ZCTA5 00720,0.5019742273792257
56,ZCTA5 00723,0.5004426287744228
57,ZCTA5 00725,0.45661915553756915
58,ZCTA5 00727,0.521883982831159
59,ZCTA5 00728,0.5348779569892473
60,ZCTA5 00729,0.5284064654369294
61,ZCTA5 00730,0.43649793002136755
62,ZCTA5 00731,0.5489835294117648
63,ZCTA5 00735,0.4912118570183086
64,ZCTA5 00736,0.5370273026616665
65,ZCTA5 00738,0.44445869580846936
66,ZCTA5 00739,0.5654750015882091
67,ZCTA5 00740,0.4709103448275862
68,ZCTA5 00741,0.5609486960239418
69,ZCTA5 00745,0.530095467823316
70,ZCTA5 00751,0.4715783749869288
71,ZCTA5 00754,0.49532652579388503
72,ZCTA5 00757,0.4647915978286523
73,ZCTA5 00765,0.49157774351066563
74,ZCTA5 00766,0.5313166065705128
75,ZCTA5 00767,0.45698021685371887
76,ZCTA5 00769,0.48318731765406375
77,ZCTA5 00771,0.5261092278719397
78,ZCTA5 00772,0.4105104129477568
79,ZCTA5 00773,0.5482699364432185
80,ZCTA5 00775,0.34175267175572516
81,ZCTA5 00777,0.4665872760087663
82,ZCTA5 00778,0.5460775490407415
83,ZCTA5 00780,0.45028571428571423
84,ZCTA5 00782,0.4233019430051814
85,ZCTA5 00783,0.6070616423896982
86,ZCTA5 00784,0.47796036186168317
87,ZCTA5 00786,0.49440909090909085
88,ZCTA5 00791,0.49244925792218214
89,ZCTA5 00794,0.5310709176552687
90,ZCTA5 00795,0.49743274199563164
91,ZCTA5 00901,0.37060133555926544
92,ZCTA5 00906,0.0
93,ZCTA5 00907,0.396219298245614
94,ZCTA5 00909,0.2950871035940803
95,ZCTA5 00911,0.3150387049659202
96,ZCTA5 00912,0.28999416271433787
97,ZCTA5 00913,0.2733060240963855
98,ZCTA5 00915,0.2920051063829788
99,ZCTA5 00917,0.3072954087583501
100,ZCTA5 00918,0.32734666838178544
101,ZCTA5 00920,0.357132862106146
102,ZCTA5 00921,0.4040159074475777
103,ZCTA5 00923,0.34446794931956826
104,ZCTA5 00924,0.39535515435501656
105,ZCTA5 00925,0.21647990449661758
106,ZCTA5 00926,0.515481783879426
107,ZCTA5 00927,0.49825741007194246
108,ZCTA5 00934,0.0
109,ZCTA5 00936,0.2893840947546531
110,ZCTA5 00949,0.4775930416938718
111,ZCTA5 00950,0.0
112,ZCTA5 00951,0.0
113,ZCTA5 00952,0.42182474747474746
114,ZCTA5 00953,0.5882562112906671
115,ZCTA5 00956,0.4881495274970468
116,ZCTA5 00957,0.5621931216931217
117,ZCTA5 00959,0.46611970016397286
118,ZCTA5 00960,0.039667452830188674
119,ZCTA5 00961,0.502496306620209
120,ZCTA5 00962,0.43105780632411067
121,ZCTA5 00965,0.35774294327212935
122,ZCTA5 00966,0.4782650809220206
123,ZCTA5 00968,0.42563835616438356
124,ZCTA5 00969,0.5264752897157408
125,ZCTA5 00971,0.46599223153084535
126,ZCTA5 00976,0.550824050237928
127,ZCTA5 00979,0.4192462002412546
128,ZCTA5 00982,0.43850469253396834
129,ZCTA5 00983,0.45444661746617465
130,ZCTA5 00985,0.45756332393257687
131,ZCTA5 00987,0.5373838291126037
132,ZCTA5 01001,0.4971060117790866
133,ZCTA5 01002,0.6563544469579712
134,ZCTA5 01003,0.17755555555555555
135,ZCTA5 01005,0.530092125984252
136,ZCTA5 01007,0.7194295022875363
137,ZCTA5 01008,0.761803324099723
138,ZCTA5 01009,0.46833333333333327
139,ZCTA5 01010,0.6584380722891566
140,ZCTA5 01011,0.6468197932053177
141,ZCTA5 01012,0.602251968503937
142,ZCTA5 01013,0.5125286537809427
143,ZCTA5 01020,0.5571351442893917
144,ZCTA5 01022,0.1769147358665431
145,ZCTA5 01026,0.48518959107806686
146,ZCTA5 01027,0.5780339571892862
147,ZCTA5 01028,0.651837734037446
148,ZCTA5 01029,0.6349854014598542
149,ZCTA5 01030,0.7270062366357806
150,ZCTA5 01031,0.5748641975308642
151,ZCTA5 01032,0.6500264026402639
152,ZCTA5 01033,0.6720139140955838
153,ZCTA5 01034,0.7525057565789474
154,ZCTA5 01035,0.573498940677966
155,ZCTA5 01036,0.688584339314845
156,ZCTA5 01037,0.7776666666666666
157,ZCTA5 01038,0.684366886688669
158,ZCTA5 01039,0.5751490857946554
159,ZCTA5 01040,0.4616314911098274
160,ZCTA5 01050,0.6970980392156862
161,ZCTA5 01053,0.3873893893893893
162,ZCTA5 01054,0.7204766107678728
163,ZCTA5 01056,0.6658494079449961
164,ZCTA5 01057,0.683677545691906
165,ZCTA5 01060,0.4840876908087042
166,ZCTA5 01062,0.5808394133132757
167,ZCTA5 01063,0.0
168,ZCTA5 01066,0.0
169,ZCTA5 01068,0.7187217659137578
170,ZCTA5 01069,0.5812669237360755
171,ZCTA5 01070,0.6455091863517061
172,ZCTA5 01071,0.7073003003003003
173,ZCTA5 01072,0.5901870026525199
174,ZCTA5 01073,0.687489423076923
175,ZCTA5 01074,0.4384491978609626
176,ZCTA5 01075,0.5468636363636363
177,ZCTA5 01077,0.7179689331770222
178,ZCTA5 01079,0.4701633466135458
179,ZCTA5 01080,0.5547333333333333
180,ZCTA5 01081,0.6855535307517084
181,ZCTA5 01082,0.5967780301466034
182,ZCTA5 01083,0.5262606941081518
183,ZCTA5 01084,0.6614566929133858
184,ZCTA5 01085,0.6166088446841987
185,ZCTA5 01086,0.0
186,ZCTA5 01088,0.5164959016393443
187,ZCTA5 01089,0.5299642059948979
188,ZCTA5 01092,0.5976818181818182
189,ZCTA5 01093,0.7136167400881057
190,ZCTA5 01094,0.3143659793814433
191,ZCTA5 01095,0.703905974025974
192,ZCTA5 01096,0.6414263199369583
193,ZCTA5 01097,0.0
194,ZCTA5 01098,0.5941720588235294
195,ZCTA5 01103,0.22247448425624322
196,ZCTA5 01104,0.3872847696962905
197,ZCTA5 01105,0.2295460508335611
198,ZCTA5 01106,0.7488776857520105
199,ZCTA5 01107,0.4599344748106684
200,ZCTA5 01108,0.4614073829201102
201,ZCTA5 01109,0.4053961542437713
202,ZCTA5 01118,0.5993332783369081
203,ZCTA5 01119,0.49151480932987773
204,ZCTA5 01128,0.6774451332920025
205,ZCTA5 01129,0.6273271701660921
206,ZCTA5 01151,0.41091658358258554
207,ZCTA5 01199,0.0
208,ZCTA5 01201,0.5279221992178513
209,ZCTA5 01220,0.601902714388662
210,ZCTA5 01222,0.5055720823798627
211,ZCTA5 01223,0.6768362989323843
212,ZCTA5 01224,0.7135159235668789
213,ZCTA5 01225,0.6278346774193547
214,ZCTA5 01226,0.5595705458290423
215,ZCTA5 01229,0.25590697674418605
216,ZCTA5 01230,0.5613358304794521
217,ZCTA5 01235,0.6360411883862256
218,ZCTA5 01236,0.650320652173913
219,ZCTA5 01237,0.6719884974838246
220,ZCTA5 01238,0.6362377075871052
221,ZCTA5 01240,0.596821771978022
222,ZCTA5 01242,0.6365227272727273
223,ZCTA5 01243,0.7990314960629922
224,ZCTA5 01244,0.5775352112676057
225,ZCTA5 01245,0.6998429423459245
226,ZCTA5 01247,0.5363115013865047
227,ZCTA5 01253,0.706043557168784
228,ZCTA5 01254,0.7125868263473054
229,ZCTA5 01255,0.5901331967213115
230,ZCTA5 01256,0.6644661835748791
231,ZCTA5 01257,0.5399464416727807
232,ZCTA5 01258,0.4938204081632653
233,ZCTA5 01259,0.6531469879518071
234,ZCTA5 01260,0.38829411764705885
235,ZCTA5 01262,0.45009933774834443
236,ZCTA5 01264,0.5657596899224806
237,ZCTA5 01266,0.6112368715083799
238,ZCTA5 01267,0.6130012841091492
239,ZCTA5 01270,0.753011952191235
240,ZCTA5 01301,0.5506804365684779
241,ZCTA5 01330,0.6326698564593302
242,ZCTA5 01331,0.572185642432556
243,ZCTA5 01337,0.6755152925531915
244,ZCTA5 01338,0.6553103448275861
245,ZCTA5 01339,0.6303903030303031
246,ZCTA5 01340,0.5898293936279547
247,ZCTA5 01341,0.7145807730426164
248,ZCTA5 01342,0.601966743119266
249,ZCTA5 01343,0.9347826086956522
250,ZCTA5 01344,0.6476727272727273
251,ZCTA5 01346,0.723715953307393
252,ZCTA5 01347,0.19066666666666668
253,ZCTA5 01349,0.39978764478764484
254,ZCTA5 01350,0.44
255,ZCTA5 01351,0.5984914979757086
256,ZCTA5 01354,0.7266852731591449
257,ZCTA5 01355,0.6411259541984733
258,ZCTA5 01360,0.5819069462647445
259,ZCTA5 01364,0.5863411794482409
260,ZCTA5 01366,0.6108183041722746
261,ZCTA5 01367,0.6053678929765887
262,ZCTA5 01368,0.7365382685069009
263,ZCTA5 01370,0.5699609673313534
264,ZCTA5 01373,0.5744859186410372
265,ZCTA5 01375,0.5300615258408532
266,ZCTA5 01376,0.4964546912590216
267,ZCTA5 01378,0.7025209580838323
268,ZCTA5 01379,0.5472610526315789
269,ZCTA5 01420,0.5322239655826901
270,ZCTA5 01430,0.713288921604711
271,ZCTA5 01431,0.6916954933008527
272,ZCTA5 01432,0.5242255548890222
273,ZCTA5 01434,0.29028015075376884
274,ZCTA5 01436,0.6050829355608591
275,ZCTA5 01438,0.8680284974093263
276,ZCTA5 01440,0.5385936842105262
277,ZCTA5 01450,0.7689521082769392
278,ZCTA5 01451,0.7625107913669066
279,ZCTA5 01452,0.7610094991364421
280,ZCTA5 01453,0.5741283025099074
281,ZCTA5 01460,0.6838547311379741
282,ZCTA5 01462,0.6821816196542311
283,ZCTA5 01463,0.6606860218849276
284,ZCTA5 01464,0.6018746666666668
285,ZCTA5 01467,0.6152920962199313
286,ZCTA5 01468,0.7188501628664496
287,ZCTA5 01469,0.7615683582089552
288,ZCTA5 01473,0.6835324049276913
289,ZCTA5 01474,0.6731272912423625
290,ZCTA5 01475,0.6426462585034013
291,ZCTA5 01501,0.634030780075188
292,ZCTA5 01503,0.6756093366093366
293,ZCTA5 01504,0.6818401972872996
294,ZCTA5 01505,0.7501103319308088
295,ZCTA5 01506,0.6630106069534472
296,ZCTA5 01507,0.7079143725992317
297,ZCTA5 01510,0.5856393150196219
298,ZCTA5 01515,0.6893386454183267
299,ZCTA5 01516,0.7424273613963039
300,ZCTA5 01518,0.6733527902501604
301,ZCTA5 01519,0.6993229949874689
302,ZCTA5 01520,0.724675391917158
303,ZCTA5 01521,0.7324653061224491
304,ZCTA5 01522,0.7935170418006432
305,ZCTA5 01523,0.7184960317460316
306,ZCTA5 01524,0.7049455194998512
307,ZCTA5 01525,0.3269615384615385
308,ZCTA5 01527,0.6226894448788116
309,ZCTA5 01529,0.6378510938602682
310,ZCTA5 01531,0.6810962406015038
311,ZCTA5 01532,0.7564757116555729
312,ZCTA5 01534,0.7216115131578946
313,ZCTA5 01535,0.674028025477707
314,ZCTA5 01536,0.6023415918240941
315,ZCTA5 01537,0.4645530303030303
316,ZCTA5 01540,0.5713924520922956
317,ZCTA5 01541,0.7617761880429229
318,ZCTA5 01542,0.5648025104602511
319,ZCTA5 01543,0.7090102238187346
320,ZCTA5 01545,0.7374725796377264
321,ZCTA5 01550,0.5191555216426192
322,ZCTA5 01560,0.6615055264688772
323,ZCTA5 01561,0.7712765957446809
324,ZCTA5 01562,0.6310749705832913
325,ZCTA5 01564,0.7236431640131413
326,ZCTA5 01566,0.6983228851963746
327,ZCTA5 01568,0.7401456059735784
328,ZCTA5 01569,0.6766613687966266
329,ZCTA5 01570,0.561377812257564
330,ZCTA5 01571,0.6167212649945475
331,ZCTA5 01581,0.7274023382894904
332,ZCTA5 01583,0.5760009160305344
333,ZCTA5 01585,0.6889462143152668
334,ZCTA5 01588,0.5813430902111323
335,ZCTA5 01590,0.7129769715402998
336,ZCTA5 01602,0.5816286132455177
337,ZCTA5 01603,0.4910764779874214
338,ZCTA5 01604,0.4483545022242676
339,ZCTA5 01605,0.40516288617468954
340,ZCTA5 01606,0.5162241067390321
341,ZCTA5 01607,0.5402292842292843
342,ZCTA5 01608,0.14328103946102022
343,ZCTA5 01609,0.5351000390269285
344,ZCTA5 01610,0.32029618320610687
345,ZCTA5 01611,0.5116174558960075
346,ZCTA5 01612,0.6948007295941633
347,ZCTA5 01701,0.6910612132689841
348,ZCTA5 01702,0.490299552453918
349,ZCTA5 01718,0.7098313725490196
350,ZCTA5 01719,0.7082315270935962
351,ZCTA5 01720,0.7604103441894892
352,ZCTA5 01721,0.6390830260648442
353,ZCTA5 01730,0.6896088848866876
354,ZCTA5 01731,0.9622264150943396
355,ZCTA5 01740,0.8215333064190553
