,ZCTA,TotalPopulation,85andOver,45to54,55to64,65to74,75to84
170,ZCTA5 01069,8753.0,1.6,18.7,15.2,7.8999999999999995,3.2
171,ZCTA5 01070,562.0,1.0,17.0,23.4,12.899999999999999,6.8
172,ZCTA5 01071,1271.0,0.0,22.2,17.0,12.7,6.800000000000001
173,ZCTA5 01072,1542.0,1.3,14.8,21.9,10.1,2.3
174,ZCTA5 01073,6081.0,3.5,16.299999999999997,16.9,11.4,3.0
175,ZCTA5 01074,228.0,0.0,39.5,0.0,0.0,0.0
176,ZCTA5 01075,17770.0,2.4,13.9,17.1,10.1,5.9
177,ZCTA5 01077,9650.0,4.1,19.700000000000003,17.0,8.4,3.5
178,ZCTA5 01079,811.0,0.0,16.1,7.4,1.5,10.5
179,ZCTA5 01080,2452.0,1.4,11.3,8.3,3.9,4.2
180,ZCTA5 01081,1823.0,1.1,13.7,13.9,9.7,5.7
181,ZCTA5 01082,10612.0,1.2,15.899999999999999,13.9,11.6,2.3
182,ZCTA5 01083,3148.0,0.8,17.9,12.2,6.1,0.0
183,ZCTA5 01084,154.0,6.3,9.5,36.5,38.1,0.0
184,ZCTA5 01085,41479.0,1.6,12.2,14.2,8.8,3.4000000000000004
185,ZCTA5 01086,690.0,0.0,0.0,0.0,0.0,0.0
186,ZCTA5 01088,433.0,0.0,23.1,18.200000000000003,17.0,14.5
187,ZCTA5 01089,28575.0,1.6,11.1,15.4,9.1,3.5
188,ZCTA5 01092,1191.0,2.3,36.2,9.6,1.8,1.8
189,ZCTA5 01093,289.0,2.2,23.9,21.6,21.7,5.2
190,ZCTA5 01094,347.0,0.0,11.8,8.2,27.3,11.2
191,ZCTA5 01095,14569.0,2.6,16.6,17.2,11.2,5.8
192,ZCTA5 01096,2564.0,0.6,14.5,14.3,10.4,5.1
193,ZCTA5 01097,78.0,0.0,0.0,0.0,8.1,0.0
194,ZCTA5 01098,1117.0,2.2,12.2,20.4,16.5,6.0
195,ZCTA5 01103,2430.0,0.7,15.7,10.6,5.3,1.8
196,ZCTA5 01104,23183.0,2.0,18.1,9.3,4.5,3.1
197,ZCTA5 01105,11576.0,0.7,9.4,10.100000000000001,8.7,0.5
198,ZCTA5 01106,15983.0,3.2,21.200000000000003,11.8,9.9,6.3
199,ZCTA5 01107,11474.0,0.6,9.8,8.600000000000001,4.4,2.4
200,ZCTA5 01108,28449.0,0.9,9.100000000000001,12.5,5.1,2.4
201,ZCTA5 01109,30139.0,0.5,10.1,9.4,5.4,3.3
202,ZCTA5 01118,14293.0,2.5,11.0,13.5,8.8,3.1
203,ZCTA5 01119,13091.0,2.6,10.0,13.899999999999999,4.8,3.8
204,ZCTA5 01128,2695.0,1.4,13.0,23.6,14.399999999999999,4.1
205,ZCTA5 01129,7220.0,1.1,17.3,13.8,8.4,2.8
206,ZCTA5 01151,9295.0,0.7,14.3,7.800000000000001,5.5,1.7999999999999998
207,ZCTA5 01199,0.0,0,0.0,0.0,0.0,0.0
208,ZCTA5 01201,45001.0,2.0,14.2,13.7,10.6,4.300000000000001
209,ZCTA5 01220,8266.0,2.4,14.5,15.899999999999999,9.5,3.8000000000000003
210,ZCTA5 01222,829.0,0.0,17.1,12.600000000000001,16.7,7.699999999999999
211,ZCTA5 01223,2247.0,1.3,17.9,19.9,16.2,4.300000000000001
212,ZCTA5 01224,176.0,0.0,57.4,42.6,0.0,0.0
213,ZCTA5 01225,3192.0,2.4,15.2,18.9,12.2,7.9
214,ZCTA5 01226,6885.0,2.6,17.0,16.6,7.2,6.2
215,ZCTA5 01229,102.0,0.0,0.0,23.8,52.3,0.0
216,ZCTA5 01230,8195.0,3.0,16.5,17.1,10.0,5.6
217,ZCTA5 01235,2666.0,1.7,14.4,25.6,7.7,4.4
218,ZCTA5 01236,1422.0,0.3,7.9,10.9,12.899999999999999,1.9
219,ZCTA5 01237,2755.0,0.5,18.7,15.2,9.5,1.6
220,ZCTA5 01238,5950.0,2.3,16.6,14.100000000000001,16.3,7.0
221,ZCTA5 01240,4592.0,10.0,12.7,14.3,18.1,10.3
222,ZCTA5 01242,429.0,0.0,15.1,18.4,8.1,6.5
223,ZCTA5 01243,381.0,0.0,7.8,30.0,24.5,6.699999999999999
224,ZCTA5 01244,82.0,0.0,0.0,35.9,0.0,7.7
225,ZCTA5 01245,870.0,3.2,13.2,22.3,18.3,7.6
226,ZCTA5 01247,15725.0,1.6,14.899999999999999,15.5,9.3,5.6
227,ZCTA5 01253,734.0,1.7,19.1,13.0,20.0,10.5
228,ZCTA5 01254,985.0,3.6,16.0,21.9,21.5,10.4
229,ZCTA5 01255,869.0,6.8,10.0,15.7,10.5,13.0
230,ZCTA5 01256,764.0,0.5,18.9,17.6,9.2,7.4
231,ZCTA5 01257,2164.0,4.4,18.0,14.299999999999999,22.1,4.6
232,ZCTA5 01258,359.0,4.6,23.2,24.2,17.0,15.399999999999999
233,ZCTA5 01259,556.0,1.1,20.0,24.5,25.3,6.4
234,ZCTA5 01260,545.0,0.0,37.3,19.9,0.0,0.0
235,ZCTA5 01262,1196.0,1.2,21.5,18.6,13.0,12.6
236,ZCTA5 01264,161.0,1.4,14.4,13.0,24.6,14.399999999999999
237,ZCTA5 01266,1380.0,2.9,11.399999999999999,21.299999999999997,21.0,8.7
238,ZCTA5 01267,7846.0,3.9,7.9,13.6,7.6,6.5
239,ZCTA5 01270,814.0,1.9,19.299999999999997,24.299999999999997,18.1,1.9
240,ZCTA5 01301,17730.0,2.2,12.100000000000001,15.5,10.7,3.0999999999999996
241,ZCTA5 01330,1468.0,1.4,20.299999999999997,20.4,10.9,1.7000000000000002
242,ZCTA5 01331,13205.0,1.3,14.100000000000001,18.6,10.100000000000001,3.5
243,ZCTA5 01337,2598.0,3.5,17.3,16.5,13.399999999999999,6.6
244,ZCTA5 01338,138.0,0.0,0.0,36.9,29.2,0.0
245,ZCTA5 01339,1461.0,2.2,11.600000000000001,15.4,16.0,7.5
246,ZCTA5 01340,1689.0,3.3,13.3,23.6,14.1,3.3
247,ZCTA5 01341,1716.0,0.9,18.5,18.4,12.7,4.9
248,ZCTA5 01342,1768.0,0.0,22.9,12.5,11.8,8.6
249,ZCTA5 01343,46.0,9.1,18.2,54.6,9.1,9.1
250,ZCTA5 01344,1582.0,1.2,15.3,16.4,9.5,4.0
251,ZCTA5 01346,465.0,1.3,25.5,12.9,15.899999999999999,3.4
252,ZCTA5 01347,133.0,0.0,20.0,32.5,0.0,0.0
253,ZCTA5 01349,1106.0,0.5,6.800000000000001,25.5,6.3999999999999995,3.0999999999999996
254,ZCTA5 01350,95.0,0.0,6.8,18.1,20.5,2.3
255,ZCTA5 01351,2312.0,0.8,17.4,15.3,12.2,6.6
256,ZCTA5 01354,1656.0,1.1,13.1,20.9,7.6,5.7
257,ZCTA5 01355,915.0,2.4,16.0,18.0,16.8,3.0
258,ZCTA5 01360,3006.0,2.0,16.7,14.8,12.6,1.9
259,ZCTA5 01364,7832.0,0.7,17.2,18.9,9.0,5.0
260,ZCTA5 01366,1202.0,5.4,29.6,13.7,14.600000000000001,2.9
261,ZCTA5 01367,686.0,1.1,16.6,10.6,13.700000000000001,5.5
262,ZCTA5 01368,1363.0,0.9,19.7,23.1,10.3,3.4000000000000004
263,ZCTA5 01370,3879.0,1.7,17.5,19.1,14.2,4.5
264,ZCTA5 01373,4184.0,0.8,16.9,23.299999999999997,7.8,2.4
265,ZCTA5 01375,3673.0,0.0,8.0,13.899999999999999,3.6,1.7000000000000002
266,ZCTA5 01376,5101.0,1.7,11.399999999999999,14.0,11.0,6.9
267,ZCTA5 01378,734.0,1.2,17.4,26.7,14.8,8.399999999999999
268,ZCTA5 01379,775.0,0.0,12.3,23.2,15.9,5.2
269,ZCTA5 01420,40441.0,1.2,12.3,11.9,6.5,3.7
270,ZCTA5 01430,6171.0,0.0,15.1,14.8,12.6,0.8
271,ZCTA5 01431,3196.0,2.1,19.9,16.8,7.699999999999999,2.7
272,ZCTA5 01432,7594.0,0.3,14.7,16.3,6.199999999999999,2.8
273,ZCTA5 01434,1716.0,0.0,19.9,11.3,13.3,1.2
274,ZCTA5 01436,3823.0,7.3,18.4,14.0,9.3,1.8
275,ZCTA5 01438,635.0,0.0,6.8,20.9,16.5,5.8
276,ZCTA5 01440,20334.0,1.6,14.4,13.7,7.1,3.9
277,ZCTA5 01450,11182.0,1.4,19.6,16.9,7.9,3.5999999999999996
278,ZCTA5 01451,4629.0,1.9,20.0,19.4,12.2,2.4000000000000004
279,ZCTA5 01452,4537.0,2.6,23.1,14.5,8.0,2.8
280,ZCTA5 01453,41336.0,2.1,15.9,13.9,6.8,5.2
281,ZCTA5 01460,9538.0,1.0,16.9,17.8,7.3,5.5
282,ZCTA5 01462,11087.0,1.4,24.7,13.899999999999999,7.9,5.0
283,ZCTA5 01463,12031.0,1.0,16.8,18.1,7.4,2.9
284,ZCTA5 01464,7433.0,1.0,18.3,12.399999999999999,5.3,3.7
285,ZCTA5 01467,560.0,2.1,18.3,24.7,18.299999999999997,4.9
286,ZCTA5 01468,3704.0,0.0,19.4,11.6,12.600000000000001,4.3
287,ZCTA5 01469,7430.0,0.9,16.0,15.6,10.4,1.6
288,ZCTA5 01473,7480.0,2.5,18.299999999999997,17.5,10.1,1.5
289,ZCTA5 01474,1939.0,0.0,22.299999999999997,19.5,5.800000000000001,3.6
290,ZCTA5 01475,10613.0,1.0,15.0,13.100000000000001,7.3,4.8
291,ZCTA5 01501,16239.0,2.5,16.8,14.0,10.4,4.800000000000001
292,ZCTA5 01503,3061.0,4.0,16.9,14.5,10.8,4.9
293,ZCTA5 01504,9068.0,1.0,17.3,16.1,5.4,2.2
294,ZCTA5 01505,4480.0,2.9,19.5,13.0,7.300000000000001,3.6
295,ZCTA5 01506,3386.0,0.0,11.5,13.7,12.8,3.5
296,ZCTA5 01507,13292.0,2.2,19.4,16.8,8.6,2.2
297,ZCTA5 01510,13759.0,1.3,14.5,11.3,7.8,2.5999999999999996
298,ZCTA5 01515,2259.0,3.6,13.5,14.1,13.9,2.4
299,ZCTA5 01516,8689.0,1.1,14.1,18.0,6.0,3.7
300,ZCTA5 01518,3009.0,2.6,15.5,10.9,16.2,3.6
301,ZCTA5 01519,6548.0,1.4,18.5,11.899999999999999,7.3,4.699999999999999
302,ZCTA5 01520,14880.0,0.7,16.6,14.399999999999999,7.8,3.7
303,ZCTA5 01521,2374.0,0.4,14.6,18.5,9.7,3.8000000000000003
304,ZCTA5 01522,3380.0,1.9,16.700000000000003,12.5,9.6,2.1
305,ZCTA5 01523,7811.0,1.3,12.6,13.100000000000001,8.5,2.7
306,ZCTA5 01524,6649.0,1.3,12.3,22.4,8.0,5.1
307,ZCTA5 01525,128.0,0.0,50.8,0.0,18.5,0.0
308,ZCTA5 01527,13431.0,1.4,17.9,12.6,10.6,4.0
309,ZCTA5 01529,3218.0,0.3,19.6,14.100000000000001,5.4,1.7000000000000002
310,ZCTA5 01531,1106.0,0.9,22.5,23.299999999999997,8.3,2.1
311,ZCTA5 01532,14846.0,1.4,17.1,13.4,7.9,4.8
312,ZCTA5 01534,6406.0,1.9,23.5,16.7,6.0,3.4
313,ZCTA5 01535,4761.0,0.3,18.8,17.9,9.2,3.6
314,ZCTA5 01536,7557.0,1.7,18.3,13.6,7.1000000000000005,1.5
315,ZCTA5 01537,2671.0,0.0,8.0,14.5,7.5,0.0
316,ZCTA5 01540,10921.0,0.4,17.9,15.0,10.899999999999999,2.1
317,ZCTA5 01541,3451.0,1.0,17.8,19.4,8.399999999999999,3.4
318,ZCTA5 01542,2366.0,1.0,5.3,21.3,11.9,7.3
319,ZCTA5 01543,8402.0,0.8,21.1,9.2,6.2,1.0
320,ZCTA5 01545,36103.0,1.6,15.8,11.600000000000001,7.1,3.8
321,ZCTA5 01550,16824.0,1.7,13.1,11.8,7.4,3.5
322,ZCTA5 01560,4504.0,0.6,17.299999999999997,10.4,6.0,3.0
323,ZCTA5 01561,249.0,0.0,34.6,0.0,27.1,26.3
324,ZCTA5 01562,11801.0,0.5,13.600000000000001,17.7,8.0,4.5
325,ZCTA5 01564,7954.0,0.7,19.7,15.8,9.1,2.6
326,ZCTA5 01566,6442.0,0.7,16.8,13.100000000000001,10.0,5.0
327,ZCTA5 01568,7532.0,0.8,18.3,16.4,8.1,2.0
328,ZCTA5 01569,13881.0,0.4,17.9,13.4,6.3,1.4000000000000001
329,ZCTA5 01570,16838.0,2.1,14.7,14.8,9.3,5.2
330,ZCTA5 01571,11608.0,1.0,14.0,12.1,7.6000000000000005,4.0
331,ZCTA5 01581,18706.0,0.9,18.0,12.8,7.1,3.2
332,ZCTA5 01583,7602.0,0.7,15.5,9.3,8.2,2.3
333,ZCTA5 01585,4606.0,1.5,17.200000000000003,16.2,11.0,4.4
334,ZCTA5 01588,9731.0,2.0,13.9,15.7,8.899999999999999,3.8
335,ZCTA5 01590,9184.0,1.1,22.7,13.6,8.5,3.2
336,ZCTA5 01602,23812.0,1.7,14.6,12.8,7.3999999999999995,4.7
337,ZCTA5 01603,20505.0,2.2,14.7,11.899999999999999,6.3,2.8
338,ZCTA5 01604,35866.0,1.8,12.100000000000001,11.2,5.5,2.7
339,ZCTA5 01605,28696.0,2.1,12.2,10.6,5.0,2.5
340,ZCTA5 01606,19258.0,1.7,15.5,13.2,5.7,3.5
341,ZCTA5 01607,8636.0,0.5,13.4,14.5,4.5,2.8
342,ZCTA5 01608,3511.0,4.1,14.5,9.600000000000001,4.6,1.2
343,ZCTA5 01609,19982.0,1.7,11.2,10.9,7.2,5.1
344,ZCTA5 01610,23919.0,0.9,11.0,9.6,3.4000000000000004,1.5
345,ZCTA5 01611,2466.0,0.0,19.0,9.2,4.1,7.5
346,ZCTA5 01612,4889.0,1.3,16.2,12.9,9.2,2.6999999999999997
347,ZCTA5 01701,32061.0,2.4,16.2,14.899999999999999,9.5,4.9
348,ZCTA5 01702,38781.0,1.0,12.600000000000001,10.8,5.6,2.9
349,ZCTA5 01718,526.0,0.0,0.0,26.2,7.2,6.8
350,ZCTA5 01719,5287.0,1.2,19.2,14.2,7.8,1.9
351,ZCTA5 01720,22638.0,1.0,19.5,14.3,6.1,3.3
352,ZCTA5 01721,17420.0,0.9,17.0,14.7,7.4,3.4
353,ZCTA5 01730,14018.0,3.0,18.200000000000003,11.9,5.6,7.9
