,ZCTA,marriedPercent
1,ZCTA5 00601,0.5036071758343227
2,ZCTA5 00602,0.5667683289488734
3,ZCTA5 00603,0.5291911569443215
4,ZCTA5 00606,0.4801200686106347
5,ZCTA5 00610,0.5296827502034174
6,ZCTA5 00612,0.47510647885325014
7,ZCTA5 00616,0.5387834407735697
8,ZCTA5 00617,0.4635496862983203
9,ZCTA5 00622,0.5392511116923883
10,ZCTA5 00623,0.47367002118644064
11,ZCTA5 00624,0.5652621451104101
12,ZCTA5 00627,0.6071174557032116
13,ZCTA5 00631,0.4494665042630938
14,ZCTA5 00637,0.48235592421528894
15,ZCTA5 00638,0.5295730864519494
16,ZCTA5 00641,0.5271929986181484
17,ZCTA5 00646,0.5648319696275447
18,ZCTA5 00647,0.5362652366360231
19,ZCTA5 00650,0.6356593480830941
20,ZCTA5 00652,0.5553496631965708
21,ZCTA5 00653,0.49156198179979776
22,ZCTA5 00656,0.5040408307764929
23,ZCTA5 00659,0.6027356185973208
24,ZCTA5 00660,0.46394806940371464
25,ZCTA5 00662,0.514545227247472
26,ZCTA5 00664,0.5497206411514557
27,ZCTA5 00667,0.5116956484348125
28,ZCTA5 00669,0.5699193657792098
29,ZCTA5 00670,0.5625397784491439
30,ZCTA5 00674,0.49549233642806134
31,ZCTA5 00676,0.5793105232892467
32,ZCTA5 00677,0.5265043466068423
33,ZCTA5 00678,0.5772510100122958
34,ZCTA5 00680,0.45498034962911554
35,ZCTA5 00682,0.4601798318065775
36,ZCTA5 00683,0.46236102536572266
37,ZCTA5 00685,0.5400346817691478
38,ZCTA5 00687,0.5218264810618323
39,ZCTA5 00688,0.6032848386515234
40,ZCTA5 00690,0.5070512927439532
41,ZCTA5 00692,0.5080872226472839
42,ZCTA5 00693,0.5069792695764839
43,ZCTA5 00694,0.0
44,ZCTA5 00698,0.4601284361549498
45,ZCTA5 00703,0.5278157174619463
46,ZCTA5 00704,0.5441398747390396
47,ZCTA5 00705,0.521487010006426
48,ZCTA5 00707,0.5489262655205348
49,ZCTA5 00714,0.5266791429705066
50,ZCTA5 00715,0.4092548047117173
51,ZCTA5 00716,0.48165206958608275
52,ZCTA5 00717,0.3836128545977799
53,ZCTA5 00718,0.5074753801228477
54,ZCTA5 00719,0.5370729207725661
55,ZCTA5 00720,0.49120325570879486
56,ZCTA5 00723,0.48476637632740727
57,ZCTA5 00725,0.4653368049905072
58,ZCTA5 00727,0.5424147019810878
59,ZCTA5 00728,0.5553278964790851
60,ZCTA5 00729,0.5248609663666508
61,ZCTA5 00730,0.45005690578857965
62,ZCTA5 00731,0.5317857478465152
63,ZCTA5 00735,0.518997387214771
64,ZCTA5 00736,0.5329978453215972
65,ZCTA5 00738,0.4427663363492748
66,ZCTA5 00739,0.5652413837531405
67,ZCTA5 00740,0.46085273972602747
68,ZCTA5 00741,0.6019865891819401
69,ZCTA5 00745,0.5196223135695457
70,ZCTA5 00751,0.4822275518847946
71,ZCTA5 00754,0.4899320891962795
72,ZCTA5 00757,0.4552580761378648
73,ZCTA5 00765,0.4784825306893295
74,ZCTA5 00766,0.5303535211267606
75,ZCTA5 00767,0.4755158042314555
76,ZCTA5 00769,0.4600026880078196
77,ZCTA5 00771,0.5003944199513062
78,ZCTA5 00772,0.4150582257293161
79,ZCTA5 00773,0.5860880860318993
80,ZCTA5 00775,0.3399349005424955
81,ZCTA5 00777,0.4826819537411359
82,ZCTA5 00778,0.5240964656736108
83,ZCTA5 00780,0.4953525950830006
84,ZCTA5 00782,0.44202501620220347
85,ZCTA5 00783,0.5794406038374719
86,ZCTA5 00784,0.4719247713047665
87,ZCTA5 00786,0.5206082474226804
88,ZCTA5 00791,0.4835587167883865
89,ZCTA5 00794,0.5162798128696265
90,ZCTA5 00795,0.5175971133574787
91,ZCTA5 00901,0.37556341701988916
92,ZCTA5 00906,0.0
93,ZCTA5 00907,0.40068192873004127
94,ZCTA5 00909,0.3084710604140262
95,ZCTA5 00911,0.3317287287287288
96,ZCTA5 00912,0.30607568377669536
97,ZCTA5 00913,0.2862711310739077
98,ZCTA5 00915,0.30779414440492925
99,ZCTA5 00917,0.31827576167203914
100,ZCTA5 00918,0.3134650124721019
101,ZCTA5 00920,0.3492925800023445
102,ZCTA5 00921,0.3860212582781457
103,ZCTA5 00923,0.3223284145805885
104,ZCTA5 00924,0.3936383458646617
105,ZCTA5 00925,0.22283706631532718
106,ZCTA5 00926,0.5160933897753174
107,ZCTA5 00927,0.4728238002232143
108,ZCTA5 00934,0.0
109,ZCTA5 00936,0.2452889733840304
110,ZCTA5 00949,0.4864287597702232
111,ZCTA5 00950,0.0
112,ZCTA5 00951,0.0
113,ZCTA5 00952,0.4189392545982574
114,ZCTA5 00953,0.6170801620024081
115,ZCTA5 00956,0.5008011571841852
116,ZCTA5 00957,0.5615024282322468
117,ZCTA5 00959,0.4643458344994869
118,ZCTA5 00960,0.14433653846153846
119,ZCTA5 00961,0.5008178556352891
120,ZCTA5 00962,0.4443401619818962
121,ZCTA5 00965,0.33924742268041236
122,ZCTA5 00966,0.5176827507598785
123,ZCTA5 00968,0.4370929487179488
124,ZCTA5 00969,0.5323556082229893
125,ZCTA5 00971,0.4943785644051131
126,ZCTA5 00976,0.5240111574922951
127,ZCTA5 00979,0.45199599198396795
128,ZCTA5 00982,0.45901824766680593
129,ZCTA5 00983,0.4498665058539742
130,ZCTA5 00985,0.47904625724828676
131,ZCTA5 00987,0.5271325013045747
132,ZCTA5 01001,0.5209747764274248
133,ZCTA5 01002,0.6133622192217995
134,ZCTA5 01003,0.1793076923076923
135,ZCTA5 01005,0.538608402695204
136,ZCTA5 01007,0.7064657336603664
137,ZCTA5 01008,0.7277351598173516
138,ZCTA5 01009,0.7785149700598802
139,ZCTA5 01010,0.6596150073565473
140,ZCTA5 01011,0.6951967930029154
141,ZCTA5 01012,0.6541643835616439
142,ZCTA5 01013,0.4994583949914627
143,ZCTA5 01020,0.5620707544056498
144,ZCTA5 01022,0.2161855400696864
145,ZCTA5 01026,0.5528947368421052
146,ZCTA5 01027,0.57596378674416
147,ZCTA5 01028,0.661105068132919
148,ZCTA5 01029,0.6636703786191537
149,ZCTA5 01030,0.7160271710175813
150,ZCTA5 01031,0.5754384748700173
151,ZCTA5 01032,0.6283684210526316
152,ZCTA5 01033,0.6739751784052126
153,ZCTA5 01034,0.7163866446826052
154,ZCTA5 01035,0.581638237384506
155,ZCTA5 01036,0.7129854138398914
156,ZCTA5 01037,0.8263253012048192
157,ZCTA5 01038,0.6529497400346621
158,ZCTA5 01039,0.5811422764227642
159,ZCTA5 01040,0.45652992021276595
160,ZCTA5 01050,0.7174833333333334
161,ZCTA5 01053,0.4472176529588766
162,ZCTA5 01054,0.7129337686567164
163,ZCTA5 01056,0.6858529243119267
164,ZCTA5 01057,0.6751560629572156
165,ZCTA5 01060,0.45452134044681564
166,ZCTA5 01062,0.5686530184726719
167,ZCTA5 01063,0.0
168,ZCTA5 01066,0.0
169,ZCTA5 01068,0.723703947368421
170,ZCTA5 01069,0.5782761728680379
171,ZCTA5 01070,0.5813539325842697
172,ZCTA5 01071,0.7644249649368865
173,ZCTA5 01072,0.5821254705144292
174,ZCTA5 01073,0.6410709001233046
175,ZCTA5 01074,1.0
176,ZCTA5 01075,0.5285480575176589
177,ZCTA5 01077,0.6897582947918761
178,ZCTA5 01079,0.4765987460815047
179,ZCTA5 01080,0.5625393548387096
180,ZCTA5 01081,0.6750872162485065
181,ZCTA5 01082,0.6010941855834329
182,ZCTA5 01083,0.5153592452830189
183,ZCTA5 01084,0.8205
184,ZCTA5 01085,0.6332732950149221
185,ZCTA5 01086,0.0
186,ZCTA5 01088,0.48560563380281685
187,ZCTA5 01089,0.5399323369344489
188,ZCTA5 01092,0.5202455573505654
189,ZCTA5 01093,0.7089718309859154
190,ZCTA5 01094,0.2557298578199052
191,ZCTA5 01095,0.7132551244037643
192,ZCTA5 01096,0.5995104501607718
193,ZCTA5 01097,0.0
194,ZCTA5 01098,0.629247261345853
195,ZCTA5 01103,0.2298727076591154
196,ZCTA5 01104,0.384417893415497
197,ZCTA5 01105,0.2603065943477019
198,ZCTA5 01106,0.7319603355302576
199,ZCTA5 01107,0.4481418575063614
200,ZCTA5 01108,0.4518911480566165
