,ZCTA,Score
0,ZCTA5 00601,0.34739494323535397
1,ZCTA5 00602,0.36578885989651533
2,ZCTA5 00603,0.38190932676693495
3,ZCTA5 00606,0.2873400223558385
4,ZCTA5 00610,0.3543475573934925
5,ZCTA5 00612,0.393744006674664
6,ZCTA5 00616,0.336011273426742
7,ZCTA5 00617,0.34963423868198706
8,ZCTA5 00622,0.38702607127418576
9,ZCTA5 00623,0.38906020392578666
10,ZCTA5 00624,0.34719406966766075
11,ZCTA5 00627,0.379495818045225
12,ZCTA5 00631,0.2888891365947554
13,ZCTA5 00637,0.3618860052015288
14,ZCTA5 00638,0.35217041432549945
15,ZCTA5 00641,0.3670580860006854
16,ZCTA5 00646,0.44469554681901124
17,ZCTA5 00647,0.333406370785869
18,ZCTA5 00650,0.343752727217234
19,ZCTA5 00652,0.3823115114832208
20,ZCTA5 00653,0.31427464893892115
21,ZCTA5 00656,0.3576244282286541
22,ZCTA5 00659,0.38205225449143076
23,ZCTA5 00660,0.37173216979582885
24,ZCTA5 00662,0.35762783724408653
25,ZCTA5 00664,0.3430579352681498
26,ZCTA5 00667,0.33295545886802896
27,ZCTA5 00669,0.35075451801671903
28,ZCTA5 00670,0.3412925257050869
29,ZCTA5 00674,0.3859354990377665
30,ZCTA5 00676,0.3577058053019582
31,ZCTA5 00677,0.36000963464385966
32,ZCTA5 00678,0.3823620302937064
33,ZCTA5 00680,0.3520192562486135
34,ZCTA5 00682,0.38444503522590245
35,ZCTA5 00683,0.35800998947468604
36,ZCTA5 00685,0.3420635587780843
37,ZCTA5 00687,0.3324357736584124
38,ZCTA5 00688,0.3585897138240558
39,ZCTA5 00690,0.3860140499666329
40,ZCTA5 00692,0.37825553205840884
41,ZCTA5 00693,0.37156467412176725
42,ZCTA5 00694,0.17648246601107265
43,ZCTA5 00698,0.3618615635513527
44,ZCTA5 00703,0.34310656442000803
45,ZCTA5 00704,0.36436694498310124
46,ZCTA5 00705,0.3862077638220056
47,ZCTA5 00707,0.3481282051916071
48,ZCTA5 00714,0.34400776697542373
49,ZCTA5 00715,0.3014702702978162
50,ZCTA5 00716,0.39431003496814276
51,ZCTA5 00717,0.3866738032282456
52,ZCTA5 00718,0.3830459737987714
53,ZCTA5 00719,0.3646050707329153
54,ZCTA5 00720,0.33238634634168224
55,ZCTA5 00723,0.3583016731787541
56,ZCTA5 00725,0.412971288259344
57,ZCTA5 00727,0.44911917438836957
58,ZCTA5 00728,0.38799394787537317
59,ZCTA5 00729,0.3947848654177423
60,ZCTA5 00730,0.3536024088105775
61,ZCTA5 00731,0.35183871438530384
62,ZCTA5 00735,0.36098223370629295
63,ZCTA5 00736,0.39233835598273
64,ZCTA5 00738,0.3901508481012499
65,ZCTA5 00739,0.4287828901607594
66,ZCTA5 00740,0.29787212762679943
67,ZCTA5 00741,0.3680955041847854
68,ZCTA5 00745,0.41162253755597994
69,ZCTA5 00751,0.35667468877122
70,ZCTA5 00754,0.36877135692253654
71,ZCTA5 00757,0.3857083694671988
72,ZCTA5 00765,0.3359671316565499
73,ZCTA5 00766,0.3695373031731376
74,ZCTA5 00767,0.3529384400682637
75,ZCTA5 00769,0.3719835896704688
76,ZCTA5 00771,0.3921887046961103
77,ZCTA5 00772,0.35482882325779264
78,ZCTA5 00773,0.3890860477309314
79,ZCTA5 00775,0.32357588663708087
80,ZCTA5 00777,0.39481967425323716
81,ZCTA5 00778,0.4500264553615178
82,ZCTA5 00780,0.41636073452957045
83,ZCTA5 00782,0.34367768561315515
84,ZCTA5 00783,0.37247848033194203
85,ZCTA5 00784,0.3716939999799125
86,ZCTA5 00786,0.21234355695326074
87,ZCTA5 00791,0.3983009604322324
88,ZCTA5 00794,0.3642210733068767
89,ZCTA5 00795,0.38269069717831466
90,ZCTA5 00901,0.3565392581349585
91,ZCTA5 00906,0.3599979998869445
92,ZCTA5 00907,0.43015812202349263
93,ZCTA5 00909,0.36761617231596566
94,ZCTA5 00911,0.4523941159831805
95,ZCTA5 00912,0.40175821729914957
96,ZCTA5 00913,0.38863498538768887
97,ZCTA5 00915,0.2651071836597744
98,ZCTA5 00917,0.3334051479656176
99,ZCTA5 00918,0.4794425026246613
100,ZCTA5 00920,0.39644802189638495
101,ZCTA5 00921,0.4162418450721232
102,ZCTA5 00923,0.3466282657439402
103,ZCTA5 00924,0.43079313102548145
104,ZCTA5 00925,0.27675736824821023
105,ZCTA5 00926,0.47282941362522374
106,ZCTA5 00927,0.48254611117497154
107,ZCTA5 00934,0.5167748662240905
108,ZCTA5 00936,0.4177912530018294
109,ZCTA5 00949,0.428175878677095
110,ZCTA5 00950,0.3780867254805592
111,ZCTA5 00951,0.27809038066700836
112,ZCTA5 00952,0.3586837088563295
113,ZCTA5 00953,0.4694554236575879
114,ZCTA5 00956,0.405603269478163
115,ZCTA5 00957,0.4220114138262812
116,ZCTA5 00959,0.45544138312125243
117,ZCTA5 00960,0.4154681269289373
118,ZCTA5 00961,0.47257880155075926
119,ZCTA5 00962,0.38073431668484026
120,ZCTA5 00965,0.31431412521288316
121,ZCTA5 00966,0.5073259411347927
122,ZCTA5 00968,0.510981624468929
123,ZCTA5 00969,0.5211109061335015
124,ZCTA5 00971,0.4019713669208861
125,ZCTA5 00976,0.46059708632700624
126,ZCTA5 00979,0.4854062856785282
127,ZCTA5 00982,0.411825541944011
128,ZCTA5 00983,0.45348046909562306
129,ZCTA5 00985,0.42563704404698344
130,ZCTA5 00987,0.4771340843963759
131,ZCTA5 01001,0.5582733946661261
132,ZCTA5 01002,0.5403706668578575
133,ZCTA5 01003,0.5060073268675578
134,ZCTA5 01005,0.5705442222056589
135,ZCTA5 01007,0.5609898208405887
136,ZCTA5 01008,0.5960279684968062
137,ZCTA5 01009,0.5070623539368794
138,ZCTA5 01010,0.5264582347893929
139,ZCTA5 01011,0.5741146238071747
140,ZCTA5 01012,0.6163761114307881
141,ZCTA5 01013,0.5334258710170128
142,ZCTA5 01020,0.5552211330967396
143,ZCTA5 01022,0.5272624496136373
144,ZCTA5 01026,0.5664170852841784
145,ZCTA5 01027,0.5645458574106627
146,ZCTA5 01028,0.560067236975647
147,ZCTA5 01029,0.5198277797601881
148,ZCTA5 01030,0.5642275268798818
149,ZCTA5 01031,0.5306953043883494
150,ZCTA5 01032,0.5568085401600925
151,ZCTA5 01033,0.5666442050874049
152,ZCTA5 01034,0.573633507617237
153,ZCTA5 01035,0.5661674952477102
154,ZCTA5 01036,0.5886805181786668
155,ZCTA5 01037,0.5437228098805968
156,ZCTA5 01038,0.5777923011581908
157,ZCTA5 01039,0.5328996180615468
158,ZCTA5 01040,0.5173404120401046
159,ZCTA5 01050,0.5721518880966199
160,ZCTA5 01053,0.5302858186148427
161,ZCTA5 01054,0.5703958518586305
162,ZCTA5 01056,0.5580446958190552
163,ZCTA5 01057,0.5741568788033686
164,ZCTA5 01060,0.5116082876052535
165,ZCTA5 01062,0.5536472666305466
166,ZCTA5 01063,0.3780867254805592
167,ZCTA5 01066,0.41560598667257787
168,ZCTA5 01068,0.5645732959169405
169,ZCTA5 01069,0.5663613034508714
170,ZCTA5 01070,0.5668804774586498
171,ZCTA5 01071,0.5992910525562665
172,ZCTA5 01072,0.5596958909924821
173,ZCTA5 01073,0.5332619781115722
174,ZCTA5 01074,0.5241982370563127
175,ZCTA5 01075,0.5556640740109743
176,ZCTA5 01077,0.5672558553187121
177,ZCTA5 01079,0.4669887181513379
178,ZCTA5 01080,0.5221889471368181
179,ZCTA5 01081,0.5339896448880717
180,ZCTA5 01082,0.5541020616889066
181,ZCTA5 01083,0.4482061539051262
182,ZCTA5 01084,0.5151959946903594
183,ZCTA5 01085,0.5525722159734219
184,ZCTA5 01086,0.3780867254805592
185,ZCTA5 01088,0.5503978410289474
186,ZCTA5 01089,0.5386484367802424
187,ZCTA5 01092,0.5336855755813043
188,ZCTA5 01093,0.5612869774595021
189,ZCTA5 01094,0.5440542045119158
190,ZCTA5 01095,0.5373931381850812
191,ZCTA5 01096,0.5642210683313741
192,ZCTA5 01097,0.44435258481360845
193,ZCTA5 01098,0.5994014725886367
194,ZCTA5 01103,0.3998588445936027
195,ZCTA5 01104,0.4984035925660433
