,ZCTA,Score
0,ZCTA5 00601,0.344138744498188
1,ZCTA5 00602,0.3678116565958133
2,ZCTA5 00603,0.37943668362655625
3,ZCTA5 00606,0.29861948870913413
4,ZCTA5 00610,0.35118995702496286
5,ZCTA5 00612,0.38717462051861856
6,ZCTA5 00616,0.3522512499366698
7,ZCTA5 00617,0.35073876852285746
8,ZCTA5 00622,0.3838109191361268
9,ZCTA5 00623,0.39118219126070786
10,ZCTA5 00624,0.3540019248983432
11,ZCTA5 00627,0.38105686642904835
12,ZCTA5 00631,0.36882334194231126
13,ZCTA5 00637,0.3705634605884209
14,ZCTA5 00638,0.340473070368761
15,ZCTA5 00641,0.36084990325175775
16,ZCTA5 00646,0.4497354873650546
17,ZCTA5 00647,0.33638159425123154
18,ZCTA5 00650,0.34904283613288606
19,ZCTA5 00652,0.3740230606308356
20,ZCTA5 00653,0.3249214453269983
21,ZCTA5 00656,0.35860720014714853
22,ZCTA5 00659,0.38784351552239765
23,ZCTA5 00660,0.3791976594356657
24,ZCTA5 00662,0.36252501173468293
25,ZCTA5 00664,0.33961657011825885
26,ZCTA5 00667,0.341683346076763
27,ZCTA5 00669,0.35359428951704003
28,ZCTA5 00670,0.3400379071390251
29,ZCTA5 00674,0.3775908887100008
30,ZCTA5 00676,0.36379268344740545
31,ZCTA5 00677,0.36893988284020873
32,ZCTA5 00678,0.35412552660185526
33,ZCTA5 00680,0.3553950725957499
34,ZCTA5 00682,0.38935689075215196
35,ZCTA5 00683,0.35979747181636473
36,ZCTA5 00685,0.3418978216048441
37,ZCTA5 00687,0.3486577503744205
38,ZCTA5 00688,0.3589735636600656
39,ZCTA5 00690,0.38589896569048215
40,ZCTA5 00692,0.3778792828944023
41,ZCTA5 00693,0.38324012127781387
42,ZCTA5 00694,0.17531157577588843
43,ZCTA5 00698,0.36332451074403677
44,ZCTA5 00703,0.35988838918453425
45,ZCTA5 00704,0.3736371837933632
46,ZCTA5 00705,0.3878699316456941
