,ZCTA,Score
0,ZCTA5 00601,0.06237190455127575
1,ZCTA5 00602,0.06744278122975988
2,ZCTA5 00603,0.0680821148768513
3,ZCTA5 00606,0.05492526483317252
4,ZCTA5 00610,0.06310498921726158
5,ZCTA5 00612,0.07188934131493831
6,ZCTA5 00616,0.06406968439326823
7,ZCTA5 00617,0.06598899680470521
8,ZCTA5 00622,0.06654801977028141
9,ZCTA5 00623,0.06945664395067785
10,ZCTA5 00624,0.06273297640425966
11,ZCTA5 00627,0.0696450235365204
12,ZCTA5 00631,0.05466054981920624
13,ZCTA5 00637,0.06752638941733682
14,ZCTA5 00638,0.06306350354441384
15,ZCTA5 00641,0.06695635719492145
16,ZCTA5 00646,0.08127354834705612
17,ZCTA5 00647,0.05845521699889509
18,ZCTA5 00650,0.06110720067521388
19,ZCTA5 00652,0.06805279698638532
20,ZCTA5 00653,0.056819205451886935
21,ZCTA5 00656,0.06399110344559449
22,ZCTA5 00659,0.06920080409909603
23,ZCTA5 00660,0.06876778592105502
24,ZCTA5 00662,0.06484706512567412
25,ZCTA5 00664,0.06459436582979783
26,ZCTA5 00667,0.06189117059410828
27,ZCTA5 00669,0.06274496081326988
28,ZCTA5 00670,0.06360345361806456
29,ZCTA5 00674,0.07189798453429402
30,ZCTA5 00676,0.06520810958986172
31,ZCTA5 00677,0.06592052106498872
32,ZCTA5 00678,0.07003697341967069
33,ZCTA5 00680,0.06343825804404611
34,ZCTA5 00682,0.06950297061796028
35,ZCTA5 00683,0.06459253080910385
36,ZCTA5 00685,0.06365953917324886
37,ZCTA5 00687,0.06162502036986474
38,ZCTA5 00688,0.06558476511168125
39,ZCTA5 00690,0.06881931875158157
40,ZCTA5 00692,0.06810756832074363
41,ZCTA5 00693,0.06729933380144502
42,ZCTA5 00694,0.05942036215118952
43,ZCTA5 00698,0.06542310559443457
44,ZCTA5 00703,0.06231857735650459
45,ZCTA5 00704,0.06454417283511638
46,ZCTA5 00705,0.06872228610642442
47,ZCTA5 00707,0.06685654315872677
48,ZCTA5 00714,0.06394187665748317
49,ZCTA5 00715,0.06156236485682962
50,ZCTA5 00716,0.07296571380423549
51,ZCTA5 00717,0.06710800350219541
52,ZCTA5 00718,0.06978729993500069
53,ZCTA5 00719,0.06870082723696655
