,ZCTA,Score
0,ZCTA5 00601,0.05677771454412636
1,ZCTA5 00602,0.06101698361831835
2,ZCTA5 00603,0.06246256146211936
3,ZCTA5 00606,0.05316564196981544
4,ZCTA5 00610,0.0604542232577883
5,ZCTA5 00612,0.06880886936276835
6,ZCTA5 00616,0.0631818697942458
7,ZCTA5 00617,0.06444272160203852
8,ZCTA5 00622,0.055403149086758995
9,ZCTA5 00623,0.06316727959348557
10,ZCTA5 00624,0.06024269071977599
11,ZCTA5 00627,0.06287426233398657
12,ZCTA5 00631,0.057408584646894606
13,ZCTA5 00637,0.06225681594550844
14,ZCTA5 00638,0.05946697989770098
15,ZCTA5 00641,0.06292582317667655
16,ZCTA5 00646,0.0740811584033655
17,ZCTA5 00647,0.054188234687392464
18,ZCTA5 00650,0.0583032226448765
19,ZCTA5 00652,0.06934617600513218
20,ZCTA5 00653,0.055831876148547316
21,ZCTA5 00656,0.06167058377649407
22,ZCTA5 00659,0.0649046101199251
23,ZCTA5 00660,0.06703400290476516
24,ZCTA5 00662,0.060179260225387776
25,ZCTA5 00664,0.06825178885404146
26,ZCTA5 00667,0.05771000837805718
27,ZCTA5 00669,0.05912493651001808
28,ZCTA5 00670,0.0618101591183239
29,ZCTA5 00674,0.06497055631985013
30,ZCTA5 00676,0.06131156685597069
31,ZCTA5 00677,0.06474741204019058
32,ZCTA5 00678,0.0650352361774162
33,ZCTA5 00680,0.0608619870659095
34,ZCTA5 00682,0.06422102925973161
35,ZCTA5 00683,0.06212906659271838
36,ZCTA5 00685,0.05999917851987151
37,ZCTA5 00687,0.05910251097627628
38,ZCTA5 00688,0.06262744519538987
39,ZCTA5 00690,0.0627221748243764
40,ZCTA5 00692,0.06471418270186233
41,ZCTA5 00693,0.06356523521564852
42,ZCTA5 00694,0.053697671426182876
43,ZCTA5 00698,0.060666021908287654
44,ZCTA5 00703,0.05926431529864585
45,ZCTA5 00704,0.0605335383861523
46,ZCTA5 00705,0.06146938394299105
47,ZCTA5 00707,0.061985486397509115
48,ZCTA5 00714,0.057239173533351874
49,ZCTA5 00715,0.06023282721381973
50,ZCTA5 00716,0.06972042036141209
51,ZCTA5 00717,0.060810371540977105
52,ZCTA5 00718,0.0629507096206801
53,ZCTA5 00719,0.06379851920993732
54,ZCTA5 00720,0.05826055813212039
55,ZCTA5 00723,0.059664644567199186
56,ZCTA5 00725,0.07080100682999832
57,ZCTA5 00727,0.07679368603873518
58,ZCTA5 00728,0.06782642468744357
59,ZCTA5 00729,0.06951054423175429
60,ZCTA5 00730,0.061985422091095
61,ZCTA5 00731,0.06497863125720103
62,ZCTA5 00735,0.06383227172158189
63,ZCTA5 00736,0.06836641122935129
64,ZCTA5 00738,0.06698317218485716
65,ZCTA5 00739,0.0719039505193519
66,ZCTA5 00740,0.04103303291149967
67,ZCTA5 00741,0.06291617539353037
68,ZCTA5 00745,0.07044209988738731
69,ZCTA5 00751,0.05933838398855577
70,ZCTA5 00754,0.06726352196186455
71,ZCTA5 00757,0.06390213367743872
72,ZCTA5 00765,0.054202655247753695
73,ZCTA5 00766,0.0620243153310587
74,ZCTA5 00767,0.06273360374949177
