,ZCTA,Score
0,ZCTA5 00601,0.06321176099379518
1,ZCTA5 00602,0.06590231487241272
2,ZCTA5 00603,0.06696943058437212
3,ZCTA5 00606,0.057008145710089074
4,ZCTA5 00610,0.06388804365595485
5,ZCTA5 00612,0.07120876595064451
6,ZCTA5 00616,0.06741680463475347
7,ZCTA5 00617,0.06645439258477
8,ZCTA5 00622,0.06403547401158279
9,ZCTA5 00623,0.06890345465553199
10,ZCTA5 00624,0.06253477222323547
11,ZCTA5 00627,0.07017247063663344
12,ZCTA5 00631,0.05752907026708715
13,ZCTA5 00637,0.06744219574452054
14,ZCTA5 00638,0.06394766186657098
15,ZCTA5 00641,0.06650624687578148
16,ZCTA5 00646,0.08056066695360665
17,ZCTA5 00647,0.05960933390451487
18,ZCTA5 00650,0.06167525968586548
19,ZCTA5 00652,0.06756874671582809
20,ZCTA5 00653,0.057335694515701294
21,ZCTA5 00656,0.06516317373128723
22,ZCTA5 00659,0.07079468411241448
23,ZCTA5 00660,0.06913378870170518
24,ZCTA5 00662,0.06521711501195845
25,ZCTA5 00664,0.06812214517522422
26,ZCTA5 00667,0.061468442743093356
27,ZCTA5 00669,0.06070301811341985
28,ZCTA5 00670,0.06352038314752471
29,ZCTA5 00674,0.07080961928567094
30,ZCTA5 00676,0.06508951679858957
31,ZCTA5 00677,0.06775804039055656
32,ZCTA5 00678,0.07011656719711981
33,ZCTA5 00680,0.06357206899488767
34,ZCTA5 00682,0.06878572350194923
35,ZCTA5 00683,0.06552175270752511
36,ZCTA5 00685,0.06337310456167436
37,ZCTA5 00687,0.06250878143163771
38,ZCTA5 00688,0.0641221949507192
39,ZCTA5 00690,0.06710519657366423
40,ZCTA5 00692,0.06857418566471753
41,ZCTA5 00693,0.06766145248415967
42,ZCTA5 00694,0.05755951712625571
43,ZCTA5 00698,0.06433425846566593
44,ZCTA5 00703,0.06180139891970298
45,ZCTA5 00704,0.06683608189909788
46,ZCTA5 00705,0.06960045389549958
47,ZCTA5 00707,0.06680539952827566
48,ZCTA5 00714,0.06372072582847857
49,ZCTA5 00715,0.06391056568449673
50,ZCTA5 00716,0.0742144067739338
51,ZCTA5 00717,0.0675782925674723
52,ZCTA5 00718,0.0686568402639689
53,ZCTA5 00719,0.06910367075437737
54,ZCTA5 00720,0.06194712292431195
55,ZCTA5 00723,0.06474009403414462
56,ZCTA5 00725,0.07568169086497653
57,ZCTA5 00727,0.08065637638806737
58,ZCTA5 00728,0.07126537657039098
59,ZCTA5 00729,0.07278717527247693
60,ZCTA5 00730,0.06455468762799083
61,ZCTA5 00731,0.06749558657652148
62,ZCTA5 00735,0.06589514150998006
63,ZCTA5 00736,0.07160661638821636
64,ZCTA5 00738,0.07150075551688133
65,ZCTA5 00739,0.0763962451268557
66,ZCTA5 00740,0.05613121537289818
67,ZCTA5 00741,0.06432136062769087
68,ZCTA5 00745,0.07551084208952914
69,ZCTA5 00751,0.06619378876752507
70,ZCTA5 00754,0.06937599479378233
71,ZCTA5 00757,0.0693840311100553
72,ZCTA5 00765,0.05889967315875329
73,ZCTA5 00766,0.06752821782637078
74,ZCTA5 00767,0.06824369615615056
75,ZCTA5 00769,0.06708622727828996
76,ZCTA5 00771,0.07066037911676316
77,ZCTA5 00772,0.06363926814280789
78,ZCTA5 00773,0.07181358485249427
79,ZCTA5 00775,0.05932059507132076
80,ZCTA5 00777,0.07279144276441317
81,ZCTA5 00778,0.0820768531126697
82,ZCTA5 00780,0.07526210118592903
83,ZCTA5 00782,0.06492004302711514
84,ZCTA5 00783,0.0684940917629403
85,ZCTA5 00784,0.06710308927174576
86,ZCTA5 00786,0.06281571018860842
87,ZCTA5 00791,0.07222508037084492
88,ZCTA5 00794,0.0649691398885925
89,ZCTA5 00795,0.06717477510815577
90,ZCTA5 00901,0.06629314438013235
91,ZCTA5 00906,0.13411172635332894
92,ZCTA5 00907,0.07860472169937031
93,ZCTA5 00909,0.07259007062400132
94,ZCTA5 00911,0.07973078670676845
95,ZCTA5 00912,0.06922015705117775
96,ZCTA5 00913,0.07414774743203423
