,ZCTA,Score
0,ZCTA5 00601,0.34566513776938396
1,ZCTA5 00602,0.3767462351638036
2,ZCTA5 00603,0.37607814768503184
3,ZCTA5 00606,0.32188731630399237
4,ZCTA5 00610,0.37362570226698716
5,ZCTA5 00612,0.38686824277627874
6,ZCTA5 00616,0.36611591568721846
7,ZCTA5 00617,0.3660870319694088
8,ZCTA5 00622,0.37199112782062094
9,ZCTA5 00623,0.37451809133526737
10,ZCTA5 00624,0.3673494725596391
11,ZCTA5 00627,0.3939660251509322
12,ZCTA5 00631,0.3236272863082161
13,ZCTA5 00637,0.36840180959454366
14,ZCTA5 00638,0.3506133137773221
15,ZCTA5 00641,0.3599289448155252
16,ZCTA5 00646,0.4552529005911138
17,ZCTA5 00647,0.34669727381222154
18,ZCTA5 00650,0.3795274885929614
19,ZCTA5 00652,0.3845975686375475
20,ZCTA5 00653,0.3367690882356264
21,ZCTA5 00656,0.37007568407513713
22,ZCTA5 00659,0.39899645629623554
23,ZCTA5 00660,0.3922473368650562
24,ZCTA5 00662,0.3676083826677538
25,ZCTA5 00664,0.33953856080352673
26,ZCTA5 00667,0.34121309109282644
27,ZCTA5 00669,0.3617503364257875
28,ZCTA5 00670,0.3594399634651397
29,ZCTA5 00674,0.38777755921340845
30,ZCTA5 00676,0.3630505378397061
31,ZCTA5 00677,0.37606565547779014
32,ZCTA5 00678,0.3677861670001972
33,ZCTA5 00680,0.35689947733706456
34,ZCTA5 00682,0.3725872539991329
35,ZCTA5 00683,0.3635326841538502
36,ZCTA5 00685,0.3580105395558282
37,ZCTA5 00687,0.36113759457822886
38,ZCTA5 00688,0.37694030982043814
39,ZCTA5 00690,0.4036095869858831
40,ZCTA5 00692,0.3774197794863128
41,ZCTA5 00693,0.40197865470969724
42,ZCTA5 00694,0.23776287204584495
43,ZCTA5 00698,0.3699104785164639
44,ZCTA5 00703,0.36971853698497215
45,ZCTA5 00704,0.3768944133639402
46,ZCTA5 00705,0.3906749435845185
47,ZCTA5 00707,0.36787767776441965
48,ZCTA5 00714,0.36626424827765225
49,ZCTA5 00715,0.3096550547164233
50,ZCTA5 00716,0.3737273082000168
51,ZCTA5 00717,0.3617829466071109
52,ZCTA5 00718,0.38976634138306704
53,ZCTA5 00719,0.390712662358166
54,ZCTA5 00720,0.3454734052565028
55,ZCTA5 00723,0.3594551000336554
56,ZCTA5 00725,0.40304909604183
57,ZCTA5 00727,0.46024398017861895
58,ZCTA5 00728,0.3990980922407253
59,ZCTA5 00729,0.4028199853321135
60,ZCTA5 00730,0.35860881232950914
61,ZCTA5 00731,0.36824612951989294
62,ZCTA5 00735,0.3695653802952455
63,ZCTA5 00736,0.39160365910369366
64,ZCTA5 00738,0.3848155879394539
65,ZCTA5 00739,0.413909617433486
66,ZCTA5 00740,0.30615040026420426
67,ZCTA5 00741,0.3903497009802467
68,ZCTA5 00745,0.42036639402286463
69,ZCTA5 00751,0.36770436784636945
70,ZCTA5 00754,0.3855592264808936
71,ZCTA5 00757,0.3996216960057546
72,ZCTA5 00765,0.36775952702559483
73,ZCTA5 00766,0.3827669665246571
74,ZCTA5 00767,0.36236752896590196
75,ZCTA5 00769,0.3895421697855621
76,ZCTA5 00771,0.39637083749012453
77,ZCTA5 00772,0.34928546832078416
78,ZCTA5 00773,0.3919353856087453
79,ZCTA5 00775,0.35095695469283633
80,ZCTA5 00777,0.39306504828097627
81,ZCTA5 00778,0.4641152962932072
82,ZCTA5 00780,0.4037147916409297
83,ZCTA5 00782,0.33826753035118634
84,ZCTA5 00783,0.3799627990839957
85,ZCTA5 00784,0.3718982811555454
86,ZCTA5 00786,0.4969641016156694
87,ZCTA5 00791,0.39299953308875507
88,ZCTA5 00794,0.37815528087586064
89,ZCTA5 00795,0.4010560121418464
90,ZCTA5 00901,0.3555537239369958
91,ZCTA5 00906,0.4591758636317607
92,ZCTA5 00907,0.4245886712166363
93,ZCTA5 00909,0.34640255736536635
94,ZCTA5 00911,0.4399190457590712
95,ZCTA5 00912,0.3796939759836419
96,ZCTA5 00913,0.2647588022892162
97,ZCTA5 00915,0.2872142157509934
98,ZCTA5 00917,0.31901357471838515
99,ZCTA5 00918,0.4192683342195782
100,ZCTA5 00920,0.3969891881854803
101,ZCTA5 00921,0.38980297165522915
102,ZCTA5 00923,0.32827180722851246
103,ZCTA5 00924,0.39832114800151236
104,ZCTA5 00925,0.2842562085207738
105,ZCTA5 00926,0.4659807979638001
106,ZCTA5 00927,0.4595492397499733
107,ZCTA5 00934,0.7199999541607929
108,ZCTA5 00936,0.43873737735748053
109,ZCTA5 00949,0.4335770748611406
110,ZCTA5 00950,0.39992356920077543
111,ZCTA5 00951,0.39992356920077543
112,ZCTA5 00952,0.3549993982954759
113,ZCTA5 00953,0.46178780190009816
114,ZCTA5 00956,0.414340965556164
115,ZCTA5 00957,0.4244429156959103
116,ZCTA5 00959,0.44849384460014163
117,ZCTA5 00960,0.4255116641198775
118,ZCTA5 00961,0.451845580621673
119,ZCTA5 00962,0.3587822870940791
120,ZCTA5 00965,0.3244903945162568
121,ZCTA5 00966,0.5092125391503928
122,ZCTA5 00968,0.5076691219380024
123,ZCTA5 00969,0.5129359562105145
124,ZCTA5 00971,0.4104034989755915
125,ZCTA5 00976,0.45647398560908514
126,ZCTA5 00979,0.47763890998760766
127,ZCTA5 00982,0.4235117842540993
